,character,quote,scene,location,view,episode,date,series
0,PICARD ,"   Captain's log, Stardate 43994.1.   The Enterprise has arrived at   Jouret Four in response to a   distress signal from one of the   Federation's outermost colonies.",1    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
1,RIKER,       Anything from the surface?,2    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
2,WORF,   Nossir. There have been no   communications from the colony   for over twelve hours.,2    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
3,RIKER,   Sensors picking up any signs of   life?,2    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
4,WORF,   None.,2    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
5,O'BRIEN,"   The surface environment is safe   for transport, Commander.",2    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
6,RIKER,"       Mister O'Brien, verify these are   accurate coordinates for New   Providence colony.",3    EXT. PLANET SURFACE - DAY,PLANET SURFACE,EXT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
7,O'BRIEN,"   Coordinates verified, sir. You're   at the center of town.",3    EXT. PLANET SURFACE - DAY,PLANET SURFACE,EXT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
8,PICARD ,"   Captain's log, Stardate 43997.6.   Admiral Hanson and Lieutenant   Commander Shelby of Starfleet   Tactical have arrived to review   the disappearance of New   Providence colony. No sign   remains of the nine hundred   inhabitants.",5    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
9,HANSON,"   The truth is... hell, we're not   ready. We've known they were   coming for over a year... we've   thrown every resource we've got   into this but still...",6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
10,RIKER,"   Then, you're convinced it is the   Borg... ?",6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
11,SHELBY,   That's what I'm here to find out.   The initial descriptions of these   surface conditions are almost   identical to your reports from   system J-two-five.,6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
12,PICARD,       Mister Riker wrote those   reports... he agrees with you.,6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
13,HANSON,       Commander Shelby took over Borg   tactical analysis six months ago.   I've learned to give her a wide   latitude when I want to get things   done... That's how I intend to   operate here.,6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
14,SHELBY,"   My priority has been to develop   some kind, any kind of defense   strategy...",6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
15,RIKER,   Obviously nothing we have now can   stop them.,6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
16,SHELBY,       We've been designing new   weapons... but they're still on   the drawing board.,6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
17,HANSON,   We expected much more lead time.   Your encounter with the Borg was   over seven thousand light years   away...,6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
18,PICARD,"   If this is the Borg, it would   indicate they have a source of   power far superior to our own...",6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
19,SHELBY,"   I'd like to see the colony site   as soon as possible, Captain.",6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
20,RIKER,   It'll be night at the site in   thirty minutes. We've scheduled   an away team for dawn.,6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
21,PICARD,       Why don't you show the commander   to her quarters...,6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
22,RIKER,"   It's our poker night, Admiral.   There's always an open seat for   you...",6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
23,HANSON,"       Next time, Commander. Your   captain and I have a lot to cover.   But rumor has it that Commander   Shelby's played a hand or two...",6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
24,HANSON,"   Keep your eye on her, Jean-Luc.   One impressive young lady...",6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
25,PICARD,"   You seem rather taken with her,   J.P.",6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
26,HANSON,"   Just an old man's fantasies. When   Shelby came into tactical, every   damned admiral's uncle had a take   on this Borg business... she cut   through it, put us on track.",6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
27,PICARD,   Earl Grey?,6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
28,HANSON,   Four sugars.       She'd make you a hell of a first   officer.,6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
29,PICARD,   I already have a hell of a first   officer.,6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
30,HANSON,   Don't tell me he's gonna pass up   another commission?,6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
31,PICARD,   One's available?,6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
32,HANSON,   The Melbourne. It's his if he   wants it. Hasn't he told you?,6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
33,PICARD,"   Well, I guess I knew this day   would have to come... he'll make   a fine captain, J.P.",6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
34,HANSON,"   You may want to tell him that.       We're still waiting for his   decision. Hell, this is the third   time we've pulled out the   captain's chair for Riker. He   just won't sit down. And I'll   tell you something -- there are   a lot of young hotshots like   Shelby on their way up. Riker   could suddenly look like he's   standing still next to them. He's   hurting his career by staying put.   If I were you, I'd kick him in   the rear end for his own good.",6    INT. CAPT. READY ROOM,CAPT. READY ROOM,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
35,SHELBY,   We know the Borg have no interest   in power or political conquest...,7    INT. CORRIDOR,CORRIDOR,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
36,RIKER,"       They identify what's useful to   them, then consume it. Or try   to at least...",7    INT. CORRIDOR,CORRIDOR,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
37,SHELBY,   But here's the question -- after   they take what they want... what   happens to the rest?       There has to be some evidence...   residue... something that tells   us they've been here.,7    INT. CORRIDOR,CORRIDOR,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
38,SHELBY,   I don't know exactly what I'm   looking for... but we've tested   the sections of the Enterprise's   hull that were damaged by the   Borg. There were some unusual   magnetic-resonance traces...,8    INT. SHELBY'S QUARTERS - CONTINUOUS,SHELBY'S QUARTERS,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
39,RIKER,   A Borg footprint?,8    INT. SHELBY'S QUARTERS - CONTINUOUS,SHELBY'S QUARTERS,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
40,SHELBY,   That's my theory. I'll see if   it holds up tomorrow.       I've reviewed your personnel...   I'll be assigning Mister La Forge   and Mister Data to accompany me   on the away team...,8    INT. SHELBY'S QUARTERS - CONTINUOUS,SHELBY'S QUARTERS,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
41,RIKER,"   I've... already assigned them to   the away team, Commander. And   I'll be with you as well.",8    INT. SHELBY'S QUARTERS - CONTINUOUS,SHELBY'S QUARTERS,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
42,SHELBY,       Of course. I appreciate any   assistance you can offer.,8    INT. SHELBY'S QUARTERS - CONTINUOUS,SHELBY'S QUARTERS,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
43,SHELBY,"   Tell me, something, Commander...   is serving aboard the Enterprise   as extraordinary an experience   as I've heard?",8    INT. SHELBY'S QUARTERS - CONTINUOUS,SHELBY'S QUARTERS,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
44,RIKER,   Every bit of it.,8    INT. SHELBY'S QUARTERS - CONTINUOUS,SHELBY'S QUARTERS,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
45,SHELBY,   Good.    (intimately sharing a     secret)   Because I intend to convince   Captain Picard that I'm the right   choice for the job.,8    INT. SHELBY'S QUARTERS - CONTINUOUS,SHELBY'S QUARTERS,INT.,"""The Best of Both Worlds, Part I""",1990-04-06,The Next Generation
