,character,quote,scene,location,view,episode,date,series
0,COMPUTER,"   Commander Riker, report to the   bridge.",1    INT. ENTERPRISE - CORRIDOR,ENTERPRISE,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
1,RIKER,   On the way.,1    INT. ENTERPRISE - CORRIDOR,ENTERPRISE,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
2,RIKER,"   What's your hurry, Harry?",2    INT. ANOTHER CORRIDOR,ANOTHER CORRIDOR,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
3,HARRY,"   Oops. Sorry, Commander. I was,   um, just...",2    INT. ANOTHER CORRIDOR,ANOTHER CORRIDOR,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
4,DR. BERNARD,   Harry!,2    INT. ANOTHER CORRIDOR,ANOTHER CORRIDOR,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
5,DR. BERNARD,   I'm sorry if he bothered you.,2    INT. ANOTHER CORRIDOR,ANOTHER CORRIDOR,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
6,RIKER,"   No bother, Doctor Bernard.",2    INT. ANOTHER CORRIDOR,ANOTHER CORRIDOR,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
7,HARRY,   I'm not going back. I hate that   teacher. And I hate calculus.,2    INT. ANOTHER CORRIDOR,ANOTHER CORRIDOR,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
8,DR. BERNARD,"   Everyone needs an understanding   of basic calculus, whether they   like it or not.",2    INT. ANOTHER CORRIDOR,ANOTHER CORRIDOR,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
9,HARRY,   Why?,2    INT. ANOTHER CORRIDOR,ANOTHER CORRIDOR,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
10,BEVERLY,   You're limping.,4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
11,RIKER,   A small run-in with an aspiring   sprinter.,4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
12,PICARD,"   Ah, Number One.",4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
13,RIKER,"   A problem, Captain?",4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
14,PICARD,   A curiosity. For the past several   hours we have been tracking faint   energy readings in an attempt to   locate the source. It's been like   following a trail of bread crumbs.,4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
15,PICARD,       The path lead here and stopped   -- which is what I knew would   interest you.,4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
16,RIKER,       What's our position?,4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
17,GEORDI,   The Epsilon Mynos system.,4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
18,RIKER,"    (with a look of     surprise)   Really? Thank you, Captain;   you're right... I wouldn't miss   this for anything.",4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
19,TASHA,   What's so interesting about this   system?,4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
20,RIKER,   Aldea.,4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
21,RIKER,"       Tasha -- I'm surprised. You mean   you've never heard the stories   about Aldea? A wonderous mythical   world -- like Atlantis on ancient   earth... or Neinman on Xerxes   Seven... with an advanced culture,   centuries old. Self-contained,   peaceful, with incredible   technical sophistication which   provided for every citizen's daily   needs, allowing them to devote   themselves to culture and art,   which was beautiful beyond compare   and valued beyond price.",4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""When the Bough Breaks""",1987-12-11,The Next Generation
