,character,quote,scene,location,view,episode,date,series
0,RIKER,   Fletcher has more experience with   propulsion systems --,1    INT. TEN FORWARD,TEN FORWARD,INT.,"""Lower Decks""",AHHH,The Next Generation
1,TROI,"   But Carstairs is better with   people. Considering this is a   supervisory position, I'd go with   her.",1    INT. TEN FORWARD,TEN FORWARD,INT.,"""Lower Decks""",AHHH,The Next Generation
2,RIKER,       You're probably right...,1    INT. TEN FORWARD,TEN FORWARD,INT.,"""Lower Decks""",AHHH,The Next Generation
3,RIKER,       Didn't we just finish a Crew   Evaluation Report?,1    INT. TEN FORWARD,TEN FORWARD,INT.,"""Lower Decks""",AHHH,The Next Generation
4,TROI,       That was three months ago.,1    INT. TEN FORWARD,TEN FORWARD,INT.,"""Lower Decks""",AHHH,The Next Generation
5,RIKER,   Feels like three weeks. Maybe we   should just give everyone a   promotion and call it a night.       What do you say... Commander?,1    INT. TEN FORWARD,TEN FORWARD,INT.,"""Lower Decks""",AHHH,The Next Generation
6,TROI,       Fine with me... Captain.,1    INT. TEN FORWARD,TEN FORWARD,INT.,"""Lower Decks""",AHHH,The Next Generation
7,LAVELLE,   Why do they keep laughing? What's   so funny about Crew Evaluations?,1    INT. TEN FORWARD,TEN FORWARD,INT.,"""Lower Decks""",AHHH,The Next Generation
8,OGAWA,"   Don't worry about it, Sam.",1    INT. TEN FORWARD,TEN FORWARD,INT.,"""Lower Decks""",AHHH,The Next Generation
9,SITO,   Let's just try and have a good   time.,1    INT. TEN FORWARD,TEN FORWARD,INT.,"""Lower Decks""",AHHH,The Next Generation
10,LAVELLE,   How can I have a good time when my   career's being decided across the   room?,1    INT. TEN FORWARD,TEN FORWARD,INT.,"""Lower Decks""",AHHH,The Next Generation
11,LAVELLE,       Think promotion... promotion...   promotion...,1    INT. TEN FORWARD,TEN FORWARD,INT.,"""Lower Decks""",AHHH,The Next Generation
12,TAURIK,   You can't really believe this will   influence the outcome of your   evaluation?,1    INT. TEN FORWARD,TEN FORWARD,INT.,"""Lower Decks""",AHHH,The Next Generation
13,OGAWA,"   It's a time-honored strategy,   Taurik.",1    INT. TEN FORWARD,TEN FORWARD,INT.,"""Lower Decks""",AHHH,The Next Generation
