,character,quote,scene,location,view,episode,date,series
0,PICARD ,"   Captain's log, stardate 41365.9.   The Enterprise has been ordered   to Starbase 74, in orbit around   Tarsas III.",1    EXT. SPACE - STARBASE AND ENTERPRISE (OPTICAL),SPACE - STARBASE AND ENTERPRISE,EXT.,"""11001001""",1987-11-19,The Next Generation
1,PICARD ,"       ... where a routine maintenance   check of all systems will be made,   and certain upgrades completed,   including the Holodeck, with which   we have had problems. I anticipate   a glowing report. This ship has   performed magnificently -- beyond   anyone's expectations.",2    EXT. SPACE - ANOTHER ANGLE (OPTICAL),SPACE - ANOTHER ANGLE,EXT.,"""11001001""",1987-11-19,The Next Generation
2,GEORDI,   Coming into position.,3    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""11001001""",1987-11-19,The Next Generation
3,RIKER,   Stand by to dock.,3    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""11001001""",1987-11-19,The Next Generation
4,DATA,   Ready to dock.,3    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""11001001""",1987-11-19,The Next Generation
5,RIKER ,   Engage mooring beams and lock   off.,4    INT. STARBASE (OPTICAL),STARBASE,INT.,"""11001001""",1987-11-19,The Next Generation
6,GEORDI ,   Aye sir.,4    INT. STARBASE (OPTICAL),STARBASE,INT.,"""11001001""",1987-11-19,The Next Generation
7,GEORDI,   Docking complete.,6    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""11001001""",1987-11-19,The Next Generation
8,PICARD,"   Thank you, Number One. Well   done, and well done all.",6    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""11001001""",1987-11-19,The Next Generation
9,QUINTEROS,   Commander Quinteros; request   permission to come aboard.,8    INT. AIR-LOCK CORRIDOR,AI,INT.,"""11001001""",1987-11-19,The Next Generation
10,PICARD,   Granted -- and welcome.,8    INT. AIR-LOCK CORRIDOR,AI,INT.,"""11001001""",1987-11-19,The Next Generation
11,PICARD,       This is Commander Riker.,8    INT. AIR-LOCK CORRIDOR,AI,INT.,"""11001001""",1987-11-19,The Next Generation
12,QUINTEROS,   You're late. We expected you a   week ago.,8    INT. AIR-LOCK CORRIDOR,AI,INT.,"""11001001""",1987-11-19,The Next Generation
13,RIKER,   We were unexpectedly delayed at   Omicron Pascal.,8    INT. AIR-LOCK CORRIDOR,AI,INT.,"""11001001""",1987-11-19,The Next Generation
14,QUINTEROS,"   Is there anything specific you   wish to report, or that we should   be aware of?",8    INT. AIR-LOCK CORRIDOR,AI,INT.,"""11001001""",1987-11-19,The Next Generation
15,PICARD,   No. We are very pleased with the   operation of the Enterprise.,8    INT. AIR-LOCK CORRIDOR,AI,INT.,"""11001001""",1987-11-19,The Next Generation
16,QUINTEROS,   I knew you would be - I was in   charge of the team which put her   together.,8    INT. AIR-LOCK CORRIDOR,AI,INT.,"""11001001""",1987-11-19,The Next Generation
17,RIKER,   And are these gentlemen the   Bynars?,8    INT. AIR-LOCK CORRIDOR,AI,INT.,"""11001001""",1987-11-19,The Next Generation
18,QUINTEROS,"   They're not gentlemen or ladies,   Commander.       They are a unified pair. Always   together. This is One Zero.",8A   INT. MAIN ENGINEERING,MAIN ENGINEERING,INT.,"""11001001""",1987-11-19,The Next Generation
19,QUINTEROS,       And this is Zero One.,8A   INT. MAIN ENGINEERING,MAIN ENGINEERING,INT.,"""11001001""",1987-11-19,The Next Generation
20,QUINTEROS,       They just finished upgrading the   computers on the Wellington -- did   a great job.,8A   INT. MAIN ENGINEERING,MAIN ENGINEERING,INT.,"""11001001""",1987-11-19,The Next Generation
21,PICARD,       Your reputation precedes you.   I am pleased you will be improving   our system.,8A   INT. MAIN ENGINEERING,MAIN ENGINEERING,INT.,"""11001001""",1987-11-19,The Next Generation
22,BYNAR ONE ZERO,   It is a great pleasure...,8A   INT. MAIN ENGINEERING,MAIN ENGINEERING,INT.,"""11001001""",1987-11-19,The Next Generation
23,BYNAR ZERO ONE,   ... to work on such a large mobile   computer.,8A   INT. MAIN ENGINEERING,MAIN ENGINEERING,INT.,"""11001001""",1987-11-19,The Next Generation
24,PICARD,"   You have forty-eight hours,   because at forty-eight plus six   we have an appointment at Pelleus   Five which we must keep.",8A   INT. MAIN ENGINEERING,MAIN ENGINEERING,INT.,"""11001001""",1987-11-19,The Next Generation
25,ZERO ONE,   I thought we'd...,8A   INT. MAIN ENGINEERING,MAIN ENGINEERING,INT.,"""11001001""",1987-11-19,The Next Generation
26,ONE ZERO,   ... have more time.,8A   INT. MAIN ENGINEERING,MAIN ENGINEERING,INT.,"""11001001""",1987-11-19,The Next Generation
27,PICARD,   I'm sorry. Our mission can't be   delayed. Can we postpone this   work?,8A   INT. MAIN ENGINEERING,MAIN ENGINEERING,INT.,"""11001001""",1987-11-19,The Next Generation
28,ZERO ONE,"   Oh, no. This is...",8A   INT. MAIN ENGINEERING,MAIN ENGINEERING,INT.,"""11001001""",1987-11-19,The Next Generation
29,ONE ZERO,   ... the best time...,8A   INT. MAIN ENGINEERING,MAIN ENGINEERING,INT.,"""11001001""",1987-11-19,The Next Generation
30,ZERO ONE,   ... to do it.,8A   INT. MAIN ENGINEERING,MAIN ENGINEERING,INT.,"""11001001""",1987-11-19,The Next Generation
31,ONE ZERO,   We can complete...,8A   INT. MAIN ENGINEERING,MAIN ENGINEERING,INT.,"""11001001""",1987-11-19,The Next Generation
32,ZERO ONE,   ... our work within the...,8A   INT. MAIN ENGINEERING,MAIN ENGINEERING,INT.,"""11001001""",1987-11-19,The Next Generation
33,ONE ZERO,   ... time allotted.,8A   INT. MAIN ENGINEERING,MAIN ENGINEERING,INT.,"""11001001""",1987-11-19,The Next Generation
34,QUINTEROS,"   They work very quickly, but it'll   be tight.",8A   INT. MAIN ENGINEERING,MAIN ENGINEERING,INT.,"""11001001""",1987-11-19,The Next Generation
35,PICARD,"   Commander Riker and I will stay   aboard, and be available should   you need us.",8A   INT. MAIN ENGINEERING,MAIN ENGINEERING,INT.,"""11001001""",1987-11-19,The Next Generation
36,QUINTEROS,"   Thank you, Captain. I don't think   we'll need you until we're ready   for inspection.",8A   INT. MAIN ENGINEERING,MAIN ENGINEERING,INT.,"""11001001""",1987-11-19,The Next Generation
37,RIKER,   The Bynars are perfect for this.   This is the first time I've come   in contact with them.,9    INT. CORRIDOR,CORRIDOR,INT.,"""11001001""",1987-11-19,The Next Generation
38,PICARD,"   As I understand it, over time   they've become so interconnected   with the master computer on their   planet that their language and   thought patterns have become as   near to binary as possible for   organic beings.",9    INT. CORRIDOR,CORRIDOR,INT.,"""11001001""",1987-11-19,The Next Generation
39,RIKER,   It will be interesting to see how   they improve a computer as   advanced as ours.,9    INT. CORRIDOR,CORRIDOR,INT.,"""11001001""",1987-11-19,The Next Generation
40,PICARD,"   Well, I'm going to put my feet   up, turn on my personal relaxation   light and lose myself in the pages   of some old novels.",9    INT. CORRIDOR,CORRIDOR,INT.,"""11001001""",1987-11-19,The Next Generation
41,PICARD,"   Bridge.       And you, Number One? You've   earned a good rest. What are you   going to do with it?",10   INT. TURBOLIFT,TURBOLIFT,INT.,"""11001001""",1987-11-19,The Next Generation
42,RIKER,"   I've never been good at organizing   my time off, but something will   come up -- it always does.",10   INT. TURBOLIFT,TURBOLIFT,INT.,"""11001001""",1987-11-19,The Next Generation
43,PICARD,   I'll be in my Ready Room.,10   INT. TURBOLIFT,TURBOLIFT,INT.,"""11001001""",1987-11-19,The Next Generation
44,RIKER,   I thought there were only going   to be two of you.,11   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""11001001""",1987-11-19,The Next Generation
45,ONE ZERO,   Because of the limited time   allotted...,11   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""11001001""",1987-11-19,The Next Generation
