,character,quote,scene,location,view,episode,date,series
0,PICARD ,"   Captain's log, Stardate 42923.7.   We are en route to the Braslota   System, site of the first   Starfleet battle simulation.   Joining the Enterprise as observer   and mediator is the Zakdorn Master   Strategist, Sirna Kolrami.   Despite misgivings, I have agreed   to Starfleet's request that we   take part in these wargame   exercises.",1    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"""Peak Performance""",1989-04-17,The Next Generation
1,PICARD,"    (rising, extending his     hand)   Mister Kolrami -- Captain Jean-Luc   Picard. Welcome aboard.",3A   INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Peak Performance""",1989-04-17,The Next Generation
2,KOLRAMI,   Captain. I bring greetings from   those at Starfleet Command.,3A   INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Peak Performance""",1989-04-17,The Next Generation
3,PICARD,   Would you care to be shown to your   quarters?,3A   INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Peak Performance""",1989-04-17,The Next Generation
4,KOLRAMI,"   I require little rest, Captain.   I would prefer to commence our   mission.",3A   INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Peak Performance""",1989-04-17,The Next Generation
5,WORF,"   Despite their reputations, this   Zakdorn does not appear to be a   very formidable warrior.",3B   INT. BRIDGE,BRIDGE,INT.,"""Peak Performance""",1989-04-17,The Next Generation
6,DATA,"   In the game of military   brinksmanship, individual   physical prowess is less   important than the perception of   a species as a whole. For over   nine millennia potential foes have   regarded the Zakdorns as having   the greatest innately strategic   minds in the galaxy.",3B   INT. BRIDGE,BRIDGE,INT.,"""Peak Performance""",1989-04-17,The Next Generation
7,WORF,   And no one is willing to test that   perception in combat.,3B   INT. BRIDGE,BRIDGE,INT.,"""Peak Performance""",1989-04-17,The Next Generation
8,DATA,   Exactly.,3B   INT. BRIDGE,BRIDGE,INT.,"""Peak Performance""",1989-04-17,The Next Generation
9,WORF,   Then the reputation means nothing.,3B   INT. BRIDGE,BRIDGE,INT.,"""Peak Performance""",1989-04-17,The Next Generation
10,KOLRAMI,"   The Braslota System. In orbit   around the second planet is the   eighty-year old Starcruiser,   Hathaway.       He is still your choice?",4    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Peak Performance""",1989-04-17,The Next Generation
11,PICARD,   Commander Riker will captain the   Hathaway.,4    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Peak Performance""",1989-04-17,The Next Generation
12,KOLRAMI,       You will have forty-eight hours   to ready the vessel before the   Enterprise attacks.,4    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Peak Performance""",1989-04-17,The Next Generation
13,RIKER,   And we'll be experiencing actual   battle conditions?,4    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Peak Performance""",1989-04-17,The Next Generation
14,KOLRAMI,"   Correct. Engineering will   disconnect the Enterprise's   weapons and link the system with   the modified laser-pulse beam.   All ""hits"" will be recorded   electronically. If the computer   registers ""damage,"" it will react   accordingly -- shutting down the   affected areas for the appropriate   ""repair"" time. Additional   questions?",4    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Peak Performance""",1989-04-17,The Next Generation
15,KOLRAMI,"   Captain Picard, I understand that   you initially resisted Starfleet's   request for this simulation.",4    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Peak Performance""",1989-04-17,The Next Generation
16,PICARD,   Yes.,4    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Peak Performance""",1989-04-17,The Next Generation
17,KOLRAMI,   May I know why?,4    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Peak Performance""",1989-04-17,The Next Generation
18,PICARD,   Starfleet is not a military   organization. Our purpose is   exploration.,4    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Peak Performance""",1989-04-17,The Next Generation
19,KOLRAMI,   Then why am I here?,4    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Peak Performance""",1989-04-17,The Next Generation
