,character,quote,scene,location,view,episode,date,series
0,PICARD ,"   Captain's log, stardate 41798.2.   We are ordered by Starfleet, to   proceed to the Lorenze Cluster   and investigate the disappearance   of the light cruiser USS Drake,   which was in that system trying   to unravel a mystery of its own.",1    EXT. SPACE - ENTERPRISE (OPTICAL),SPACE - ENTERPRISE,EXT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
1,PICARD ,       Recent long range probes indicate   that all intelligent life on the   planet Minos has disappeared.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
2,PICARD,   Number One?,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
3,RIKER,   No help from their communications   log. The Drake reported   arriving at Minos and was never   heard from again.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
4,PICARD,   Mister Data?,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
5,DATA,   The citizens of Minos gained fame   during the Ersalrope wars as   arms merchants. They manufactured   sophisticated and highly advanced   weaponry.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
6,GEORDI,   For which side?,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
7,DATA,   Both.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
8,GEORDI,   We are nearing the planet Minos.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
9,PICARD,"   Standard orbit, Mister La Forge.",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
10,GEORDI,"   Aye, sir. Standard orbit.",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
11,RIKER,"   Whatever happened to the Drake,   happened quickly, otherwise   Captain Rice would have sent   another message.",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
12,PICARD,   You know Captain Rice?,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
13,RIKER,   We were at the Academy together.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
14,PICARD,   Tell me about him.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
15,RIKER,   Able. A good officer.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
16,TROI,   How would he react under stress?,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
17,RIKER,"   Paul Rice is confident almost to   the point of arrogance, but   carries it well because he usually   makes the right choices. He's   a risk taker.",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
18,PICARD,   Oh.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
19,RIKER,"   I'll give you an example. One   of the final tests in advance   navigation at the Academy presents   the student with three options.   When Rice took the test, he   rejected all of them and offered   one of his own.",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
20,PICARD,   I'd call that arrogant.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
21,RIKER,   But it paid off -- he received the   top mark. And now that test has   four options. The original   three... plus his.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
22,TROI,   In a difficult situation a man   like that would react aggressively.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
23,RIKER,   Agreed.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
24,PICARD,"   Number One, weren't you offered   the Drake?",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
25,RIKER,   Yes.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
26,TASHA,   You turned down your own command   to take this assignment?,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
27,RIKER,"   At the time, I thought it was   more advantageous for me to do   a tour on the Enterprise.",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
28,DATA,   Captain -- readings correspond   with the findings of the probe.    No signs of intelligent life-forms.   Vegetation and animal life only.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
29,PICARD,   None?,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
30,DATA,   Correct.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
31,TROI,   What happened to all those people?,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
32,WORF,   War?,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
33,DATA,   Disease?,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
34,GEORDI,   A dissatisfied customer?,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
35,TASHA,"   In any war, natural disaster, or   even the most virulent plague,   there are always survivors.",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
36,DATA,"   Captain, we are being hailed.",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
37,RIKER,   How is that possible from a planet   with no people?,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
38,PICARD,   Your sensors indicated no   intelligent life?,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
39,DATA,   Correct.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
40,PICARD,   Put it on the Main Viewer.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
41,THE PEDDLER,   Whoever you are -- wherever you're   from -- greetings and welcome to   Minos -- the Arsenal of Freedom...,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Arsenal Of Freedom""",1988-01-25,The Next Generation
