,character,quote,scene,location,view,episode,date,series,file
186,RIKER,   There's a message coming in for   you from the surface. It's coded   personal.,22	INT. READY ROOM - CONTINUOUS,READY ROO,INT.,Redemption,1991-04-08,The Next Generation,200.txt
187,PICARD,   Send it through.,22	INT. READY ROOM - CONTINUOUS,READY ROO,INT.,Redemption,1991-04-08,The Next Generation,200.txt
188,LURSA,"   Welcome, Captain.",24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
189,LURSA,"   Something to drink? Tea... Earl   Grey, perhaps?",24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
190,PICARD,   Yes... thank you.,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
191,B'ETOR,   You come... alone and unarmed...,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
192,PICARD,   Nothing would be served by killing   the arbiter before his decision.,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
193,B'ETOR,"   Nevertheless, a brave act,   Captain.",24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
194,LURSA,       B'Etor...,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
195,PICARD,   Your invitation was... unexpected.,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
196,B'ETOR,   We should have extended it much   sooner.,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
197,LURSA,   We don't want you to judge us by   your experience with our brother.,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
198,B'ETOR,   Duras was a fool.,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
199,LURSA,   He deserved to die.,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
200,B'ETOR,   Forget him. We have.,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
201,LURSA,   We do not wish to be your enemy.,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
202,B'ETOR,   Quite the opposite.,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
203,PICARD,   That... pleases me.,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
204,LURSA,   Have you made a decision regarding   Toral's challenge?,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
205,PICARD,   I am pursuing it with all due   vigilance.,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
206,B'ETOR,   Let me heat your tea.,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
207,LURSA,   Toral has the bloodline to lead   the Empire into the next century.   He has the support of the people.,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
208,PICARD,   The remaining issue then is to   see if he has the support of the   law.,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
209,B'ETOR,"   But he must. Surely, you can see   that.",24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
210,PICARD,"   I'll tell you what I see. If I   find Toral's challenge valid, the   two of you will very quickly gain   control of the Council... and   Gowron will be found dead shortly   thereafter. If I reject Toral's   challenge, you will accuse me of   doing it only to serve Federation   interests. It will give you a   rallying cry to declare war and   overthrow Gowron.",24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
211,LURSA,"   You see very clearly, Captain.   But one thing is missing.   If you rule against us and we are   victorious in a war against   Gowron...",24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
212,B'ETOR,   ... which we would be...,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
213,LURSA,   ... it would mean the end of the   alliance with the Federation.,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
214,B'ETOR,       And we'd hate to see that happen   as much as you would.,24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
215,LURSA,"   This is not a threat, Captain.   Just an unfortunate truth.",24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
216,B'ETOR,"   So why be our enemy, when you can   be our friend?",24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
217,PICARD,"   You have manipulated the   circumstances, ladies, with the   skill of a Romulan.       My decision will be announced at   high sun tomorrow. Excellent tea.   Good day.",24	INT. DURAS FAMILY HOME,DURAS FAMILY HOME,INT.,Redemption,1991-04-08,The Next Generation,200.txt
218,K'TAL,   What is your decision?,27	INT. GREAT HALL,GREAT HALL,INT.,Redemption,1991-04-08,The Next Generation,200.txt
219,PICARD,"   K'tal, this Council knows the law   of heredity well. G'now juk Hol   pajhard. A son will share in   the honors or crimes of his   father. Toral is Duras' son...   that has been established by the   genetic scan. And it is   heartwarming to see him embraced   by the family of Duras... for they   are an old and noble family.       But with due respect to the   traditions and laws of this High   Council, there is no basis for   accepting a petition for   leadership from a boy who has   fought no battles, shed no blood   for his people, earned no honor   for himself. Perhaps some day   he shall. But not now.",27	INT. GREAT HALL,GREAT HALL,INT.,Redemption,1991-04-08,The Next Generation,200.txt
220,PICARD,       Duras... is dead. His claim to   the leadership died with him.   Gowron will lead the Council.,27	INT. GREAT HALL,GREAT HALL,INT.,Redemption,1991-04-08,The Next Generation,200.txt
221,GOWRON,   The arbiter has ruled. There   are no more challengers.,27	INT. GREAT HALL,GREAT HALL,INT.,Redemption,1991-04-08,The Next Generation,200.txt
222,TORAL,   Does the Federation dictate   Klingon destiny or do we? Follow   me. And I will show you honor.,27	INT. GREAT HALL,GREAT HALL,INT.,Redemption,1991-04-08,The Next Generation,200.txt
223,GOWRON,   Follow him and you reject all   Klingon law...,27	INT. GREAT HALL,GREAT HALL,INT.,Redemption,1991-04-08,The Next Generation,200.txt
224,GOWRON,   Can you not see what you are   doing... are you blind to what   they represent... are there so   few noble Klingons left?,27	INT. GREAT HALL,GREAT HALL,INT.,Redemption,1991-04-08,The Next Generation,200.txt
225,GOWRON,   Then go... your blood will paint   the way to the future.,27	INT. GREAT HALL,GREAT HALL,INT.,Redemption,1991-04-08,The Next Generation,200.txt
226,TORAL,   Remember this day.,27	INT. GREAT HALL,GREAT HALL,INT.,Redemption,1991-04-08,The Next Generation,200.txt
227,GOWRON,       Your message said it was urgent.   What do you want?,29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
228,WORF,"   Your forces are weak, Gowron...   you will need help to fight the   family of Duras.",29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
229,GOWRON,       From one dishonored Klingon...,29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
230,WORF,   I offer you four Klingon   squadrons.,29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
231,GOWRON,   Why would they follow you... a   Starfleet officer?,29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
232,WORF,"   They are pledged to support...   my brother, Kurn.",29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
233,GOWRON,       Kurn is your brother?,29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
234,WORF,   His true bloodline was kept   hidden to protect him.,29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
235,GOWRON,   Kurn will follow me? He has   opposed me in the past.,29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
236,WORF,   I am the elder brother... he will   do as I say.,29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
237,GOWRON,   What is it you want in return?,29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
238,WORF,   You know my price.,29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
239,GOWRON,"   The return of your honor. For   the support of four squadrons... ?   No, that will not be enough.   The Duras family controls most   of the fleet.       We must have Federation help.",29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
240,WORF,   They will not intervene.,29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
241,GOWRON,   Perhaps not yet... but Starfleet   Command will listen to Picard...   and Picard listens to you.,29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
242,WORF,   I can ask nothing more of him in   this matter.,29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
243,GOWRON,   What?,29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
244,WORF,   My duty as a Starfleet officer---,29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
245,GOWRON,       You come to me and demand the   restoration of your family   honor... and now you hide behind   Human excuses!,29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
246,GOWRON,"       What are you, Worf? Do you   tremble and quake with fear at   the approach of combat... hoping   to talk your way out of a fight...   like a Human... or do you hear   the cry of the warrior... calling   you to battle... calling you to   glory... like a Klingon?       Are you one of us?",29	INT. KLINGON CRUISER - READY ROOM,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
247,GOWRON,   Status!,32	INT. KLINGON CRUISER - BRIDGE (OPTICAL),KLINGON CRUISER - BRIDGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
248,FIRST OFFICER,       Aft shields down...,32	INT. KLINGON CRUISER - BRIDGE (OPTICAL),KLINGON CRUISER - BRIDGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
249,HELMSMAN,   Warp coils damaged...,32	INT. KLINGON CRUISER - BRIDGE (OPTICAL),KLINGON CRUISER - BRIDGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
250,PICARD,   Report.,33	INT. ENTERPRISE - MAIN BRIDGE,ENTERPRIS,INT.,Redemption,1991-04-08,The Next Generation,200.txt
251,RIKER,   We're still trying to sort it out.   A Klingon Bird of Prey just   decloaked and fired on the   Bortas. Neither ship is answering   our hail.,33	INT. ENTERPRISE - MAIN BRIDGE,ENTERPRIS,INT.,Redemption,1991-04-08,The Next Generation,200.txt
252,PICARD,   Worf is still aboard the Bortas.,33	INT. ENTERPRISE - MAIN BRIDGE,ENTERPRIS,INT.,Redemption,1991-04-08,The Next Generation,200.txt
253,DATA,   A second Bird of Prey is   decloaking bearing two-four-seven   mark three-one-nine.,33	INT. ENTERPRISE - MAIN BRIDGE,ENTERPRIS,INT.,Redemption,1991-04-08,The Next Generation,200.txt
254,PICARD,   Go to Red Alert.,33	INT. ENTERPRISE - MAIN BRIDGE,ENTERPRIS,INT.,Redemption,1991-04-08,The Next Generation,200.txt
255,DATA,   The second ship is joining the   attack on the Bortas.,33	INT. ENTERPRISE - MAIN BRIDGE,ENTERPRIS,INT.,Redemption,1991-04-08,The Next Generation,200.txt
256,PICARD,   It's begun.,33	INT. ENTERPRISE - MAIN BRIDGE,ENTERPRIS,INT.,Redemption,1991-04-08,The Next Generation,200.txt
257,GOWRON,       Send an emergency signal to any   loyal ships!,35	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
258,HELMSMAN,   Impulse engines not responding!,35	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
259,GOWRON,       Engage emergency override!,35	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
260,WORF,   Override engaged! Disruptors   still not responding!,35	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
261,DATA,"       The Bortas is sustaining heavy   damage, Captain. Her aft shields   have collapsed... life support   fluctuating...",36	INT. ENTERPRISE - MAIN BRIDGE (OPTICAL),ENTERPRISE - MAIN BRIDGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
262,PICARD,   The Bortas should have twice the   firepower of a Bird of Prey.,36	INT. ENTERPRISE - MAIN BRIDGE (OPTICAL),ENTERPRISE - MAIN BRIDGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
263,RIKER,       Her weapons systems were hit   pretty hard... they haven't   brought them back on-line yet.,36	INT. ENTERPRISE - MAIN BRIDGE (OPTICAL),ENTERPRISE - MAIN BRIDGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
264,DATA,   The Bortas has lost its port   shields... it is unlikely they   will withstand another hit on that   quarter.,36	INT. ENTERPRISE - MAIN BRIDGE (OPTICAL),ENTERPRISE - MAIN BRIDGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
265,RIKER,       The Bortas has sent out a general   distress signal.,36	INT. ENTERPRISE - MAIN BRIDGE (OPTICAL),ENTERPRISE - MAIN BRIDGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
266,PICARD,   Ensign Reel... plot a course   safely away from the combat area.   Half impulse.,36	INT. ENTERPRISE - MAIN BRIDGE (OPTICAL),ENTERPRISE - MAIN BRIDGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
267,RIKER,"   Captain... the Bortas is Gowron's   ship. If he's the legitimate   leader of the Empire, shouldn't   we help him?",36	INT. ENTERPRISE - MAIN BRIDGE (OPTICAL),ENTERPRISE - MAIN BRIDGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
268,PICARD,   If we come to his aid... we'll   be dragging the Federation into   a Klingon civil war.,36	INT. ENTERPRISE - MAIN BRIDGE (OPTICAL),ENTERPRISE - MAIN BRIDGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
269,RIKER,       What about Worf?,36	INT. ENTERPRISE - MAIN BRIDGE (OPTICAL),ENTERPRISE - MAIN BRIDGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
270,PICARD,       Ensign... engage.,36	INT. ENTERPRISE - MAIN BRIDGE (OPTICAL),ENTERPRISE - MAIN BRIDGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
271,FIRST OFFICER,   The port shields are still down.,38	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
272,WORF,   Disruptors on-line!,38	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
273,GOWRON,    (moving to command     chair)   Lock on target.,38	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
274,WORF,   No!,38	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
275,WORF,"       Their sensors will detect the   weapons lock. If they think   we're helpless, they'll try to   board the ship.     ",38	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
276,WORF ,   I can aim and fire disruptors   manually when they drop their   shields.,38	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
277,GOWRON,   GhoS! ,38	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
278,WORF,   Thirty-five thousand kellicams.       Twenty thousand kellicams... now   within transporter range.,40	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
279,GOWRON,       SuH... ,40	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
280,WORF,   They're dropping shields!,40	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
281,GOWRON,       BaH! ,40	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
282,WORF,       Engaging computer control...   firing on second target!,44	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
283,FIRST OFFICER,       They were able to raise shields   in time... minor damage only.,44	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
284,WORF,   Disruptors off-line!,44	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
285,GOWRON,   All power to shields.,44	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
286,FIRST OFFICER,   Shields failing!,44	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
287,WORF,   Incoming message.,44	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
288,GOWRON,   On viewer.,44	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
289,KURN,   This is Captain Kurn of the   Hegh'ta. We come to defend the   Empire... and to follow the banner   of Gowron.,44	INT. KLINGON CRUISER - BRIDGE,KLINGON CRUISE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
290,WORF,   The enemy has sustained major   damage to its life support   systems... They have disengaged.,44D	EXT. SPACE - KLINGON SHIPS (OPTICAL),SPACE - KLINGON SHIPS,EXT.,Redemption,1991-04-08,The Next Generation,200.txt
291,GOWRON,"   You have done well, Commander   Kurn. Lursa and B'Etor have   moved more quickly than I   anticipated. We shall not   underestimate them again.       Meet us at the Great Hall.",44D	EXT. SPACE - KLINGON SHIPS (OPTICAL),SPACE - KLINGON SHIPS,EXT.,Redemption,1991-04-08,The Next Generation,200.txt
292,GOWRON,"    (continuing, to First     Officer)   Advise the Enterprise that their   delegation is welcome to attend...   my installation as leader.",44D	EXT. SPACE - KLINGON SHIPS (OPTICAL),SPACE - KLINGON SHIPS,EXT.,Redemption,1991-04-08,The Next Generation,200.txt
293,K'TAL,"       Gowron, son of M'Rel, hakt'em.   The arbiter confirms that you   have completed the rite of   succession. Your enemies have   been destroyed. You stand alone.   Do you wish to claim leadership   of the Council?",45	INT. GREAT HALL,GREAT HALL,INT.,Redemption,1991-04-08,The Next Generation,200.txt
294,GOWRON,   I wish it.,45	INT. GREAT HALL,GREAT HALL,INT.,Redemption,1991-04-08,The Next Generation,200.txt
295,K'TAL,       Are there no other challengers?,45	INT. GREAT HALL,GREAT HALL,INT.,Redemption,1991-04-08,The Next Generation,200.txt
296,K'TAL,       Receive now the loyalty of the   Council and of the Empire.,45	INT. GREAT HALL,GREAT HALL,INT.,Redemption,1991-04-08,The Next Generation,200.txt
297,GOWRON,       Let all who have opposed me now   swear loyalty or die with shame!,45	INT. GREAT HALL,GREAT HALL,INT.,Redemption,1991-04-08,The Next Generation,200.txt
298,ALL,   Qapla!,45	INT. GREAT HALL,GREAT HALL,INT.,Redemption,1991-04-08,The Next Generation,200.txt
299,GOWRON,       naDev ghoS!   All eyes on Worf as he moves to the center of the room. Kurn moves to stand beside him. Gowron steps down from the chair and moves directly in front of them,45	INT. GREAT HALL,GREAT HALL,INT.,Redemption,1991-04-08,The Next Generation,200.txt
300,GOWRON,       You both fought as warriors...   you have proved your hearts are   Klingon.,45	INT. GREAT HALL,GREAT HALL,INT.,Redemption,1991-04-08,The Next Generation,200.txt
301,GOWRON,       I return your family honor... I   give you back what was wrongfully   taken from you. Let your name   be spoken once again. You are   Worf... son of Mogh.,45	INT. GREAT HALL,GREAT HALL,INT.,Redemption,1991-04-08,The Next Generation,200.txt
302,GOWRON,"   The Duras family is gathering a   large force near Beta Thoridar.   As per the terms of the Treaty   of Alliance, I now formally   request your assistance in   fighting these enemies of the   Empire.",50	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
303,RIKER,   These... enemies are Klingons.,50	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
304,GOWRON,"   By right and tradition, I am now   the sole leader... all who oppose   me... are traitors.",50	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
305,PICARD,"   I understand your position.   However, you must be aware that   the Federation will not become   involved in what is, by   definition, an internal Klingon   matter.",50	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
306,GOWRON,"   You arbitrated the rite of   succession, you are already   involved!",50	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
307,PICARD,   And my duties in that regard are   finished.,50	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
308,WORF,   Captain... we must intervene.,50	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
309,WORF,"       The Duras family is corrupt and   hungry for power... with no sense   of honor or loyalty. They   represent a grave threat to the   security of the Federation.    (beat, then quieter,     a direct appeal)   Captain, you and I know that they   have conspired with Romulans in   the past. If they should be the   victors in this war, they will   surely form a new Klingon/Romulan   alliance. That would represent   a fundamental shift of power in   this quadrant.       Starfleet must support Gowron...   it is in the interests of both   the Federation and the Empire.   I beg you to support us in our   cause.",50	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
310,PICARD,"       Mister Worf... non-interference   in the internal affairs of other   cultures is one of the guiding   principles of the Federation...   and as Starfleet officers, we have   all sworn an oath to uphold that   principle regardless of personal   feeling.       I am sorry... but I must refuse   your request.",50	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
311,PICARD,   Lieutenant...,50	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
312,PICARD,       I'm afraid that I must now recall   you to duty. The Enterprise will   be leaving this sector   immediately.,50	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
313,WORF,   Captain... I respectfully request   that I be allowed to take an   extended leave of absence.,50	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
314,PICARD,"   Lieutenant, your responsibilities   as a Starfleet officer are   incompatible with remaining aboard   a Klingon ship during a time of   war.",50	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
315,WORF,   Captain...,50	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
316,PICARD,   You are ordered to return to duty   immediately.,50	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
317,WORF,   Then... I must resign my   commission as a Starfleet officer.,50	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
318,GOWRON,   I will await you aboard the   Bortas.,50	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,Redemption,1991-04-08,The Next Generation,200.txt
319,WORF,   Enter.,53	INT. WORF'S QUARTERS - CLOSE ON WORF,WORF'S QUARTER,INT.,Redemption,1991-04-08,The Next Generation,200.txt
320,PICARD,   Am I intruding?,53	INT. WORF'S QUARTERS - CLOSE ON WORF,WORF'S QUARTER,INT.,Redemption,1991-04-08,The Next Generation,200.txt
321,WORF,"   No, sir.",53	INT. WORF'S QUARTERS - CLOSE ON WORF,WORF'S QUARTER,INT.,Redemption,1991-04-08,The Next Generation,200.txt
322,PICARD,   I understand... that you'll be   serving aboard the Bortas.,53	INT. WORF'S QUARTERS - CLOSE ON WORF,WORF'S QUARTER,INT.,Redemption,1991-04-08,The Next Generation,200.txt
323,WORF,   As weapons officer.,53	INT. WORF'S QUARTERS - CLOSE ON WORF,WORF'S QUARTER,INT.,Redemption,1991-04-08,The Next Generation,200.txt
324,PICARD,   Your tactical knowledge and   experience should serve them well.,53	INT. WORF'S QUARTERS - CLOSE ON WORF,WORF'S QUARTER,INT.,Redemption,1991-04-08,The Next Generation,200.txt
325,WORF,"   Thank you, sir.",53	INT. WORF'S QUARTERS - CLOSE ON WORF,WORF'S QUARTER,INT.,Redemption,1991-04-08,The Next Generation,200.txt
326,PICARD,"   Are you certain you've made the   right decision, Worf?",53	INT. WORF'S QUARTERS - CLOSE ON WORF,WORF'S QUARTER,INT.,Redemption,1991-04-08,The Next Generation,200.txt
327,WORF,   Yes.,53	INT. WORF'S QUARTERS - CLOSE ON WORF,WORF'S QUARTER,INT.,Redemption,1991-04-08,The Next Generation,200.txt
328,WORF,       I was rescued from Khitomer by   humans... raised and... loved by   human parents. I have lived among   humans for most of my life...   fought at their sides.       But I was born Klingon. My heart   is of that world. I do hear the   cry of the warrior...       I belong with my people.,53	INT. WORF'S QUARTERS - CLOSE ON WORF,WORF'S QUARTER,INT.,Redemption,1991-04-08,The Next Generation,200.txt
329,PICARD,   Being the only Klingon ever to   serve in Starfleet... gave you   a singular distinction.     ,53	INT. WORF'S QUARTERS - CLOSE ON WORF,WORF'S QUARTER,INT.,Redemption,1991-04-08,The Next Generation,200.txt
330,PICARD ,   But I always felt that the most   unique thing about you was   your... humanity.       Compassion... generosity...   fairness... You took some of the   best qualities of humanity and   made them part of you. The   result... was a man I was proud   to call one of my officers.,53	INT. WORF'S QUARTERS - CLOSE ON WORF,WORF'S QUARTER,INT.,Redemption,1991-04-08,The Next Generation,200.txt
