,character,quote,scene,location,view,episode,date,series
0,PICARD ,   Captain's Log: Stardate 44009.3,1    EXT. SPACE - SPACEDOCK IN ORBIT (OPTICAL),SPACE - SPACEDOCK IN ORBIT,EXT.,"""Family""",1990-08-02,The Next Generation
1,PICARD ,"       The Enterprise remains docked at   McKinley Station, undergoing a   major overhaul and refit. I am   confident that the ship... and   crew... will soon be ready to   return to service.",2    EXT. SPACEDOCK - THE ENTERPRISE (OPTICAL),SPACEDOCK - THE ENTERPRISE,EXT.,"""Family""",1990-08-02,The Next Generation
2,RIKER,   Come in.,3    INT. OBSERVATION LOUNGE (OPTICAL),OBSERVATION LOUNGE,INT.,"""Family""",1990-08-02,The Next Generation
3,WORF,"   Phaser upgrades are complete,   Commander...",3    INT. OBSERVATION LOUNGE (OPTICAL),OBSERVATION LOUNGE,INT.,"""Family""",1990-08-02,The Next Generation
4,RIKER,   Already?,3    INT. OBSERVATION LOUNGE (OPTICAL),OBSERVATION LOUNGE,INT.,"""Family""",1990-08-02,The Next Generation
5,WORF,       We have begun power supply   calibration.,3    INT. OBSERVATION LOUNGE (OPTICAL),OBSERVATION LOUNGE,INT.,"""Family""",1990-08-02,The Next Generation
6,RIKER,"   You're just too damned efficient,   Lieutenant...",3    INT. OBSERVATION LOUNGE (OPTICAL),OBSERVATION LOUNGE,INT.,"""Family""",1990-08-02,The Next Generation
7,WORF,"   Thank-you, sir.",3    INT. OBSERVATION LOUNGE (OPTICAL),OBSERVATION LOUNGE,INT.,"""Family""",1990-08-02,The Next Generation
8,RIKER,"   At this rate, the refit will be   done a week early and you and I   might even be forced to get in   some R&R before we leave Earth...",3    INT. OBSERVATION LOUNGE (OPTICAL),OBSERVATION LOUNGE,INT.,"""Family""",1990-08-02,The Next Generation
9,RIKER,"   Proceed with the testing, Mister   Worf...       Here's the final schedule for   shore leave and personnel   transfers. By the way, I'm   looking forward to meeting your   parents.",3    INT. OBSERVATION LOUNGE (OPTICAL),OBSERVATION LOUNGE,INT.,"""Family""",1990-08-02,The Next Generation
10,WORF,   Sir?,3    INT. OBSERVATION LOUNGE (OPTICAL),OBSERVATION LOUNGE,INT.,"""Family""",1990-08-02,The Next Generation
11,RIKER,   They're on the visitors' list...,3    INT. OBSERVATION LOUNGE (OPTICAL),OBSERVATION LOUNGE,INT.,"""Family""",1990-08-02,The Next Generation
12,RIKER,       You didn't know?,3    INT. OBSERVATION LOUNGE (OPTICAL),OBSERVATION LOUNGE,INT.,"""Family""",1990-08-02,The Next Generation
13,WORF,"   No, sir.    (beat as he struggles     with answer)   It is... inappropriate for a   Klingon to receive his family   while on duty. As humans, my   parents do not understand.",3    INT. OBSERVATION LOUNGE (OPTICAL),OBSERVATION LOUNGE,INT.,"""Family""",1990-08-02,The Next Generation
14,RIKER,"   Well, I'm not sure I would either,   Worf... since this isn't a Klingon   ship. If you don't want to see   your parents, that's your   business... but we don't get to   Earth all that often.",3    INT. OBSERVATION LOUNGE (OPTICAL),OBSERVATION LOUNGE,INT.,"""Family""",1990-08-02,The Next Generation
15,RIKER,   I'm sure we can arrange for you   to have more off-duty time while   they're here.,3    INT. OBSERVATION LOUNGE (OPTICAL),OBSERVATION LOUNGE,INT.,"""Family""",1990-08-02,The Next Generation
16,WORF,       No... sir. That will not be   necessary.,3    INT. OBSERVATION LOUNGE (OPTICAL),OBSERVATION LOUNGE,INT.,"""Family""",1990-08-02,The Next Generation
17,RIKER,       Dismissed.,3    INT. OBSERVATION LOUNGE (OPTICAL),OBSERVATION LOUNGE,INT.,"""Family""",1990-08-02,The Next Generation
18,RIKER,"   Worf, if you're worried they might   learn about what happened on the   Klingon planet...",3    INT. OBSERVATION LOUNGE (OPTICAL),OBSERVATION LOUNGE,INT.,"""Family""",1990-08-02,The Next Generation
19,WORF,"   Not at all, sir. I have already   informed them in correspondence   of my discommendation. I do not   believe any human can truly   understand my dishonor.",3    INT. OBSERVATION LOUNGE (OPTICAL),OBSERVATION LOUNGE,INT.,"""Family""",1990-08-02,The Next Generation
20,PICARD,"       France. Labarre, my home   village...",4    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,"""Family""",1990-08-02,The Next Generation
21,TROI,   Really...,4    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,"""Family""",1990-08-02,The Next Generation
22,PICARD,   First time in almost twenty   years...,4    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,"""Family""",1990-08-02,The Next Generation
23,TROI,       Interesting.,4    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,"""Family""",1990-08-02,The Next Generation
24,PICARD,       Counselor...,4    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,"""Family""",1990-08-02,The Next Generation
25,TROI,   I just find it interesting...    that Captain Jean-Luc Picard...    the man who couldn't be pried out   of his seat for a vacation for   three years...,4    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,"""Family""",1990-08-02,The Next Generation
26,PICARD,   It's Earth... it's home... do I   need another reason?,4    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,"""Family""",1990-08-02,The Next Generation
27,TROI,   I don't know. What do you think?,4    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,"""Family""",1990-08-02,The Next Generation
