,character,quote,scene,location,view,episode,date,series
0,MARLEY,   You don't believe in me.,1    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"""Devil's Due""",1990-11-02,The Next Generation
1,DATA/SCROOGE,   I don't.,1    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"""Devil's Due""",1990-11-02,The Next Generation
2,MARLEY,   What evidence would you have of   my reality beyond that of your   senses?,1    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"""Devil's Due""",1990-11-02,The Next Generation
3,DATA/SCROOGE,   I don't know.,1    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"""Devil's Due""",1990-11-02,The Next Generation
4,MARLEY,   Why do you doubt your senses?,1    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"""Devil's Due""",1990-11-02,The Next Generation
5,DATA/SCROOGE,"   Because a little thing affects   them. A slight disorder of the   stomach makes them cheats. You   may be an undigested bit of beef,   a blot of mustard, a crumb of   cheese, a fragment of an underdone   potato. There's more of gravy   than of grave about you, whatever   you are. Humbug, I tell you   humbug!",1    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"""Devil's Due""",1990-11-02,The Next Generation
6,PICARD,   Freeze program.,3    INT. HOLODECK - ANOTHER ANGLE (OPTICAL),HOLODECK - ANOTHER ANGLE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
7,PICARD,"   Very nicely done, Data... your   performance skills really are   improving...",3    INT. HOLODECK - ANOTHER ANGLE (OPTICAL),HOLODECK - ANOTHER ANGLE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
8,DATA,"   I have taken your advice, Captain.   This time I have not imitated   another actor's rendition. It   was my own interpretation...",3    INT. HOLODECK - ANOTHER ANGLE (OPTICAL),HOLODECK - ANOTHER ANGLE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
9,PICARD,   And a very interesting one...   you should be congratulated...,3    INT. HOLODECK - ANOTHER ANGLE (OPTICAL),HOLODECK - ANOTHER ANGLE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
10,DATA,   Your courtesy is appreciated.   But I am aware that I do not   effectively convey the fear called   for in this scene.,3    INT. HOLODECK - ANOTHER ANGLE (OPTICAL),HOLODECK - ANOTHER ANGLE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
11,PICARD,"   Well, you've never known fear.   But as an acute observer of   behavior, you certainly should   be able to approximate...",3    INT. HOLODECK - ANOTHER ANGLE (OPTICAL),HOLODECK - ANOTHER ANGLE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
12,DATA,       Sir... That would not be an   appropriate basis for an effective   performance. Not by the standards   set by my mentors.,3    INT. HOLODECK - ANOTHER ANGLE (OPTICAL),HOLODECK - ANOTHER ANGLE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
13,PICARD,   Your mentors... ?,3    INT. HOLODECK - ANOTHER ANGLE (OPTICAL),HOLODECK - ANOTHER ANGLE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
14,DATA,"   Yessir. I have studied the   philosophies of virtually every   known acting master, but I find   myself particularly attracted to   Stanislavsky, Adler, Garnav...   proponents of a performance   technique known as ""The Method.""",3    INT. HOLODECK - ANOTHER ANGLE (OPTICAL),HOLODECK - ANOTHER ANGLE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
15,PICARD,"   ""Method acting?"" Yes, I'm vaguely   familiar with it... why would you   choose such an old-fashioned   approach...",5    INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"""Devil's Due""",1990-11-02,The Next Generation
16,DATA,   Perhaps because the technique   requires an actor to seek his own   emotional awareness to understand   the character he plays...,5    INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"""Devil's Due""",1990-11-02,The Next Generation
17,PICARD,"   But that would seem an impossible   task for you, Data.",5    INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"""Devil's Due""",1990-11-02,The Next Generation
18,DATA,"   I have modified the method for   my own use, sir. Since I have   no emotional awareness to create   a performance, I am attempting   to use performance to create an   emotional awareness. I believe   if I can learn to duplicate the   fear of Ebenezer Scrooge, then   I will be one step closer to   being truly human.",5    INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"""Devil's Due""",1990-11-02,The Next Generation
19,RIKER,"   Captain Picard, please report to   the Bridge...",5    INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"""Devil's Due""",1990-11-02,The Next Generation
20,PICARD,"   On my way, Number One...       Data, the moment you decided to   stop imitating other actors and   to create your own   interpretation... you were   already one step closer to being   truly human.",5    INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"""Devil's Due""",1990-11-02,The Next Generation
21,RIKER,   We've received an emergency   transmission from the Ventax Two   science station...,6    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
22,PICARD,   Nature of the emergency...,6    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
23,RIKER,   Uncertain... the signal was   interrupted by...,6    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
24,WORF,"    (interrupting, adjusting     his controls)   Contact reestablished with Ventax   Two, Commander.",6    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
25,RIKER,   On screen.,6    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
26,PICARD,       I am Captain Jean-Luc Picard of   the U.S.S. Enterprise. Please   identify yourself.,6    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
27,DR. CLARK ,"   I am Doctor Howard Clark, director   of the science station here on   Ventax Two. Thank you for   responding.",6    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
28,PICARD,"   Lieutenant Worf, can you improve   our reception?",6    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
29,WORF,"   The trouble is at the transmission   source, sir.",6    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
30,PICARD,"   Doctor Clark, we can barely   maintain communication with you.   Can you boost the level of your   power source?",6    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
31,DR. CLARK ,"   I'm afraid not, Captain. It's   under attack.",6    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
32,PICARD,   Under attack?,6    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
33,DR. CLARK ,"   There is a mob outside, trying   to break into the station. The   planet is in chaos. Looting.   Fires...",6    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
34,PICARD,"   Ensign, set a new course for   Ventax Two...",6    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
35,PICARD,"   Doctor Clark, what has caused the   riots... ?",6    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
36,DR. CLARK ,"   Mass hysteria... it's impossible   to explain... these people are   all convinced their world is   coming to an end... tomorrow.   Please, we must have your   immediate...",6    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
37,PICARD ,"   Captain's Log, Stardate 44474.5.   We have reached Ventax Two and   are attempting to contact the   Federation science station, which   at last report was under siege   by a mob.",7    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"""Devil's Due""",1990-11-02,The Next Generation
38,WORF,   They are transmitting again.,8    INT. BRIDGE (OPTICAL),BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
39,PICARD,"   On screen, before we lose contact.",8    INT. BRIDGE (OPTICAL),BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
40,DR. CLARK ,"   Enterprise, Enterprise! Do you   read me? Emergency! We need   help!",8    INT. BRIDGE (OPTICAL),BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
41,PICARD,"   Doctor Clark, this is Captain   Picard. We are ready to beam you   and your staff on board the...",8    INT. BRIDGE (OPTICAL),BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
42,DR. CLARK ,       They're in! They're in!,8    INT. BRIDGE (OPTICAL),BRIDGE,INT.,"""Devil's Due""",1990-11-02,The Next Generation
