,character,quote,scene,location,view,episode,date,series
0,PICARD ,"   Captain's log, stardate 42523.7.   We are in route to newly   established Starbase one-seven-three for port   call. Crew rotation is scheduled,   and we will offload experiment   modules.",1    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"""The Measure of a Man""",1988-12-14,The Next Generation
1,O'BRIEN,"   Hold it, that's my chair. My luck   is always lousy unless I start   on the dealer's left.",3A   INT. ENTERPRISE - DATA'S QUARTERS,ENTERPRISE,INT.,"""The Measure of a Man""",1988-12-14,The Next Generation
2,DATA,   That would seem to be rank   superstition.,3A   INT. ENTERPRISE - DATA'S QUARTERS,ENTERPRISE,INT.,"""The Measure of a Man""",1988-12-14,The Next Generation
3,O'BRIEN,   Bitter experience has taught me   it's a fundamental truth.,3A   INT. ENTERPRISE - DATA'S QUARTERS,ENTERPRISE,INT.,"""The Measure of a Man""",1988-12-14,The Next Generation
4,RIKER,"    (slapping the cards down     in front of O'Brien     who cuts them)   The game is five card stud,   nothing's wild.",3A   INT. ENTERPRISE - DATA'S QUARTERS,ENTERPRISE,INT.,"""The Measure of a Man""",1988-12-14,The Next Generation
5,DATA,"   This game is exceedingly simple.   With only fifty-two cards,   seventeen of which I will see,   and four players there are a   limited number of possible winning   combinations.",3A   INT. ENTERPRISE - DATA'S QUARTERS,ENTERPRISE,INT.,"""The Measure of a Man""",1988-12-14,The Next Generation
6,GEORDI,   There's more to it than just the   cards.,3A   INT. ENTERPRISE - DATA'S QUARTERS,ENTERPRISE,INT.,"""The Measure of a Man""",1988-12-14,The Next Generation
7,DATA,   The bets will give an indication   of the relative strengths of each   hand.,3A   INT. ENTERPRISE - DATA'S QUARTERS,ENTERPRISE,INT.,"""The Measure of a Man""",1988-12-14,The Next Generation
8,O'BRIEN,       Time to pluck a pigeon.,3A   INT. ENTERPRISE - DATA'S QUARTERS,ENTERPRISE,INT.,"""The Measure of a Man""",1988-12-14,The Next Generation
9,GEORDI,   I think I'm in trouble.,3A   INT. ENTERPRISE - DATA'S QUARTERS,ENTERPRISE,INT.,"""The Measure of a Man""",1988-12-14,The Next Generation
10,RIKER,   I'll raise five.,3A   INT. ENTERPRISE - DATA'S QUARTERS,ENTERPRISE,INT.,"""The Measure of a Man""",1988-12-14,The Next Generation
11,O'BRIEN,   Too rich for me.,3A   INT. ENTERPRISE - DATA'S QUARTERS,ENTERPRISE,INT.,"""The Measure of a Man""",1988-12-14,The Next Generation
