,character,quote,scene,location,view,episode,date,series,file
0,KEIKO ,   Too early for me...,1    INT. PROMENADE,PROMENADE,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
1,O'BRIEN,   You sure?,1    INT. PROMENADE,PROMENADE,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
2,KEIKO,       It's so sweet.,1    INT. PROMENADE,PROMENADE,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
3,O'BRIEN,   It's a natural sweetness from the    sap of the jumja tree... filled with    vitamin C.,1    INT. PROMENADE,PROMENADE,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
4,KEIKO,   Since when did you become such an    expert on jumja sticks?,1    INT. PROMENADE,PROMENADE,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
5,O'BRIEN,"   Hmm?  Oh, Neela told me.",1    INT. PROMENADE,PROMENADE,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
6,KEIKO,   Did she... ?       So.  Is she working out any better    than the last one?,1    INT. PROMENADE,PROMENADE,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
7,O'BRIEN,   Neela?  She's terrific.  She's even    taught me a few things.,1    INT. PROMENADE,PROMENADE,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
8,KEIKO,       I'm glad to hear her expertise doesn't    end with jumja sticks...,1    INT. PROMENADE,PROMENADE,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
9,O'BRIEN,"       Oh yeah, she's a good engin...       hold on...",1    INT. PROMENADE,PROMENADE,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
10,KEIKO,   What?,1    INT. PROMENADE,PROMENADE,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
11,O'BRIEN,   You're not thinking...,1    INT. PROMENADE,PROMENADE,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
12,O'BRIEN,   Keiko...,1    INT. PROMENADE,PROMENADE,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
13,KEIKO,"       Just keeping you on your toes,    O'Brien.",1    INT. PROMENADE,PROMENADE,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
14,O'BRIEN,"   Very funny, O'Brien.",1    INT. PROMENADE,PROMENADE,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
15,KEIKO,       Be careful who you share your jumja    with...,1    INT. PROMENADE,PROMENADE,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
16,KEIKO ,"   Now, as we discussed in yesterday's    lesson, the wormhole was discovered    by Commander Sisko and Lieutenant    Dax earlier this year.",2    EXT. SPACE - DEEP SPACE NINE (OPTICAL),SPACE - DEEP SPACE NINE,EXT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
17,KEIKO,       Does anyone know what makes this    wormhole so unusual?,3    INT. SCHOOLROOM - KEIKO (OPTICAL),SCHOOLROOM - KEIKO,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
18,KEIKO,   Jake?,3    INT. SCHOOLROOM - KEIKO (OPTICAL),SCHOOLROOM - KEIKO,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
19,JAKE,   It's stable... ?,3    INT. SCHOOLROOM - KEIKO (OPTICAL),SCHOOLROOM - KEIKO,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
20,KEIKO,"       It's stable, that's right, Jake...    it's the first stable wormhole known    to exist...",3    INT. SCHOOLROOM - KEIKO (OPTICAL),SCHOOLROOM - KEIKO,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
21,WINN,"    (smiles, I don't wish     to interrupt)   Please... continue...",3    INT. SCHOOLROOM - KEIKO (OPTICAL),SCHOOLROOM - KEIKO,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
22,KEIKO,       A stable wormhole is very important    because it allows us to travel secure    in the knowledge that neither end    will shift location.  Who knows why    the wormhole is stable... ?,3    INT. SCHOOLROOM - KEIKO (OPTICAL),SCHOOLROOM - KEIKO,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
23,KEIKO,   Because it was artificially    constructed.  Commander Sisko    encountered the entities who created    the wormhole when he...,3    INT. SCHOOLROOM - KEIKO (OPTICAL),SCHOOLROOM - KEIKO,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
24,WINN,"   Excuse me, by the ""entities,"" do you    not mean ""the prophets""... ?",3    INT. SCHOOLROOM - KEIKO (OPTICAL),SCHOOLROOM - KEIKO,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
25,KEIKO,"    (beat, senses the     issue)   Yes... on Bajor... the entities are    worshipped as prophets.    (beat, moving quickly     on)   Our studies of the wormhole have    shown that it was formed by unique    particles we call verterons that are    apparently self-sustaining... this    begins to explain how a ship at    impulse can safely pass through...",3    INT. SCHOOLROOM - KEIKO (OPTICAL),SCHOOLROOM - KEIKO,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
26,WINN,   Ships are safely guided through the    passage by the hands of the prophets.,3    INT. SCHOOLROOM - KEIKO (OPTICAL),SCHOOLROOM - KEIKO,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
27,KEIKO,       In a manner of speaking...,3    INT. SCHOOLROOM - KEIKO (OPTICAL),SCHOOLROOM - KEIKO,INT.,In the Hands of the Prophets,1993-04-02,Deep Space Nine,420.txt
