,character,quote,scene,location,view,episode,date,series,file
0,SISKO ,"   Captain's Log, Stardate 51145.3.    The Defiant has been operating out    of Starbase Three-Seven-Five,    conducting forays into Dominion-   controlled space.",1    EXT. SPACE - STARBASE 375 (OPTICAL),SPACE - STARBASE 375,EXT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
1,SISKO ,"        While the missions have taken a    toll on my people, they remain    determined to do whatever it takes    to win this war.. As do I.",2    INT. DEFIANT - MESS HALL,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
2,NOG,   Here you are...,2    INT. DEFIANT - MESS HALL,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
3,SISKO,   How'd you get your hands on   Saurian Brandy?,2    INT. DEFIANT - MESS HALL,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
4,BASHIR,"   In the middle of a war, no less.",2    INT. DEFIANT - MESS HALL,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
5,NOG,"   It's a busy Starbase.       I may be a cadet, but I'm still a   Ferengi.",2    INT. DEFIANT - MESS HALL,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
6,DAX,       Lucky for us.,2    INT. DEFIANT - MESS HALL,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
7,O'BRIEN,"   Excuse me, captain.",2    INT. DEFIANT - MESS HALL,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
8,O'BRIEN,"   The power cell from the phaser   array, sir. We used it up on the   last mission.",2    INT. DEFIANT - MESS HALL,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
9,SISKO,"   Take a good look at this, people.   It says something about this ship.     DEEP SPACE NINE: ""Behind the Lines"" - REV. 8/21/97 - TEASER     3.",2    INT. DEFIANT - MESS HALL,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
10,SISKO ,   It says that we're willing to    fight -- and that we'll keep on    fighting until we can't fight    anymore.,2    INT. DEFIANT - MESS HALL,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
11,ALL,"   Yes, sir!",2    INT. DEFIANT - MESS HALL,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
12,SISKO,   You don't just throw something    like this away.,2    INT. DEFIANT - MESS HALL,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
13,ALL,"   No, sir!",2    INT. DEFIANT - MESS HALL,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
14,NOG,   Admiral on deck!,2    INT. DEFIANT - MESS HALL,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
15,ROSS,   As you were.,2    INT. DEFIANT - MESS HALL,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
16,ROSS,        Ben.,2    INT. DEFIANT - MESS HALL,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
17,SISKO,   Admiral.,2    INT. DEFIANT - MESS HALL,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
18,ROSS,"   Let's take a walk.     DEEP SPACE NINE: ""Behind the Lines"" - REV. 8/21/97 - TEASER    3A.",2    INT. DEFIANT - MESS HALL,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
19,ROSS,        What was going on in there?,3B   INT. DEFIANT - CORRIDOR,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
20,SISKO,   Just a little ritual we fell into --   it helps the crew unwind.,3B   INT. DEFIANT - CORRIDOR,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
21,ROSS,   They deserve it. They've done a    hell of a job.,3B   INT. DEFIANT - CORRIDOR,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
22,SISKO,"   Thank you, sir.",3B   INT. DEFIANT - CORRIDOR,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
23,SISKO,"   But you didn't come here to tell    me that, did you?",3B   INT. DEFIANT - CORRIDOR,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
24,ROSS,"   No, I didn't. Ever since this war    began, the Dominion's been able to    outmaneuver us at every turn. No    matter where we send our ships,    they always seem to be there    waiting for us.",3B   INT. DEFIANT - CORRIDOR,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
25,SISKO,        I've noticed that.,3B   INT. DEFIANT - CORRIDOR,DEFIAN,INT.,Behind the Lines,1997-08-05,Deep Space Nine,528.txt
