,character,quote,scene,location,view,episode,date,series
0,SISKO,   Don't you think you might've    overpacked that bag?,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
1,JAKE,       It'll close.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
2,SISKO,   You don't have to take everything    all at once. It's not like you're    moving to Bajor. One G Twelve is    practically right next door.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
3,JAKE,   I know. But I'm not moving to one    G twelve.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
4,JAKE,       I found some great quarters in    section M.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
5,SISKO,   That's all the way on the other    side of the habitat ring.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
6,JAKE,"   Dad, don't get all sentimental on    me.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
7,JAKE,   I don't have a son.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
8,SISKO,"       Go ahead, make jokes. But one day    you'll be standing where I am, and    believe me, you won't like it any    more than I do.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
9,JAKE,"   Maybe, but right now, I'm standing    here. And I can't wait to spend    my first night in my own place.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
10,JAKE,   See. I told you I'd get it.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
11,SISKO,"   Okay, let's see if I've got this    straight. I can visit any time I    want, but I have to call first.    You won't be available for    breakfast or lunch, but I can    count on one dinner a week.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
12,JAKE,"   Some weeks, maybe even two.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
13,SISKO,"   I've raised a generous young man.        You and Nog, moving in together.    I can remember when I didn't even    want you talking to him.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
14,JAKE,   Things change.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
15,SISKO,   They sure do.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
16,ROM,   Come in.,2    INT. ROM'S QUARTERS,ROM'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
17,ROM,   Oh. It's you.,2    INT. ROM'S QUARTERS,ROM'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
18,QUARK,   Who'd you think it was?,2    INT. ROM'S QUARTERS,ROM'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
19,ROM,   Nog.,2    INT. ROM'S QUARTERS,ROM'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
20,QUARK,       How could it be Nog? His ship   hasn't even docked yet.,2    INT. ROM'S QUARTERS,ROM'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-27,Deep Space Nine
