,character,quote,scene,location,view,episode,date,series,file
0,ODO,"   All right, Morn.  You know the rules.     No sleeping on the Promenade.  Go    home.",1    INT. PROMENADE - NIGHT,PROMENAD,INT.,Rules of Acquisition,1993-09-03,Deep Space Nine,427.txt
1,QUARK,"   The risk is to you, Lieutenant.",2    INT. QUARK'S,QUARK'S,INT.,Rules of Acquisition,1993-09-03,Deep Space Nine,427.txt
2,DAX,       I could probably think better without    your hand on my thigh.,2    INT. QUARK'S,QUARK'S,INT.,Rules of Acquisition,1993-09-03,Deep Space Nine,427.txt
3,QUARK,"   Now, how did that get there?",2    INT. QUARK'S,QUARK'S,INT.,Rules of Acquisition,1993-09-03,Deep Space Nine,427.txt
4,QUARK,       So what's it gonna be?  Confront?     Evade?  Acquire?  Retreat?,2    INT. QUARK'S,QUARK'S,INT.,Rules of Acquisition,1993-09-03,Deep Space Nine,427.txt
5,DAX,       Confront.,2    INT. QUARK'S,QUARK'S,INT.,Rules of Acquisition,1993-09-03,Deep Space Nine,427.txt
6,DAX,       Yes.,2    INT. QUARK'S,QUARK'S,INT.,Rules of Acquisition,1993-09-03,Deep Space Nine,427.txt
7,ROM,       Doesn't she ever lose?,2    INT. QUARK'S,QUARK'S,INT.,Rules of Acquisition,1993-09-03,Deep Space Nine,427.txt
8,QUARK,"    (gazing with admiration     at Dax)   Tell me, Lieutenant, how did you get    to be so good at tongo?",2    INT. QUARK'S,QUARK'S,INT.,Rules of Acquisition,1993-09-03,Deep Space Nine,427.txt
9,DAX,"   Actually, Curzon used to play it all    the time.",2    INT. QUARK'S,QUARK'S,INT.,Rules of Acquisition,1993-09-03,Deep Space Nine,427.txt
10,ROM,"   Well, that explains it.  It's Curzon    who's beating us, not this female.",2    INT. QUARK'S,QUARK'S,INT.,Rules of Acquisition,1993-09-03,Deep Space Nine,427.txt
11,DAX,   This female happens to be a better    player than Curzon ever was.,2    INT. QUARK'S,QUARK'S,INT.,Rules of Acquisition,1993-09-03,Deep Space Nine,427.txt
12,QUARK,       And a prettier one too.,2    INT. QUARK'S,QUARK'S,INT.,Rules of Acquisition,1993-09-03,Deep Space Nine,427.txt
