,character,quote,scene,location,view,episode,date,series,file
0,JACK,   No. No. It's not fair.       Am I alone here? Is that it? Am   I the only one who sees.       What is that noise!,2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
1,JACK,"   Why? Am I talking too fast?    Having trouble keeping up, Doctor?",2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
2,LOEWS,   I just don't want you to get    upset.,2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
3,PATRICK,"   Please don't leave us here, Karen.    Please.",2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
4,LOEWS,"        It's only for a few weeks,    Patrick.",2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
5,JACK,"   You know what they're going to do    to us, don't you? You know why    they carted us halfway across the    quadrant? They're going to    experiment on us.",2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
6,LOEWS,"   Stop it, Jack.",2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
7,JACK,"   They want to find out what makes    our ""genetically engineered""    brains tick. They're going to cut    our heads open and see what comes    out!",2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
8,LOEWS,"        He's just trying to scare you,    don't listen to him. I told you    why I brought you here, remember?    To meet that Doctor? Doctor    Bashir?",2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
9,LAUREN,   You know. The handsome one.,2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
10,LOEWS,"        He was genetically enhanced when    he was a boy, just like all of you.",2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
11,JACK,"   No. No. He's not like us. I    never saw him at the Institute.    He wasn't locked away for being    too smart. He passed himself off    as normal. He's mister normal    Starfleet man. Mister productive    member of society. Maybe we can    learn to be just like him. Wear    a little uniform.        Yes, sir.        No, sir.        Thank you, sir.",2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
12,PATRICK,   I don't like it here.,2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
13,LOEWS,"   It's going to be all right.    Doctor Bashir is going to work    with you for a while, that's all.    Think of it as a little vacation    from the Institute.",2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
14,JACK,        No. No. This isn't happening.,2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
15,LOEWS,"   It is happening, Jack, and you're    going to have to try to make the    best of it.",2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
16,LAUREN,   I'm going to make the best of it.,2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
17,LAUREN,   See the way he's looking at me?    He's in love with me already.,2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
18,JACK,        Give me that.,2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
19,PATRICK,   I want to go home.,2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
20,LAUREN,        It's him.,2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
21,JACK,   See that? That's what I'm going    to do to your boyfriend.,2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
22,LOEWS,        Give me the PADD.,2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
23,JACK,   Sorry.,2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
24,LOEWS,"   You're not sorry, Jack. We both    know that. You did it on purpose    because you're upset. But there    are better ways of dealing with    being upset.",2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
25,JACK,   I'll work on it.,2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
26,LOEWS,"   All right, I'll see you all in a    few weeks.",2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
27,LOEWS,"   Bye, Sarina.",2    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
28,BASHIR,   Are you all right?,4    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
29,LOEWS,"   It's nothing. Just another run-in    with Jack. Like I said in my    report, don't turn your back on    him.",4    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
30,BASHIR,   We'd better get you down to the    Infirmary.,4    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
31,LOWES,   I'll be fine. You go on in.    They're about as ready to meet you    as they'll ever be.         I just hope you have better luck    getting through to them than I've    had.,4    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
32,BASHIR,   Hello?,5    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
33,JACK ,   Funny. He doesn't look like a    mutant.,5    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
34,BASHIR,"        Is that you, Jack?",5    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
35,JACK,       He knows me. He knows my name.   I didn't tell him my name.,5    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
36,BASHIR,"   It's all right. I read Doctor    Loews's reports, that's all.",5    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
37,JACK ,   I knew that.,5    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
38,BASHIR,"   Hello, Sarina.",5    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
39,JACK,        Why's he trying to talk to her?    He read the reports.        She won't answer. Didn't you read    the reports?,5    INT. CARGO BAY/TEAM DORM,CARGO BAY/TEAM DORM,INT.,Statistical Probabilities,1997-09-26,Deep Space Nine,533.txt
