,character,quote,scene,location,view,episode,date,series,file
0,BASHIR ,"   Chief Medical Officer's log, Stardate    47529.4.  For the past week Chief    O'Brien and I have been helping    scientists from the Kellerun and    T'Lani races find a way to eliminate    their stockpile of Harvesters... a    deadly biomechanical gene disrupter    used by both sides in their centuries-   long war...",1    EXT. SPACE - T'LANI MUNITIONS CRUISER (OPTICAL),SPACE - T'LANI MUNITIONS CRUISER,EXT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
1,BASHIR,"   Doctor Nydrom, how's our muon charge?",2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
2,NYDROM,   Coming up to full power.,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
3,BASHIR,       Computer... this is Harvester test    sequence three hundred and seventy-   five.,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
4,NYDROM,    (still at control     station)   Muon generator now at full power.,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
5,BASHIR,"       Once more into the breech... I hope    this works, because frankly I'm    running out of ideas.",2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
6,NYDROM,   It took ten years to perfect the    Harvesters.  We've only been trying    to eliminate them for a week.,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
7,BASHIR,   Is that all it's been?  It feels    like we've been working nonstop for    a month.  I've never seen a nano-   biogenic weapon so resistant to broad    spectrum radiation...,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
8,BASHIR,    (eyeing muon bath;     thinking  out loud)   It's all a matter of finding the    right combination of muon    frequencies...       It should be simple... but it's    not...,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
9,O'BRIEN,"    (letting out some     tension)   Doctor, start the sequence... or    we will be here a month.",2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
10,BASHIR,"   Right, Chief.       I'm introducing the Harvesters into    the genetic bath...",2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
11,BASHIR ,   Beginning muon influx now...,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
12,BASHIR,"       Doctor, would you please check for    any gene-disrupter phasing...",2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
13,NYDROM,   The genetic integrity of the sample    is holding steady.  I'm not reading    any genetic disruption at all.,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
14,BASHIR,       Are you sure?  Run the sequence    again...,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
15,NYDROM,    (works panel; rechecks     readings)   The results are identical...,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
16,O'BRIEN,       What?  Did it work?       Somebody say something... !,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
17,BASHIR,       It worked all right...,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
18,NYDROM,       The Harvesters have been destroyed.,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
19,SHARAT,"   Good news, I take it...",2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
20,NYDROM,       Ambassador Sharat.  I'm pleased to    inform you that we've found a way to    eliminate the Harvesters...,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
21,SHARAT,"   Excellent.  Well done.  I knew if    our people stopped killing each other    and worked together, we'd put an end    to these horrible weapons... this is    a symbol of the new future we have    embarked upon...",2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
22,NYDROM,"   Yes.  And let's not forget, we never    could have done this without the    help of our friends from the    Federation...",2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
23,SHARAT,       At first we had questioned Doctor    Nydrom's decision to bring in outside    help.  But obviously it was the right    thing to do.  We're all grateful for    your assistance.,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
24,BASHIR,"       It was our pleasure, I assure you.",2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
25,SHARAT,       But eliminating the Harvesters is    only half the task.  We must make    certain that all scientific data    concerning them is wiped out as well.,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
26,O'BRIEN,"       I've purged every file in the T'Lani    and Kellerun data banks pertaining    to the Harvesters.  If anyone gets    it in their head to build these things    again, they'll have to start from    scratch.",2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
27,NYDROM,   Then it's finished.,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
28,SHARAT,   Not quite...,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
29,SHARAT,       We shouldn't rest until the entire    Kellerun and T'Lani supply of    Harvesters has been destroyed...,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
30,BASHIR,   We'll begin immediately.,2    INT. T'LANI MUNITIONS CRUISER - LAB,T'LANI MUNITIONS CRUISER,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
31,KIRA,"   Commander, I have Doctor Bashir for    you on subspace.",7    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
32,SISKO,   In here.,7    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
33,BASHIR,"   Commander, we have some good news to    report...",7    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
34,SISKO,       I've already heard.,7    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
35,BASHIR,       You have?,7    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
36,SISKO,"   I received a message from both the    T'Lani and Kellerun ambassadors,    informing me of your success in    neutralizing the Harvesters.     Congratulations, gentlemen.",7    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
37,O'BRIEN,"   Thank you, sir.  The Doctor here    deserves the bulk of the credit.",7    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
38,BASHIR,"   Actually, it was a team effort...",7    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
39,O'BRIEN,   The Doctor's just being modest.  He    was the one who came up with muon    rays as a possible solution.,7    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
40,BASHIR,"       Luckily, it worked.",7    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
41,SISKO,   When can we expect you back?,7    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Armageddon Game,1993-11-08,Deep Space Nine,433.txt
