,character,quote,scene,location,view,episode,date,series,file
0,DAX ,"   I risk eight strips, with a   purchase at six and a sale of ten.",1    INT. QUARK'S - AFTER HOURS - CLOSE ON TONGO WHEEL,QUARK',INT.,Business As Usual,1997-01-15,Deep Space Nine,516.txt
1,DAX,"       Quark, it's your move.",1    INT. QUARK'S - AFTER HOURS - CLOSE ON TONGO WHEEL,QUARK',INT.,Business As Usual,1997-01-15,Deep Space Nine,516.txt
2,QUARK,   Just a moment --,1    INT. QUARK'S - AFTER HOURS - CLOSE ON TONGO WHEEL,QUARK',INT.,Business As Usual,1997-01-15,Deep Space Nine,516.txt
3,QUARK,   Aaghhh! I can't believe it!,1    INT. QUARK'S - AFTER HOURS - CLOSE ON TONGO WHEEL,QUARK',INT.,Business As Usual,1997-01-15,Deep Space Nine,516.txt
4,DAX,"   You beg me to play tongo, and then   you don't pay attention to the   game.",1    INT. QUARK'S - AFTER HOURS - CLOSE ON TONGO WHEEL,QUARK',INT.,Business As Usual,1997-01-15,Deep Space Nine,516.txt
5,QUARK,   I'll be right there.,1    INT. QUARK'S - AFTER HOURS - CLOSE ON TONGO WHEEL,QUARK',INT.,Business As Usual,1997-01-15,Deep Space Nine,516.txt
6,DAX,"   Let me put it another way... if    you don't finish this hand, I'm    calling it a night.",1    INT. QUARK'S - AFTER HOURS - CLOSE ON TONGO WHEEL,QUARK',INT.,Business As Usual,1997-01-15,Deep Space Nine,516.txt
7,QUARK,"   Okay, okay!",1    INT. QUARK'S - AFTER HOURS - CLOSE ON TONGO WHEEL,QUARK',INT.,Business As Usual,1997-01-15,Deep Space Nine,516.txt
8,QUARK,"   Who would have dreamed they'd    strike feldomite on Parsion Three?    The entire Sepian Commodities    Exchange is in chaos -- everyone    selling, prices falling --",1    INT. QUARK'S - AFTER HOURS - CLOSE ON TONGO WHEEL,QUARK',INT.,Business As Usual,1997-01-15,Deep Space Nine,516.txt
9,QUARK,   Evade!,1    INT. QUARK'S - AFTER HOURS - CLOSE ON TONGO WHEEL,QUARK',INT.,Business As Usual,1997-01-15,Deep Space Nine,516.txt
10,DAX,   Are you sure?,1    INT. QUARK'S - AFTER HOURS - CLOSE ON TONGO WHEEL,QUARK',INT.,Business As Usual,1997-01-15,Deep Space Nine,516.txt
11,QUARK,"   You heard me, evade!",1    INT. QUARK'S - AFTER HOURS - CLOSE ON TONGO WHEEL,QUARK',INT.,Business As Usual,1997-01-15,Deep Space Nine,516.txt
12,DAX,        Okay.,1    INT. QUARK'S - AFTER HOURS - CLOSE ON TONGO WHEEL,QUARK',INT.,Business As Usual,1997-01-15,Deep Space Nine,516.txt
13,DAX,   Confront.,1    INT. QUARK'S - AFTER HOURS - CLOSE ON TONGO WHEEL,QUARK',INT.,Business As Usual,1997-01-15,Deep Space Nine,516.txt
14,DAX,   You owe me fifteen strips of    latinum.,1    INT. QUARK'S - AFTER HOURS - CLOSE ON TONGO WHEEL,QUARK',INT.,Business As Usual,1997-01-15,Deep Space Nine,516.txt
15,QUARK,"   Take it, that's all I've got left.    (idly spins the wheel,    watches it go)   My antimonium options, my   quadrotriticale futures, my   powdered newt supplements -- all   wiped out. That's it, I'm   finished.",1    INT. QUARK'S - AFTER HOURS - CLOSE ON TONGO WHEEL,QUARK',INT.,Business As Usual,1997-01-15,Deep Space Nine,516.txt
