,character,quote,scene,location,view,episode,date,series,file
0,ODO ,   Colonel.,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
1,KIRA,"    (smiling in spite of    herself)   Odo, I wish you'd stop doing   that.",1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
2,ODO,   Doing what?,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
3,KIRA,"   Calling me by my rank. I was    promoted two months ago.    Besides, it sounds so... formal.",1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
4,ODO,   Has Admiral Ross -- or should I    say Bill -- arrived yet?,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
5,KIRA,        The admiral's ship is due to    arrive in three hours. I wish I    knew what he wants to see me    about.,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
6,ODO,   Maybe he's bringing good news.    We could certainly use some.,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
7,KIRA,   Don't get your hopes up. There    was something in the tone of his    voice...,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
8,ODO,   Something ominous?,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
9,KIRA,   Something... pleasant. He was    going out of his way to be    nice...,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
10,ODO,       I see...,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
11,KIRA,"   Whatever he's coming to tell me,    he knows I'm not going to like it.",1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
12,ODO,   How can you be so sure?,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
13,KIRA,   It comes with the job.,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
14,KIRA,"   I'm serious. Sitting in the    Captain's Chair, having that kind    of responsibility... it focuses    you...",1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
15,ODO,   I'll take your word for it.,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
16,KIRA,    (with growing     frustration)    How many days have they been    sitting there?,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
17,ODO,   Three.,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
18,KIRA,   I can remember when the cult of    the Pah-wraiths was considered a    joke... now those red armbands    are appearing all over Bajor.    It's like everyone's gone crazy.,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
19,ODO,   A lot of people feel abandoned by    the Prophets...,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
20,KIRA,"   Believe me, I know how they feel.    But that's no excuse to turn to    hate and fear.",1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
21,ODO,"   In times of trouble, some people    find comfort in hate and fear.    (re: the     supplicants) ",1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
22,ODO ,"   If you'd like, I can charge them   with loitering and have them   removed from the station.",1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
23,KIRA,"   What good would that do?       I keep thinking... if the   Emissary were here, things might   be different.",1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
24,ODO,   I would've thought we'd have    heard from Captain Sisko by now.,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
25,KIRA,   Not a word in three months.,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
26,ODO,"   I realize things may seem bleak    at the moment, but there's    always hope...",1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
27,KIRA,   Since when did you become such    an optimist?,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
28,ODO,"   Must have been that day, in    front of Quark's, when we kissed    for the first time.",1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
29,KIRA,"   That was some kiss, wasn't it?",1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
30,ODO,   Changed my life.,1    INT. PROMENADE,PROMENADE,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
31,O'BRIEN,"   Gentlemen, we are home.",4    INT. DEFIANT - BRIDGE,DEFIAN,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
32,BASHIR,        There should be a law against    convoy duty lasting more than    ten days.,4    INT. DEFIANT - BRIDGE,DEFIAN,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
33,NOG,   I'll say one thing for guarding    convoys -- it's usually a lot    safer than being on the front    lines.,4    INT. DEFIANT - BRIDGE,DEFIAN,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
34,WORF,"        Is that why you joined    Starfleet, ensign? To be safe?",4    INT. DEFIANT - BRIDGE,DEFIAN,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
35,NOG,"       I didn't mean that the way it    sounded, sir...",4    INT. DEFIANT - BRIDGE,DEFIAN,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
36,WORF,"   In wartime, it's a soldier's    duty to fight.",4    INT. DEFIANT - BRIDGE,DEFIAN,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
37,NOG,"   Yes, sir.",4    INT. DEFIANT - BRIDGE,DEFIAN,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
38,WORF,   The invasion of Cardassia has    ground to a halt while our    casualties continue to mount. It    is a time for warriors to do    great deeds. To triumph in    glorious battle -- not waste away    protecting shipments of    stembolts!,4    INT. DEFIANT - BRIDGE,DEFIAN,INT.,Image in the Sand,1998-07-01,Deep Space Nine,551.txt
