,character,quote,scene,location,view,episode,date,series,file
0,SISKO,   I'm looking for a friend of    mine.,1    INT. CAVES - REFUGEE CAMP - NIGHT,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
1,SISKO,   His name is Cing'ta.,1    INT. CAVES - REFUGEE CAMP - NIGHT,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
2,SISKO,   Cing'ta?,3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
3,MAN,   Throw it on the ground.,3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
4,MAN,   Turn around.,3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
5,EDDINGTON,"   Hello, captain.",3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
6,SISKO,   Eddington.,3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
7,EDDINGTON,   Mister Cing'ta won't be joining   us.,3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
8,SISKO,   Is he dead?,3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
9,EDDINGTON,"   You just don't understand the   Maquis, do you Captain?     ",3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
10,EDDINGTON ,"   We're not killers. Mister Cing'ta    has been marooned on a    particularly nasty planet in the    Badlands, but I assure you -- he's    very much alive.",3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
11,SISKO,   How merciful. You condemned him    to a slow death.,3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
12,EDDINGTON,   It's more than he deserved. He    was going to sell us out to you.   He betrayed us.,3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
13,SISKO,   There's a subject you know a lot    about.,3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
14,EDDINGTON,   You've been on my tail for eight    months and now that we're face-to-   face -- that's all you have to say    to me?,3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
15,SISKO,   I'll say the rest at your court-   martial.,3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
16,EDDINGTON,"   Tell me, captain... what is it    that bothers you more -- the fact    that I left Starfleet to fight for    a higher cause, or that it    happened on your watch?",3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
17,SISKO,"   You didn't ""leave"" Starfleet. If    you had, I wouldn't be here. You    ""betrayed"" Starfleet... you used    your position as security chief to    feed the Maquis information about    us. And at the same time, you    misled us with false information    about them. There's a word for    that... treason.",3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
18,EDDINGTON,   Look out there.,3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
19,EDDINGTON,"   Those people... they used to be    colonists on Salva Two. They had    farms and shops and homes and    schools... and then one day, the    Federation signed a treaty and    handed their world over to the    Cardassians.       Just like that... they made these    people refugees overnight.",3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
20,SISKO,   It's not that simple and you know    it. These people don't have to    live here like this. We've    offered to resettle them.,3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
21,EDDINGTON,"   They don't want to be resettled --    they want to go home to the lives    they built. How would you feel if    the Federation gave your father's    home to the Cardassians? Think    he'd like to be ""resettled?""",3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
22,SISKO,    (turning to face     Eddington)   I'm not here to debate Federation    policy with --,3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
23,EDDINGTON,       I didn't tell you to turn around.,3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
24,EDDINGTON,"   Look at them, captain. They're    humans. Just like you and me.    And Starfleet took everything away    from them. Remember that the next    time you put on that uniform.    There's a war out here and you're    on the wrong side.",3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
25,SISKO,"   You know what I see out there,    Mister Eddington? I see    victims...",3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
26,SISKO ,"   ... but not of Cardassia or the    Federation. Victims of you. The    Maquis. You've sold these people    the dream that one day, they can    go back to those farms and homes    and schools -- but you know they    never can.",3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
27,SISKO,"       And the longer you keep that hope    alive, the longer they're going to    suffer.",3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
28,SISKO,"   Go ahead, shoot me.",3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
29,EDDINGTON,"   Someday, I may take you up on    that. For now, let me leave you    with one piece of advice... don't    come after me... you'll regret it.",3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
30,SISKO,   Sisko to Defiant. Eddington just    beamed out. Trace his transporter    signal.,3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
31,KIRA,"   We've got it, Captain. He's on a    Maquis Raider. They're breaking    orbit and heading out of the    system.",3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
32,SISKO,   Beam me aboard and lay in a    pursuit course. All hands to    battle stations.,3    INT. CAVES - INNER CHAMBER,CAVES,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
33,KIRA,"   He's headed for the Badlands, all    right. Course is zero mark two-   one-three.",8    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
34,SISKO,       Lieutenant.,8    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
35,DAX,"   Changing course now to zero mark    two-one-three. We're on his tail,    captain.",8    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
36,SISKO,   Maximum warp.       How long until we're in firing    range?,8    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
37,WORF,   Twenty-two minutes.,8    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
38,SISKO,   Major?,8    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
39,KIRA,   Not good enough. He'll reach the    plasma fields two minutes before    we're in range.,8    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
40,SISKO,   We need help.       What's the position of the    Starship Malinche?,8    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
41,WORF,"   They're on patrol in the DMZ, near    the Gamma Seven outpost.",8    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
42,SISKO,       Perfect.       Is the new holo-communicator    ready?,8    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
43,KIRA,   The chief has had it on-line for    six hours. I think he's eager to    have someone give it a try.,8    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
44,SISKO,   Always like to please the chief.    Open a channel to Captain Sanders    on the Malinche.,8    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
45,SANDERS,"   Are you receiving my image,    captain?",8    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
46,SISKO,   Yes. And you?,8    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
47,SANDERS,        You appear to be sitting on my    bridge. It may take me a while to    get used to this.       I'm not fond of uninvited guests.,8    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
48,SISKO,   I'll try not to overstay my    welcome... but at the moment I    need your help. We're in pursuit    of a Maquis raider headed for the    Badlands. Can you intercept?,8    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
49,SANDERS,"   On our way.       You seem pretty eager, Captain.    What did this Maquis raider do?",8    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,For the Uniform,1996-11-08,Deep Space Nine,511.txt
