,character,quote,scene,location,view,episode,date,series,file
0,QUARK,   Just set them on the bar.,1    INT. QUARK'S,QUARK'S,INT.,The Magnificent Ferengi,AHHH,Deep Space Nine,534.txt
1,QUARK,   Morn -- no touching.,1    INT. QUARK'S,QUARK'S,INT.,The Magnificent Ferengi,AHHH,Deep Space Nine,534.txt
2,QUARK,   You know what this is?       Three cases of syrup of squill.,1    INT. QUARK'S,QUARK'S,INT.,The Magnificent Ferengi,AHHH,Deep Space Nine,534.txt
3,LEETA,   I love syrup of squill on my   groatcakes. But I haven't seen   a jar in over a year.,1    INT. QUARK'S,QUARK'S,INT.,The Magnificent Ferengi,AHHH,Deep Space Nine,534.txt
4,QUARK,   No one has.,1    INT. QUARK'S,QUARK'S,INT.,The Magnificent Ferengi,AHHH,Deep Space Nine,534.txt
5,ODO,   Does that mean the drought on   Balancar's over?,1    INT. QUARK'S,QUARK'S,INT.,The Magnificent Ferengi,AHHH,Deep Space Nine,534.txt
6,QUARK,        There never was a drought on    Balancar. It was all a ploy by    their Agricultural Consortium.    They've been stockpiling squill    so they could drive the price up.,1    INT. QUARK'S,QUARK'S,INT.,The Magnificent Ferengi,AHHH,Deep Space Nine,534.txt
7,LEETA,        That's dishonest.,1    INT. QUARK'S,QUARK'S,INT.,The Magnificent Ferengi,AHHH,Deep Space Nine,534.txt
8,QUARK,"   I couldn't agree more. You see,    I once did some business with the    nephew of the cousin of the    stepsister of a friend of the    secretary to the Consortium's    chief accountant...    (stopping, double-    checking with himself)    Nephew, cousin, stepsister,    friend... yeah, that's right. And    he told me, in passing, that the    accountant had bought himself a    pair of very nice Ferengi rain    slippers.",1    INT. QUARK'S,QUARK'S,INT.,The Magnificent Ferengi,AHHH,Deep Space Nine,534.txt
9,ODO,"   If there was a drought, he    wouldn't need rain slippers.",1    INT. QUARK'S,QUARK'S,INT.,The Magnificent Ferengi,AHHH,Deep Space Nine,534.txt
