,character,quote,scene,location,view,episode,date,series,file
0,KIRA,   Welcome to Deep Space Nine. I'm   Major Kira.,2    INT. OPS,OPS,INT.,Trials and Tribble-ations,1996-08-20,Deep Space Nine,503.txt
1,DULMUR,   I'm Dulmur.,2    INT. OPS,OPS,INT.,Trials and Tribble-ations,1996-08-20,Deep Space Nine,503.txt
2,LUCSLY,   Lucsly.  Department of Temporal   Investigations.,2    INT. OPS,OPS,INT.,Trials and Tribble-ations,1996-08-20,Deep Space Nine,503.txt
3,KIRA,   We've been expecting you.,2    INT. OPS,OPS,INT.,Trials and Tribble-ations,1996-08-20,Deep Space Nine,503.txt
4,DAX,       I guess you boys from Temporal   Investigations are always on time.,2    INT. OPS,OPS,INT.,Trials and Tribble-ations,1996-08-20,Deep Space Nine,503.txt
5,DULMUR,       Where's Captain Sisko?,2    INT. OPS,OPS,INT.,Trials and Tribble-ations,1996-08-20,Deep Space Nine,503.txt
6,SISKO,   Are you sure you don't want   anything?,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Trials and Tribble-ations,1996-08-20,Deep Space Nine,503.txt
7,DULMUR,"   Just the truth, Captain.",3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Trials and Tribble-ations,1996-08-20,Deep Space Nine,503.txt
8,SISKO,   You'll get it. Where do you want   to start?,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Trials and Tribble-ations,1996-08-20,Deep Space Nine,503.txt
9,DULMUR,   The beginning.,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Trials and Tribble-ations,1996-08-20,Deep Space Nine,503.txt
10,LUCSLY,       If there is such a thing.,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Trials and Tribble-ations,1996-08-20,Deep Space Nine,503.txt
11,DULMUR,"   Captain, why did you take the   Defiant back in time?",3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Trials and Tribble-ations,1996-08-20,Deep Space Nine,503.txt
12,SISKO,   It was an accident.,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Trials and Tribble-ations,1996-08-20,Deep Space Nine,503.txt
13,LUCSLY,   So you're not contending it was a    Predestination Paradox?,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Trials and Tribble-ations,1996-08-20,Deep Space Nine,503.txt
14,DULMUR,    (explaining for the    laymen)   A time loop -- that you were meant   to go back into the past.,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Trials and Tribble-ations,1996-08-20,Deep Space Nine,503.txt
15,SISKO,"   Uh, no.",3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Trials and Tribble-ations,1996-08-20,Deep Space Nine,503.txt
16,DULMUR,   Good.,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Trials and Tribble-ations,1996-08-20,Deep Space Nine,503.txt
17,LUCSLY,   We hate those.,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Trials and Tribble-ations,1996-08-20,Deep Space Nine,503.txt
18,LUCSLY,   So. What happened?,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Trials and Tribble-ations,1996-08-20,Deep Space Nine,503.txt
