,character,quote,scene,location,view,episode,date,series,file
0,FLITH,        Raimus isn't going to be happy    about this.,2    INT. A TAVERN - DAY (VPB),A TAVERN - DAY,INT.,Honor Among Thieves,1997-12-01,Deep Space Nine,539.txt
1,KROLE,        What are you going to do?,2    INT. A TAVERN - DAY (VPB),A TAVERN - DAY,INT.,Honor Among Thieves,1997-12-01,Deep Space Nine,539.txt
2,BILBY,   I don't know.         And don't you mean what are we   going to do?,2    INT. A TAVERN - DAY (VPB),A TAVERN - DAY,INT.,Honor Among Thieves,1997-12-01,Deep Space Nine,539.txt
3,KROLE,        Raimus told you to get the    merchandise.,2    INT. A TAVERN - DAY (VPB),A TAVERN - DAY,INT.,Honor Among Thieves,1997-12-01,Deep Space Nine,539.txt
4,BILBY,   I'll figure something out.,2    INT. A TAVERN - DAY (VPB),A TAVERN - DAY,INT.,Honor Among Thieves,1997-12-01,Deep Space Nine,539.txt
5,FLITH,   You'd better.,2    INT. A TAVERN - DAY (VPB),A TAVERN - DAY,INT.,Honor Among Thieves,1997-12-01,Deep Space Nine,539.txt
6,BILBY,       I said I'd figure it out.       I'm hungry.,2    INT. A TAVERN - DAY (VPB),A TAVERN - DAY,INT.,Honor Among Thieves,1997-12-01,Deep Space Nine,539.txt
7,FLITH,   Let's have Krellan food.,2    INT. A TAVERN - DAY (VPB),A TAVERN - DAY,INT.,Honor Among Thieves,1997-12-01,Deep Space Nine,539.txt
8,BILBY,   Last time it gave me heartburn.,2    INT. A TAVERN - DAY (VPB),A TAVERN - DAY,INT.,Honor Among Thieves,1997-12-01,Deep Space Nine,539.txt
9,FLITH,   That's because you eat too fast.,2    INT. A TAVERN - DAY (VPB),A TAVERN - DAY,INT.,Honor Among Thieves,1997-12-01,Deep Space Nine,539.txt
10,BILBY,"   I eat when I'm hungry. And when   I'm hungry, I eat fast.",2    INT. A TAVERN - DAY (VPB),A TAVERN - DAY,INT.,Honor Among Thieves,1997-12-01,Deep Space Nine,539.txt
11,FLITH,"   If you're not careful, that    appetite of yours will kill you    someday.",2    INT. A TAVERN - DAY (VPB),A TAVERN - DAY,INT.,Honor Among Thieves,1997-12-01,Deep Space Nine,539.txt
12,BILBY,   Don't get your hopes up.,2    INT. A TAVERN - DAY (VPB),A TAVERN - DAY,INT.,Honor Among Thieves,1997-12-01,Deep Space Nine,539.txt
13,BILBY,   We're using that.,2    INT. A TAVERN - DAY (VPB),A TAVERN - DAY,INT.,Honor Among Thieves,1997-12-01,Deep Space Nine,539.txt
