,character,quote,scene,location,view,episode,date,series,file
0,IDANIAN,   Computer...        Time.,2    INT. GUEST QUARTERS (OPTICAL),GUEST QUARTERS,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
1,COMPUTER,   Eighteen twenty-one hours.,2    INT. GUEST QUARTERS (OPTICAL),GUEST QUARTERS,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
2,IDANIAN,   Can I help you?,2    INT. GUEST QUARTERS (OPTICAL),GUEST QUARTERS,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
3,TRAIDY,       I think so.,2    INT. GUEST QUARTERS (OPTICAL),GUEST QUARTERS,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
4,TRAIDY,        Where is it?,2    INT. GUEST QUARTERS (OPTICAL),GUEST QUARTERS,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
5,IDANIAN,        Where is what? I don't even know    what you're looking for...,2    INT. GUEST QUARTERS (OPTICAL),GUEST QUARTERS,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
6,TRAIDY,"   Yes, you do.       Well?",2    INT. GUEST QUARTERS (OPTICAL),GUEST QUARTERS,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
7,SORM,       It's not here.,2    INT. GUEST QUARTERS (OPTICAL),GUEST QUARTERS,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
8,TRAIDY,   That's not good.,2    INT. GUEST QUARTERS (OPTICAL),GUEST QUARTERS,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
9,TRAIDY,   Is it possible we've got the wrong   man?,2    INT. GUEST QUARTERS (OPTICAL),GUEST QUARTERS,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
10,SORM,   It's starting to look that way.,2    INT. GUEST QUARTERS (OPTICAL),GUEST QUARTERS,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
11,TRAIDY,   This is very embarrassing.,2    INT. GUEST QUARTERS (OPTICAL),GUEST QUARTERS,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
12,TRAIDY,"   Listen to me. We know why you're    here, we know who you came to    meet, and we know what you were    going to give her. So for the    last time, where is it?",2    INT. GUEST QUARTERS (OPTICAL),GUEST QUARTERS,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
13,IDANIAN,   All right... I'll take you to it.,2    INT. GUEST QUARTERS (OPTICAL),GUEST QUARTERS,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
14,TRAIDY,"       See, it was him all along.",2    INT. GUEST QUARTERS (OPTICAL),GUEST QUARTERS,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
15,SORM,       I thought it was on stun.,2    INT. GUEST QUARTERS (OPTICAL),GUEST QUARTERS,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
16,TRAIDY,   Look what you did to the carpet.,2    INT. GUEST QUARTERS (OPTICAL),GUEST QUARTERS,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
17,SORM,   What do we do now? We don't have    time to search the whole station.,2    INT. GUEST QUARTERS (OPTICAL),GUEST QUARTERS,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
18,TRAIDY,   We wait for the woman. She might    know where he hid it...,2    INT. GUEST QUARTERS (OPTICAL),GUEST QUARTERS,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
19,ODO,   You wanted to see us?,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
20,DAX,        Is that the new holosuite program?,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
21,BASHIR,"        The next chapter in the continuing    adventures of Julian Bashir,    Secret Agent. It came in this    morning.",2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
22,O'BRIEN,   Finally. That friend of yours    promised to send it two months    ago.,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
23,BASHIR,"   According to Felix, it's worth the    wait. He said it's the most    elaborate program he's ever    designed.",2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
24,DAX,   What parts do we get to play?,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
25,BASHIR,"        You, Jadzia, will be Lady    Wantsomore, a beautiful socialite    who's been brainwashed to    assassinate the Queen of England.",2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
26,DAX,        Somebody stop me.,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
27,O'BRIEN,   What about me?,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
28,BASHIR,"        Odo plays Nigel Dunlap, a former    agent who comes out of retirement    to help me foil this diabolical    plot.",2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
29,DAX,        Perfect.,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
30,BASHIR,   I play --,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
31,O'BRIEN,"   We know who you play, Julian.    What about me?",2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
32,BASHIR,"   You're Falcon, of course.",2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
33,O'BRIEN,   Falcon? Again? I'm tired of    being the bad guy.,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
34,DAX,   But you're so good at it.,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
35,BASHIR,   So... is Saturday all right for    everyone?,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
36,DAX,   Fine.,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
37,O'BRIEN,   No problem.,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
38,BASHIR,   Odo?,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
39,ODO,   What do I have to do again?,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
40,DAX,   Save the Queen.,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
41,BASHIR,"   Not only that, you get to drive a    fancy automobile, go to posh    parties...       -- and steal her away from Falcon.",2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
42,O'BRIEN,   He steals my girl?,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
43,ODO,   Maybe you should find another   Nigel Dunlap.,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
44,BASHIR,   Are you kidding? Look at her.,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
45,ODO,   I'm busy on Saturday.,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
46,DAX,   We'll do it when you're not busy.,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
47,ODO,   I don't think so.       I'm sorry. I should never have   agreed to be a part of this in the   first place.,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
48,BASHIR,   I guess we'll have to find someone   else to play Odo's part.,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
49,O'BRIEN,       I'll do it.,2A   INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
50,ARISSA ,"   Look, I already told you --",7    INT. QUARK'S - FIRST LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
51,ARISSA,"   I don't want to play dabo, I don't    want a holosuite, and I don't want    anything to eat.",7    INT. QUARK'S - FIRST LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
52,QUARK,   Can I interest you in my    collection of Risean tapestries?,7    INT. QUARK'S - FIRST LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
53,ODO,"   Why don't you leave her alone,    Quark? Can't you see she's not    interested?",7    INT. QUARK'S - FIRST LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
54,QUARK,   How do I know she's not interested    unless I ask?,7    INT. QUARK'S - FIRST LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
55,ARISSA,"   Maybe you should spend less time    bothering your customers, and more    time keeping an eye on your    business.",7    INT. QUARK'S - FIRST LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
56,QUARK,"        Don't worry, I can keep my eyes on    more than one thing at a time.",7    INT. QUARK'S - FIRST LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
57,ARISSA,   Really? What about him?,7    INT. QUARK'S - FIRST LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
58,ARISSA,   He's got a graviton emitter hidden    in his ring -- he's manipulating    the table for his friend over    there.,7    INT. QUARK'S - FIRST LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
59,ODO,   You're very observant.,7    INT. QUARK'S - FIRST LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
60,ARISSA,       Thanks.,7    INT. QUARK'S - FIRST LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
61,ODO,   Are you waiting for someone?,7    INT. QUARK'S - FIRST LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
62,ARISSA,   You. Where have you been all my    life?,7    INT. QUARK'S - FIRST LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
63,ODO,   Pardon me?,7    INT. QUARK'S - FIRST LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
64,ARISSA,   Isn't that what you were hoping   I'd say?,7    INT. QUARK'S - FIRST LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
65,ODO,   It's just... you keep glancing at    the door.,7    INT. QUARK'S - FIRST LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
66,ARISSA,   I'm waiting for someone.,7    INT. QUARK'S - FIRST LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
67,ODO,   That's all I meant.,7    INT. QUARK'S - FIRST LEVEL,QUARK'S,INT.,A Simple Investigation,1997-01-06,Deep Space Nine,515.txt
