,character,quote,scene,location,view,episode,date,series,file
0,SISKO ,"   Captain's log, Stardate 50049.3.    We're conducting a mineral survey    of Torga Four, an uninhabited    planet in the Gamma Quadrant    believed to contain vast deposits    of cormaline.2    EXT. ROCK PLANET - DAY",1    EXT. SPACE - PLANET (OPTICAL) (STOCK),SPACE - PLANET,EXT.,The Ship,1996-07-16,Deep Space Nine,500.txt
1,SISKO ,   Our mission is to determine the    feasibility of establishing a    mining operation on the planet's    surface.,			of cormaline.2    EXT. ROCK PLANET - DAY,ROCK PLANE,EXT.,The Ship,1996-07-16,Deep Space Nine,500.txt
2,O'BRIEN,"   Hey, Muniz... what do you think of    this?",			of cormaline.2    EXT. ROCK PLANET - DAY,ROCK PLANE,EXT.,The Ship,1996-07-16,Deep Space Nine,500.txt
3,MUNIZ,"       Class Five pyroclastic debris and    ash... same morphology we've seen    all the way up, sir.",			of cormaline.2    EXT. ROCK PLANET - DAY,ROCK PLANE,EXT.,The Ship,1996-07-16,Deep Space Nine,500.txt
4,O'BRIEN,"   How many times do I have to tell    you to stop calling me ""sir."" I'm    not an officer.",			of cormaline.2    EXT. ROCK PLANET - DAY,ROCK PLANE,EXT.,The Ship,1996-07-16,Deep Space Nine,500.txt
5,MUNIZ,"   No, you know more than they do.",			of cormaline.2    EXT. ROCK PLANET - DAY,ROCK PLANE,EXT.,The Ship,1996-07-16,Deep Space Nine,500.txt
6,O'BRIEN,   I wouldn't go that far. But I    know more than you. So listen to    me while I try to teach you    something. This is not exactly    the same morphology... these    deposits are more highly eroded.,			of cormaline.2    EXT. ROCK PLANET - DAY,ROCK PLANE,EXT.,The Ship,1996-07-16,Deep Space Nine,500.txt
7,MUNIZ,   So?,			of cormaline.2    EXT. ROCK PLANET - DAY,ROCK PLANE,EXT.,The Ship,1996-07-16,Deep Space Nine,500.txt
8,O'BRIEN,"   So, they're different. That's    all... I just thought I'd point it    out to you.",			of cormaline.2    EXT. ROCK PLANET - DAY,ROCK PLANE,EXT.,The Ship,1996-07-16,Deep Space Nine,500.txt
9,MUNIZ,   I see.       I thought maybe you just stopped    to catch your breath.,			of cormaline.2    EXT. ROCK PLANET - DAY,ROCK PLANE,EXT.,The Ship,1996-07-16,Deep Space Nine,500.txt
10,O'BRIEN,   Me? Out of breath? I was    climbing mountains in Ireland    before you were out of diapers.,			of cormaline.2    EXT. ROCK PLANET - DAY,ROCK PLANE,EXT.,The Ship,1996-07-16,Deep Space Nine,500.txt
11,MUNIZ,"   You mean hills, don't you? They    have gently sloping, hills in    Ireland. No mountains.       But... what do I know? After all,    you're the mountain man...",			of cormaline.2    EXT. ROCK PLANET - DAY,ROCK PLANE,EXT.,The Ship,1996-07-16,Deep Space Nine,500.txt
12,MUNIZ,       An old mountain man.,			of cormaline.2    EXT. ROCK PLANET - DAY,ROCK PLANE,EXT.,The Ship,1996-07-16,Deep Space Nine,500.txt
