,character,quote,scene,location,view,episode,date,series,file
0,SISKO ,"   Captain's Log: Stardate 51408.6.    I've been aboard the Honshu for    two days now and I still haven't    spoken to him, although the    doctors have assured me that he's    made a full recovery.",1    EXT. SPACE - THE HONSHU (OPTICAL),SPACE - THE HONSHU,EXT.,Waltz,1997-10-17,Deep Space Nine,535.txt
1,SISKO ,        Maybe that's what I'm afraid of.    Maybe I prefer to think of him as    a crazy man... a broken man. He'd    be less dangerous that way.,2    INT. HONSHU - CORRIDOR,HONSH,INT.,Waltz,1997-10-17,Deep Space Nine,535.txt
2,SISKO ,"        As terrible as it sounds, there's    a part of me that wishes he were    dead. But that's a thought    unworthy of a Starfleet officer.",2    INT. HONSHU - CORRIDOR,HONSH,INT.,Waltz,1997-10-17,Deep Space Nine,535.txt
3,SISKO ,"        He lost an empire, he lost his    daughter, and he nearly lost his    mind. Whatever his crimes...    isn't that enough punishment for    one lifetime?",3    INT. HONSHU - BRIG - CONTINUOUS,HONSH,INT.,Waltz,1997-10-17,Deep Space Nine,535.txt
4,DUKAT,   I heard you were aboard. I    wondered if you'd make an    appearance.,3    INT. HONSHU - BRIG - CONTINUOUS,HONSH,INT.,Waltz,1997-10-17,Deep Space Nine,535.txt
5,SISKO,   How are you?,3    INT. HONSHU - BRIG - CONTINUOUS,HONSH,INT.,Waltz,1997-10-17,Deep Space Nine,535.txt
6,DUKAT,   Better.,3    INT. HONSHU - BRIG - CONTINUOUS,HONSH,INT.,Waltz,1997-10-17,Deep Space Nine,535.txt
7,DUKAT,        The doctors tell me I've made a    remarkable recovery.,3    INT. HONSHU - BRIG - CONTINUOUS,HONSH,INT.,Waltz,1997-10-17,Deep Space Nine,535.txt
8,SISKO,   They told me the same thing.,3    INT. HONSHU - BRIG - CONTINUOUS,HONSH,INT.,Waltz,1997-10-17,Deep Space Nine,535.txt
9,DUKAT,   Good. I'd hate to think they were    patronizing me.        So... I'm a war criminal.,3    INT. HONSHU - BRIG - CONTINUOUS,HONSH,INT.,Waltz,1997-10-17,Deep Space Nine,535.txt
10,SISKO,"   In the Federation, you're innocent    until proven guilty.",3    INT. HONSHU - BRIG - CONTINUOUS,HONSH,INT.,Waltz,1997-10-17,Deep Space Nine,535.txt
11,DUKAT,"   So I'm told.         Do you believe I'm guilty,    Benjamin?",3    INT. HONSHU - BRIG - CONTINUOUS,HONSH,INT.,Waltz,1997-10-17,Deep Space Nine,535.txt
12,SISKO,   I haven't seen all the charges.,3    INT. HONSHU - BRIG - CONTINUOUS,HONSH,INT.,Waltz,1997-10-17,Deep Space Nine,535.txt
13,DUKAT,   It's not like you to equivocate.,3    INT. HONSHU - BRIG - CONTINUOUS,HONSH,INT.,Waltz,1997-10-17,Deep Space Nine,535.txt
14,SISKO,   I'm trying to be fair. You won't be    tried until the war's over. This    appearance before the Special Jury    is... just a formality.,3    INT. HONSHU - BRIG - CONTINUOUS,HONSH,INT.,Waltz,1997-10-17,Deep Space Nine,535.txt
