,character,quote,scene,location,view,episode,date,series,file
0,SISKO,       ... Starfleet feels it has no other    choice... the Federation is here at    the invitation of the Bajoran    provisional government...,2    INT. OPS,OPS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
1,BASHIR,       No more provisional government... no    more invitation.,2    INT. OPS,OPS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
2,SISKO,   Governments can break off relations    with an edict.  It's not so easy    when it comes down to our level.     Lieutenant Bilecki here is engaged    to a young man from Bajor...    (she acknowledges     sadly)   Ensign Kelly's daughter and a Bajoran    girl worked together on a prize-   winning science fair project...       All of us who've served on this    station for the past year have made    Bajoran friends; we've come to care    about what happens to these people.,2    INT. OPS,OPS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
3,SISKO,"   I know I do.  So, I've decided to    stay.    (continuing over     murmuring reactions     from the crowd)   Just to make sure the ""evacuation    is... conducted properly""...",2    INT. OPS,OPS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
4,O'BRIEN,"       You'll be needing someone to oversee    the inventory process, sir...",2    INT. OPS,OPS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
5,BASHIR,"       Packing up all my medical supplies    is going to take quite a long time,    Commander...",2    INT. OPS,OPS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
6,OFFICERS,"       Count me in, Commander... I'm    staying... I'll be here... You can    count on me, sir...",2    INT. OPS,OPS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
7,SISKO,"   Before you volunteer too quickly,    understand what you're in for.  We'll    be trying to delay the takeover of    the station as long as possible...    hopefully as long as it takes to    expose the Cardassian involvement in    all this.  It won't be easy.  These    Bajoran assault forces have been    told the Federation is their blood    enemy.  Jaro and The Circle would    love nothing better than to present    my head... and yours... to the Chamber    of Ministers.  This is the last chance    to leave here in one piece.  Some of    you have families.  Some of you are    on temporary assignment.  I wouldn't    blame anyone for getting out now    while you can.  I mean that.",2    INT. OPS,OPS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
8,SISKO,       Anyone who wants to evacuate is    dismissed.,2    INT. OPS,OPS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
9,SISKO,"       Non-Bajorans won't be safe here...    our families, children have to be    evacuated... I'm sure many of the    Bajorans who have worked with us    will want to leave too.  There's a    lot to get done.  The assault vessels    will be here in less than five hours.       Dismissed.",2    INT. OPS,OPS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
10,QUARK,   Hundreds of people to evacuate and    only three tiny runabouts available.     Do you know what that means?,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
11,ROM,"   It... it means... a lot of people    will be left behind... tragic, yes,    brother... your compassion never    ceases to amaze me...",3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
12,QUARK,   It means we're gonna make a fortune...,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
13,ROM,   We are... ?,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
14,QUARK,   People will pay anything for a seat    on those ships...,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
15,ROM,       You can't make me...       I won't sell my seat...,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
16,QUARK,   Rom...,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
17,ROM,"   ... No, I won't stay and be killed    just to fill your pockets...",3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
18,QUARK,"   ... Rom, do you actually believe I    would sacrifice my own brother's    life for personal profit?",3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
19,QUARK,   It would have to be the deal of a    lifetime.,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
20,ROM,"   Yeah, my lifetime.",3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
21,QUARK,   Listen to me -- we're both going to    escape... but our bags will be packed    with all the gold-pressed latinum we    can carry...,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
22,JAKE,   Nog!,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
23,NOG,   I've been looking all over for you.,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
24,JAKE,   What ship you on?,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
25,NOG,   Rio Grande.,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
26,JAKE,   I'm on the Ganges.,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
27,NOG,   It'll be okay... we'll see each other    at the Hanolan colony in a few days...,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
28,JAKE,   That's not where I'm going.,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
29,NOG,   But my dad told me...,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
30,JAKE,   My ship's going to the Korat system...    I guess that's where they're taking    the Starfleet families...,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
31,NOG,   This'll be over in no time... we'll    be back in school driving Mrs. O'Brien    crazy again in a few days...,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
32,JAKE,"   Just when I think I've found a new    home, made a new friend... it always    seems like I gotta leave.",3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
33,NOG,"       Hey, Hew-man...",3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
34,JAKE,   Cut it out...,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
35,NOG,   Has there ever been one of your kind    and one of mine who were better    friends?,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
36,JAKE,       Never.,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
37,NOG,"   If our fathers couldn't break us up,    no stupid coupe day... coupe dey...",3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
38,JAKE,   ... coup d'etat... it's French...,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
39,NOG,   ... No stupid French thing will    either... we'll see each other    again... soon... and that's a    promise.,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
40,ODO ,"   Mister Sisko, Nog...",3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
41,ODO,   This is no time to be fooling    around... get yourselves wherever    you're supposed to be...,3    INT. PROMENADE,PROMENADE,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
42,O'BRIEN,   Is that everything?,5    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
43,KEIKO,       Sure.,5    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
44,O'BRIEN,   Keiko.  Don't leave like this.,5    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
45,KEIKO,       Like what?,5    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
46,O'BRIEN,   I don't have any choice.,5    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
47,KEIKO,   Don't you?,5    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
48,O'BRIEN,   He needs me.,5    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
49,KEIKO,   We don't?,5    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
50,O'BRIEN,   We can't let the bloody Cardies have    the wormhole.,5    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
51,KEIKO,   They can have the whole Gamma Quadrant    for all I care.,5    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
52,KEIKO,"   Miles, come with us.",5    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
53,MOLLY,   Where are we going?,5    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
54,O'BRIEN,"   On a ride, sweetheart...",5    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
55,MOLLY,"   Are you coming too, Daddy?",5    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
56,O'BRIEN,"   Soon, baby.  I'll come as soon as I    can.",5    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
57,O'BRIEN,   I'll walk you to the airlock.,5    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
58,DAX ,   I've scanned every subspace    communication window to find a    frequency to Bajor... they've got    them completely jammed.,6    INT. OPS - CLOSE ON AN OKUDAGRAM (VPB),OPS - CLOSE ON AN OKUDAGRAM,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
59,KIRA,"   Then, we have no choice.  We'll have    to take the proof to the Chamber of    Ministers...",6    INT. OPS - CLOSE ON AN OKUDAGRAM (VPB),OPS - CLOSE ON AN OKUDAGRAM,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
60,LI,   Jaro's forces will be scanning for    any incoming vessels...,6    INT. OPS - CLOSE ON AN OKUDAGRAM (VPB),OPS - CLOSE ON AN OKUDAGRAM,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
61,SISKO,       A runabout could handle a Bajoran    patrol... unfortunately I don't have    one to give you...,6    INT. OPS - CLOSE ON AN OKUDAGRAM (VPB),OPS - CLOSE ON AN OKUDAGRAM,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
62,LI,       The Lunar Five base?,6    INT. OPS - CLOSE ON AN OKUDAGRAM (VPB),OPS - CLOSE ON AN OKUDAGRAM,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
63,KIRA,   You think there might still be a    ship there?,6    INT. OPS - CLOSE ON AN OKUDAGRAM (VPB),OPS - CLOSE ON AN OKUDAGRAM,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
64,LI,       We managed to get a few sub-impulse    raiders underground before the    Cardassians hit us...,6    INT. OPS - CLOSE ON AN OKUDAGRAM (VPB),OPS - CLOSE ON AN OKUDAGRAM,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
65,KIRA,       Can one of the evacuation vessels    take a detour and drop me off?,6    INT. OPS - CLOSE ON AN OKUDAGRAM (VPB),OPS - CLOSE ON AN OKUDAGRAM,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
66,SISKO,    (anticipating her     plan)   What if you get there and those    raiders won't fly?,6    INT. OPS - CLOSE ON AN OKUDAGRAM (VPB),OPS - CLOSE ON AN OKUDAGRAM,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
67,KIRA,"   Then, I'll just have to wait to hear    from you, I guess...",6    INT. OPS - CLOSE ON AN OKUDAGRAM (VPB),OPS - CLOSE ON AN OKUDAGRAM,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
68,SISKO,       You may be waiting a long time.,6    INT. OPS - CLOSE ON AN OKUDAGRAM (VPB),OPS - CLOSE ON AN OKUDAGRAM,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
69,SISKO,"   Dax, any of your former hosts have    experience with sub-impulse thruster    configurations...",6    INT. OPS - CLOSE ON AN OKUDAGRAM (VPB),OPS - CLOSE ON AN OKUDAGRAM,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
70,DAX,   Yeah... Tobin Dax...,6    INT. OPS - CLOSE ON AN OKUDAGRAM (VPB),OPS - CLOSE ON AN OKUDAGRAM,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
71,KIRA,       Tobin?  I don't think I've heard of    that one...,6    INT. OPS - CLOSE ON AN OKUDAGRAM (VPB),OPS - CLOSE ON AN OKUDAGRAM,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
72,DAX,"   My second host... barely a sex life    and no imagination, but he knew phase    coil inverters like no one else.",6    INT. OPS - CLOSE ON AN OKUDAGRAM (VPB),OPS - CLOSE ON AN OKUDAGRAM,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
73,SISKO,   Major Kira could use his experience    today.,6    INT. OPS - CLOSE ON AN OKUDAGRAM (VPB),OPS - CLOSE ON AN OKUDAGRAM,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
74,QUARK,   I have no time for this foolishness!     I still have to pack!,6    INT. OPS - CLOSE ON AN OKUDAGRAM (VPB),OPS - CLOSE ON AN OKUDAGRAM,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
75,SISKO,       What's the problem?,6    INT. OPS - CLOSE ON AN OKUDAGRAM (VPB),OPS - CLOSE ON AN OKUDAGRAM,INT.,The Siege,1993-07-15,Deep Space Nine,423.txt
