,character,quote,scene,location,view,episode,date,series
0,JAKE,"   Hey, dad.",1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
1,SISKO,   Jake-O.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
2,JAKE,   Something smells good.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
3,SISKO,   I'm making dinner for Kasidy.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
4,JAKE,   I thought she was on a supply   run.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
5,SISKO,   She's getting back tonight.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
6,SISKO,       Get away from there.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
7,JAKE,       I just wanted a taste.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
8,SISKO,   You can have the leftovers   tomorrow.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
9,JAKE,       You're not inviting me to join   you for dinner?,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
10,SISKO,   I haven't seen Kas in over a   week.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
11,JAKE,   Neither have I.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
12,SISKO,   And I'm sure she misses you.       But not as much as she misses me.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
13,JAKE,   What's this?,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
14,SISKO,"   Nice spot, huh?",1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
15,JAKE,"   Bajor, right?",1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
16,SISKO,   Kendra province. Just south of   the Yolja river. I was there the   other day.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
17,JAKE,   I thought you went to some   conference in Rakantha.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
18,SISKO,   I did. But afterwards Vedek Oram   invited me to see his Monastery   in Adarak. We took a transport   across the mountains.    ,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
19,SISKO ,"   The sun was just going down and   the whole valley was shimmering   in the light. I looked out the   window and said to myself ""This   is the place. This is where I'm   going to build my house.""",1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
20,JAKE,   Here we go again. You and your   dream house.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
21,SISKO,"   You think this is just your old   man's idle fantasy?       What if I told you that as of   this morning, all this land   belongs to me?",1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
22,JAKE,   You're serious?,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
23,SISKO,   Twelve hecapates. I'm going to   start building as soon as the   war's over.    (smiling at the    picture)   I'll retire here someday... and   watch the sun set over the   mountains every night.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
24,SISKO,   What?,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
25,JAKE,   I don't know... it's a little   weird to hear you talk about   retiring.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
26,SISKO,   I said someday.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
27,JAKE,       I guess Starfeet'll get a few   more years out of you.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
28,SISKO,"   Once the war's over, I'll have a   place to get away on weekends.",1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
29,JAKE,   Get away? Do you know what's   going to happen when the Bajorans   realize the Emissary has a house   in Kendra province? It'll become   a shrine. People'll come from   all over to see it. And you.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
30,SISKO,   You're exaggerating. Again.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
31,JAKE,   We'll see.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
32,JAKE,   It's funny how thing's turn out.   I remember when you first got   this assignment -- you almost   turned it down.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
33,SISKO,"   I know. I never thought I'd get   so attached to Bajor. But more   and more, it feels like home.",1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
34,JAKE,       I can think of worse places to   visit my old man...,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
35,SISKO,   You just make sure you bring my   grandkids to see me a few times a   year.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
36,JAKE,   Grandkids?,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
37,SISKO,   Lots of 'em.,1    INT. SISKO'S QUARTERS (OPTICAL),SISKO'S QUARTERS,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
38,EZRI,   I bumped into Captain Boday the   other night.,4    INT. REPLIMAT,REPLIMAT,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
39,O'BRIEN,   Captain Boday?,4    INT. REPLIMAT,REPLIMAT,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
40,BASHIR,    (not his favorite    person)   The Gallamite. Jadzia dated him.,4    INT. REPLIMAT,REPLIMAT,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
41,O'BRIEN,   Toothy smile? Transparent skull?,4    INT. REPLIMAT,REPLIMAT,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
42,BASHIR,   That's him.,4    INT. REPLIMAT,REPLIMAT,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
43,O'BRIEN,       What's he doing on the station?,4    INT. REPLIMAT,REPLIMAT,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
44,EZRI,   The Gallamites are supplying   duranium for the war effort.,4    INT. REPLIMAT,REPLIMAT,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
45,BASHIR,   I don't know what Jadzia ever saw   in that man...,4    INT. REPLIMAT,REPLIMAT,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
46,O'BRIEN,"   His brains, for one.",4    INT. REPLIMAT,REPLIMAT,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
47,BASHIR,   Did he know who you were?,4    INT. REPLIMAT,REPLIMAT,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
48,EZRI,   Not at first.,4    INT. REPLIMAT,REPLIMAT,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
49,BASHIR,"   But once he found out, I'm sure   he laid on the charm.",4    INT. REPLIMAT,REPLIMAT,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
50,EZRI,   You could say that.,4    INT. REPLIMAT,REPLIMAT,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
51,BASHIR,   The man's insufferable. He's   opinionated. Arrogant.,4    INT. REPLIMAT,REPLIMAT,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
52,EZRI,   Charming.,4    INT. REPLIMAT,REPLIMAT,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
53,O'BRIEN,   Something wrong?,4    INT. REPLIMAT,REPLIMAT,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
54,KIRA,   We just got word from the   Klingons. The Rotarran and the   Koraga were ambushed by a   Dominion patrol near the   Badlands.,4    INT. REPLIMAT,REPLIMAT,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
55,EZRI,       Worf was commanding the Koraga...,4    INT. REPLIMAT,REPLIMAT,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
56,KIRA,   It didn't make it. The Rotarran   recovered six escape pods... Worf   wasn't aboard any of them.,4    INT. REPLIMAT,REPLIMAT,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
57,QUARK,   Heard anything from the Defiant?,5    INT. QUARK'S,QUARK'S,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
58,EZRI,"   I talked to Benjamin this morning.   He said that according to the   Koraga's crew, Worf was the last   to leave the bridge.       No one knows if he made it to an   escape pod.",5    INT. QUARK'S,QUARK'S,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
59,QUARK,   My money says he did. We haven't   seen the last of that crazy Klingon.,5    INT. QUARK'S,QUARK'S,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
60,EZRI,   They've been searching for three   days...,5    INT. QUARK'S,QUARK'S,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
61,QUARK,"   They'll find him. It's just going   to take a while. You know what   it's like in the Badlands, there's   a lot of sensor interference.",5    INT. QUARK'S,QUARK'S,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
62,EZRI,   I should've gone with them...,5    INT. QUARK'S,QUARK'S,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
63,QUARK,   What would you be able to do that   they can't?,5    INT. QUARK'S,QUARK'S,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
64,EZRI,"   Probably nothing, but it'd be   easier than sitting here waiting.",5    INT. QUARK'S,QUARK'S,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
65,QUARK,   He'll be back before you know it.,5    INT. QUARK'S,QUARK'S,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
66,EZRI,       You really think so?,5    INT. QUARK'S,QUARK'S,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
67,QUARK,"   Absolutely. The night before he   went on patrol, he brought the   Koraga's crew in here and bought   them three barrels of bloodwine.",5    INT. QUARK'S,QUARK'S,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
68,EZRI,   And?,5    INT. QUARK'S,QUARK'S,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
69,QUARK,   And he didn't pay the tab. You   really think he'd go to   Sto'Vo'Kor owing me money?,5    INT. QUARK'S,QUARK'S,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
70,EZRI,   He doesn't even like you.,5    INT. QUARK'S,QUARK'S,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
71,QUARK,   Exactly. He couldn't enjoy the   afterlife knowing that I had   something over him.,5    INT. QUARK'S,QUARK'S,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
72,EZRI,"   Thanks, Quark.",5    INT. QUARK'S,QUARK'S,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
73,COM,   Ops to Lieutenant Dax.,7    INT. EZRI'S BEDROOM (OPTICAL),EZRI'S BEDROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
74,EZRI,   Go ahead.,7    INT. EZRI'S BEDROOM (OPTICAL),EZRI'S BEDROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
75,COM,   You have an incoming transmission   from the Defiant.,7    INT. EZRI'S BEDROOM (OPTICAL),EZRI'S BEDROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
76,EZRI,   Patch it through.,7    INT. EZRI'S BEDROOM (OPTICAL),EZRI'S BEDROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
77,EZRI,"       What is it, Benjamin?",7    INT. EZRI'S BEDROOM (OPTICAL),EZRI'S BEDROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
78,SISKO,       I'm afraid we're going to have to   call off the search.,7    INT. EZRI'S BEDROOM (OPTICAL),EZRI'S BEDROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
79,EZRI,       You're giving up... ?,7    INT. EZRI'S BEDROOM (OPTICAL),EZRI'S BEDROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
80,SISKO,   We don't have any choice. There   are over a dozen Jem'Hadar ships   closing on our position.,8    INT. DEFIANT - READY ROOM (OPTICAL),DEFIANT - READY ROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
81,EZRI,   But what if he's out there   somewhere?,8    INT. DEFIANT - READY ROOM (OPTICAL),DEFIANT - READY ROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
82,SISKO,"   Let's face it, the odds aren't   good. We don't even know that he   made it off the Koraga.",8    INT. DEFIANT - READY ROOM (OPTICAL),DEFIANT - READY ROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
83,SISKO,   I'm sorry.,8    INT. DEFIANT - READY ROOM (OPTICAL),DEFIANT - READY ROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
84,DAMAR,   The Defiant is returning to   Federation space.       I'm ordering our ships to pursue.,10   INT. DOMINION BRIEFING ROOM,DOMINION BRIEFING ROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
85,WEYOUN,   No. Divert them to the So'na   outpost on Devos Two.,10   INT. DOMINION BRIEFING ROOM,DOMINION BRIEFING ROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
86,DAMAR,   Why?,10   INT. DOMINION BRIEFING ROOM,DOMINION BRIEFING ROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
87,WEYOUN,   We need them to help protect the   new Ketracel White facility. The   Federation has been made aware of   its location.,10   INT. DOMINION BRIEFING ROOM,DOMINION BRIEFING ROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
88,DAMAR,   Can't the So'na protect it?,10   INT. DOMINION BRIEFING ROOM,DOMINION BRIEFING ROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
89,WEYOUN,   Are you questioning my orders?   That would be... foolish.,10   INT. DOMINION BRIEFING ROOM,DOMINION BRIEFING ROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
90,WEYOUN,    (still studying the    starchart)   I wonder what the Defiant was   doing out there... ?,10   INT. DOMINION BRIEFING ROOM,DOMINION BRIEFING ROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
91,DAMAR,   Probably looking for survivors   from the Koraga.,10   INT. DOMINION BRIEFING ROOM,DOMINION BRIEFING ROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
92,WEYOUN,   For that long?,10   INT. DOMINION BRIEFING ROOM,DOMINION BRIEFING ROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
93,DAMAR,       Our adversaries don't see their   soldiers as expendable. They're   not bred in hatcheries like the   Jem'Hadar.,10   INT. DOMINION BRIEFING ROOM,DOMINION BRIEFING ROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
94,WEYOUN,"   If you have something to say,   Damar, say it.",10   INT. DOMINION BRIEFING ROOM,DOMINION BRIEFING ROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
95,DAMAR,   Do you have any idea how many   casualties Cardassia has taken?   There's not a single family that   hasn't lost someone in this war.,10   INT. DOMINION BRIEFING ROOM,DOMINION BRIEFING ROOM,INT.,"""Penumbra""",1999-01-04,Deep Space Nine
