,character,quote,scene,location,view,episode,date,series,file
0,KIRA,   Is all this really necessary?,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
1,BASHIR,"   The Klingon invasion has all but   destroyed the Cardassian health   system. They're suffering   outbreaks of all kinds of diseases   and in epidemic proportions       Besides, you only have twelve more   inoculations.",1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
2,KIRA,   Twelve?,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
3,BASHIR,"   Sorry, but if you want to go to   the conference...",1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
4,KIRA,   I don't want to go. I'm no   diplomat. Going to some obscure   Cardassian outpost to share   Bajoran intelligence about the   Klingons isn't exactly the kind of   thing I'm good at. I'm not sure   why I even agreed to go.,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
5,BASHIR,   You agreed because it was a   personal request from the First   Minister of Bajor.,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
6,KIRA,"   It was a personal request all   right. Shakaar took me to my   favorite restaurant in Jalanda   City, poured me glass after glass   of spring wine, then took me back   to his home, and gave me a massage   with Kolaish spice oil.",1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
7,BASHIR,   Nice to know he keeps in touch   with his constituents.,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
8,KIRA,"       It wasn't fair. At that point, I   would have said yes to anything.",1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
9,BASHIR,   What is it?,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
10,KIRA,       I'm seeing spots...,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
11,BASHIR,"   Big, green, swirling ones?",1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
12,KIRA,   The size of Alvinian melons.,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
13,BASHIR,   And the room is starting to spin?,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
14,KIRA,       Yes.,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
15,BASHIR,   Good. Means the vaccine's   working. Everything will settle   down in a moment.,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
16,WORF,       May I speak with you?,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
17,KIRA,   I'm not going anywhere.,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
18,BASHIR,"   This one might make you a little   queasy.       If you have something to say to   her, you'd better make it fast.",1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
19,WORF,"   Major, the Federation has some   concerns about your upcoming   meeting with the Cardassians.",1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
20,KIRA,   So do I.,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
21,WORF,   There are certain technological   advances we have shared with both   Bajor and the Klingons that we   would prefer to keep out of   Cardassian hands.,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
22,KIRA,   Such as?,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
23,WORF,"   Photon torpedo guidance systems,   long-range sensors, enhanced warp   core overdrives. This is a   complete list.",1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
24,KIRA,   I think the Cardassians are going   to be a little disappointed.,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
25,WORF,   Undoubtedly.,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
26,KIRA,       Anything else.,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
27,WORF,   No.,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
28,KIRA,   Good. I'll be right back.,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
29,BASHIR,       I'm glad I'm not going to   Cardassia.,1    INT. INFIRMARY,INFIRMARY,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
30,QUARK ,   Major!,2    INT. PROMENADE,PROMENADE,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
31,QUARK,"   This is for you, Major. For your   journey. It's fresh hasperat.   Not replicated. I know how you   hate Cardassian food, so...",2    INT. PROMENADE,PROMENADE,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
32,QUARK,"   Well, aren't you going to thank   me?",2    INT. PROMENADE,PROMENADE,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
33,KIRA,"   What do you want, Quark?",2    INT. PROMENADE,PROMENADE,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
34,QUARK,   Me? Why -- nothing.,2    INT. PROMENADE,PROMENADE,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
35,QUARK,       Don't you believe me capable of a   gesture of friendship that has no   strings attached?,2    INT. PROMENADE,PROMENADE,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
36,KIRA,   No.,2    INT. PROMENADE,PROMENADE,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
37,QUARK,"   Well, you're right. Now, what I   need is for you to look up an old   friend of mine in the Ministry of   Trade. He was stationed on Bajor   during the occupation... and when   he left...",2    INT. PROMENADE,PROMENADE,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
38,QUARK ,   ... in quite a hurry I may add...   he forgot to pay his very   extensive bar tab.,2    INT. PROMENADE,PROMENADE,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
39,KIRA,   You want me to interrupt my   mission to collect an old debt for   you?,2    INT. PROMENADE,PROMENADE,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
40,QUARK,"   The way I see it, you should start   by demanding twenty-two bars of   latinum -- which includes the   interest accumulated. He'll offer   you eight, you can settle for   twelve.",2    INT. PROMENADE,PROMENADE,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
41,KIRA,   I'd rather settle for replicated   hasperat.,2    INT. PROMENADE,PROMENADE,INT.,Return to Grace,1995-11-22,Deep Space Nine,486.txt
