,character,quote,scene,location,view,episode,date,series,file
0,ODO ,   Enjoying the view?,1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
1,JAKE,       I'm stuck on this new story I'm    working on. Coming here helps me    focus --,1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
2,ODO,"       No need to explain yourself,    Mister Sisko.",1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
3,JAKE,   I just thought...,1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
4,ODO,   You thought what?,1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
5,JAKE,       I thought you were going to ask me   to leave.,1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
6,ODO,   Why would I do that?,1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
7,JAKE,   You always used to chase me away.,1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
8,ODO,"       I never chased you away...   I chased Nog. You just happened to   be with him.       So, unless you plan on flicking   sandpeas at the passing throng,   you can stay here as long as you   want.",1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
9,JAKE,       I don't have any sandpeas.,1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
10,ODO,"   You miss him, don't you?",1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
11,JAKE,       Nog? Maybe a little...,1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
12,QUARK ,   A little?,1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
13,QUARK,"       There isn't a day goes by that I   don't see him standing here,   pining away for that no-good   nephew of mine.",1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
14,JAKE,   I'm not here every day.,1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
15,QUARK,"   No, just four or five times a   week. If you ask me, Nog   should've never gone off to the   Academy. You lost a friend, and   I lost a good waiter.",1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
16,JAKE,   Nog'll be back and he'll be   wearing a Starfleet uniform. I'm   proud of what he's doing.,1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
17,QUARK,   Remember that the next time you   try to play dom-jot by yourself.,1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
18,JAKE,   You don't want me hanging around   here? Fine. I'll do my thinking   someplace else.,1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
19,QUARK,   Poor kid... I suppose that's what   you get for having friends.,1    INT. PROMENADE,PROMENADE,INT.,Shattered Mirror,1996-02-02,Deep Space Nine,492.txt
