,character,quote,scene,location,view,episode,date,series
0,PALLRA,"   I didn't kill him, you know.",2    INT. PALLRA'S LIVING ROOM - NIGHT,PALLRA'S LIVING ROOM,INT.,STAR TREK: DEEP SPACE NINE,1993-09-17,Deep Space Nine
1,PALLRA,   A lot of people believed it was me.     That shape-shifter thought so.  But    he was wrong.,2    INT. PALLRA'S LIVING ROOM - NIGHT,PALLRA'S LIVING ROOM,INT.,STAR TREK: DEEP SPACE NINE,1993-09-17,Deep Space Nine
2,QUARK,   It was a long time ago.,2    INT. PALLRA'S LIVING ROOM - NIGHT,PALLRA'S LIVING ROOM,INT.,STAR TREK: DEEP SPACE NINE,1993-09-17,Deep Space Nine
3,PALLRA,"    (nods, beat, not ready     to get down to     business)   Say what you will about the    Cardassians... at least they could    keep the power on... do you want    more ice?",2    INT. PALLRA'S LIVING ROOM - NIGHT,PALLRA'S LIVING ROOM,INT.,STAR TREK: DEEP SPACE NINE,1993-09-17,Deep Space Nine
4,QUARK,   I'm fine.,2    INT. PALLRA'S LIVING ROOM - NIGHT,PALLRA'S LIVING ROOM,INT.,STAR TREK: DEEP SPACE NINE,1993-09-17,Deep Space Nine
5,PALLRA,   You were always very kind.,2    INT. PALLRA'S LIVING ROOM - NIGHT,PALLRA'S LIVING ROOM,INT.,STAR TREK: DEEP SPACE NINE,1993-09-17,Deep Space Nine
6,QUARK,   Was I?,2    INT. PALLRA'S LIVING ROOM - NIGHT,PALLRA'S LIVING ROOM,INT.,STAR TREK: DEEP SPACE NINE,1993-09-17,Deep Space Nine
7,PALLRA,   You made life a little easier.,2    INT. PALLRA'S LIVING ROOM - NIGHT,PALLRA'S LIVING ROOM,INT.,STAR TREK: DEEP SPACE NINE,1993-09-17,Deep Space Nine
8,QUARK,   I ran a black market for anyone who    could pay.  Never exactly thought of    myself as... kind.,2    INT. PALLRA'S LIVING ROOM - NIGHT,PALLRA'S LIVING ROOM,INT.,STAR TREK: DEEP SPACE NINE,1993-09-17,Deep Space Nine
9,PALLRA,"   But there was a little extra ginger    tea in the package you gave me, wasn't    there...",2    INT. PALLRA'S LIVING ROOM - NIGHT,PALLRA'S LIVING ROOM,INT.,STAR TREK: DEEP SPACE NINE,1993-09-17,Deep Space Nine
10,QUARK,   You didn't call me to Bajor to talk    about tea.,2    INT. PALLRA'S LIVING ROOM - NIGHT,PALLRA'S LIVING ROOM,INT.,STAR TREK: DEEP SPACE NINE,1993-09-17,Deep Space Nine
11,PALLRA,   I need a favor.,2    INT. PALLRA'S LIVING ROOM - NIGHT,PALLRA'S LIVING ROOM,INT.,STAR TREK: DEEP SPACE NINE,1993-09-17,Deep Space Nine
12,QUARK,       For old times sake.,2    INT. PALLRA'S LIVING ROOM - NIGHT,PALLRA'S LIVING ROOM,INT.,STAR TREK: DEEP SPACE NINE,1993-09-17,Deep Space Nine
13,PALLRA,   That's right.,2    INT. PALLRA'S LIVING ROOM - NIGHT,PALLRA'S LIVING ROOM,INT.,STAR TREK: DEEP SPACE NINE,1993-09-17,Deep Space Nine
14,QUARK,   I'm still as kind as ever.,2    INT. PALLRA'S LIVING ROOM - NIGHT,PALLRA'S LIVING ROOM,INT.,STAR TREK: DEEP SPACE NINE,1993-09-17,Deep Space Nine
15,PALLRA,   I can pay you.,2    INT. PALLRA'S LIVING ROOM - NIGHT,PALLRA'S LIVING ROOM,INT.,STAR TREK: DEEP SPACE NINE,1993-09-17,Deep Space Nine
16,QUARK,   I'm listening.,2    INT. PALLRA'S LIVING ROOM - NIGHT,PALLRA'S LIVING ROOM,INT.,STAR TREK: DEEP SPACE NINE,1993-09-17,Deep Space Nine
17,PALLRA,   My husband kept a strongbox in our    shop on the station.  Buried in the    wall.  I want you to bring it to me.,2    INT. PALLRA'S LIVING ROOM - NIGHT,PALLRA'S LIVING ROOM,INT.,STAR TREK: DEEP SPACE NINE,1993-09-17,Deep Space Nine
18,QUARK,   What's in it...,2    INT. PALLRA'S LIVING ROOM - NIGHT,PALLRA'S LIVING ROOM,INT.,STAR TREK: DEEP SPACE NINE,1993-09-17,Deep Space Nine
