,character,quote,scene,location,view,episode,date,series,file
0,BASHIR,   Lot of kick for a forty-five Dom.,1    INT. PARIS NIGHTCLUB - NIGHT,PARIS NIGHTCLUB,INT.,Our Man Bashir,1995-10-26,Deep Space Nine,482.txt
1,CAPRICE,"   Thank you, Mister... Mister... ?",1    INT. PARIS NIGHTCLUB - NIGHT,PARIS NIGHTCLUB,INT.,Our Man Bashir,1995-10-26,Deep Space Nine,482.txt
2,BASHIR,   BASHIR.  Julian Bashir.,1    INT. PARIS NIGHTCLUB - NIGHT,PARIS NIGHTCLUB,INT.,Our Man Bashir,1995-10-26,Deep Space Nine,482.txt
3,CAPRICE,   Who's that?,1    INT. PARIS NIGHTCLUB - NIGHT,PARIS NIGHTCLUB,INT.,Our Man Bashir,1995-10-26,Deep Space Nine,482.txt
4,BASHIR,       An uninvited guest.,1    INT. PARIS NIGHTCLUB - NIGHT,PARIS NIGHTCLUB,INT.,Our Man Bashir,1995-10-26,Deep Space Nine,482.txt
5,BASHIR,   Nice tux.,1    INT. PARIS NIGHTCLUB - NIGHT,PARIS NIGHTCLUB,INT.,Our Man Bashir,1995-10-26,Deep Space Nine,482.txt
6,GARAK,   Thank you.,1    INT. PARIS NIGHTCLUB - NIGHT,PARIS NIGHTCLUB,INT.,Our Man Bashir,1995-10-26,Deep Space Nine,482.txt
7,BASHIR,   Now get out.,1    INT. PARIS NIGHTCLUB - NIGHT,PARIS NIGHTCLUB,INT.,Our Man Bashir,1995-10-26,Deep Space Nine,482.txt
8,GARAK,"   But Doctor, I've only just   arrived.",1    INT. PARIS NIGHTCLUB - NIGHT,PARIS NIGHTCLUB,INT.,Our Man Bashir,1995-10-26,Deep Space Nine,482.txt
9,BASHIR,"   Garak, breaking into a holosuite   during someone's program is not   only rude, it's illegal. I should   call Odo and have you arrested.",1    INT. PARIS NIGHTCLUB - NIGHT,PARIS NIGHTCLUB,INT.,Our Man Bashir,1995-10-26,Deep Space Nine,482.txt
10,GARAK,   What an extreme reaction that   would be. You must be quite   embarrassed by this program.,1    INT. PARIS NIGHTCLUB - NIGHT,PARIS NIGHTCLUB,INT.,Our Man Bashir,1995-10-26,Deep Space Nine,482.txt
11,BASHIR,   I'm not embarrassed. I'm annoyed   that you've intruded on my   privacy.,1    INT. PARIS NIGHTCLUB - NIGHT,PARIS NIGHTCLUB,INT.,Our Man Bashir,1995-10-26,Deep Space Nine,482.txt
12,GARAK,"   Privacy, Doctor? I'd say it goes   far deeper than that.       Ever since you received this new   program, you've been spending   virtually all of your free time   in the holosuite. But you haven't   told anyone what the program is.",1    INT. PARIS NIGHTCLUB - NIGHT,PARIS NIGHTCLUB,INT.,Our Man Bashir,1995-10-26,Deep Space Nine,482.txt
13,BASHIR,   Am I supposed to?,1    INT. PARIS NIGHTCLUB - NIGHT,PARIS NIGHTCLUB,INT.,Our Man Bashir,1995-10-26,Deep Space Nine,482.txt
14,GARAK,   No. But you're a -- forgive me --   a talkative man and it's unusual   for you to have secrets.,1    INT. PARIS NIGHTCLUB - NIGHT,PARIS NIGHTCLUB,INT.,Our Man Bashir,1995-10-26,Deep Space Nine,482.txt
