,character,quote,scene,location,view,episode,date,series,file
0,BASHIR,       I thought you said you'd already   started straightening up.,1    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,Accession,1996-01-05,Deep Space Nine,489.txt
1,O'BRIEN,   You should've seen the place   before.,1    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,Accession,1996-01-05,Deep Space Nine,489.txt
2,BASHIR,       Keiko's shuttle is going to be   here before we know it. We   should've left the holosuite hours   ago.,1    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,Accession,1996-01-05,Deep Space Nine,489.txt
3,O'BRIEN,"   And let the Jerries get across the   channel, never.",1    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,Accession,1996-01-05,Deep Space Nine,489.txt
4,BASHIR,   It's sort of a shame to pack all   this stuff away...,1    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,Accession,1996-01-05,Deep Space Nine,489.txt
5,O'BRIEN,   Wish I didn't have to.,1    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,Accession,1996-01-05,Deep Space Nine,489.txt
6,BASHIR,   It's almost like... sculpture. A   monument to your year as a   bachelor.,1    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,Accession,1996-01-05,Deep Space Nine,489.txt
7,O'BRIEN,       I suppose it is.,1    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,Accession,1996-01-05,Deep Space Nine,489.txt
8,BASHIR,   Who are we to dismantle this...   piece of art?,1    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,Accession,1996-01-05,Deep Space Nine,489.txt
9,O'BRIEN,"   I don't know. But if we don't,   Keiko'll dismantle me.",1    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,Accession,1996-01-05,Deep Space Nine,489.txt
10,MOLLY,   Daddy!,3    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,Accession,1996-01-05,Deep Space Nine,489.txt
11,O'BRIEN,"   Hi, Sweetie!",3    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,Accession,1996-01-05,Deep Space Nine,489.txt
12,KEIKO,   Mmm. One good thing about going   away... is coming home.,3    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,Accession,1996-01-05,Deep Space Nine,489.txt
13,O'BRIEN,   I don't ever want to be apart like   that again.,3    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,Accession,1996-01-05,Deep Space Nine,489.txt
14,MOLLY,   Daddy! Daddy! I have a little   brother!,3    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,Accession,1996-01-05,Deep Space Nine,489.txt
15,O'BRIEN,       Really?,3    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,Accession,1996-01-05,Deep Space Nine,489.txt
