,character,quote,scene,location,view,episode,date,series,file
0,QUARK  ,   I thought I told you to cancel that    order.  Now what am I supposed to do    with five thousand wrappages of    Cardassian yamok sauce.  They were    the only ones who could stomach that    swill!,1    INT. QUARK'S,QUARK'S,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
1,JAKE,"   Hey, are you gonna play, or what?",1    INT. QUARK'S,QUARK'S,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
2,QUARK,"   You ordered it, you're going    to pay for it!  I'll take half of    your paycheck every week for the    next... six years!    (turns to face him     squarely)   And from now on, no more Cardassian    food in here!  Ever!",1    INT. QUARK'S,QUARK'S,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
3,JAKE,"       C'mon, Nog, it's your turn.",1    INT. QUARK'S,QUARK'S,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
4,NOG,       ... five thousand wrappages... that's    a lot of yamok sauce...,1    INT. QUARK'S,QUARK'S,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
5,JAKE,"   Look, either take your turn, or I    win.",1    INT. QUARK'S,QUARK'S,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
6,NOG,   ... it'd be a shame for it to go to    waste...,1    INT. QUARK'S,QUARK'S,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
7,JAKE,    (tosses in cards;     disgusted)   That's it; game's over.,1    INT. QUARK'S,QUARK'S,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
8,NOG,"   Jake, I'm getting that... tingle in    the lobes.  And when a lobe tingles,    it means only one thing:    ""Opportunity.""",1    INT. QUARK'S,QUARK'S,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
9,JAKE,       What're you talking about?,1    INT. QUARK'S,QUARK'S,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
10,NOG,"   I'm talking about gold-pressed    latinum... maybe four, or five bars...",1    INT. QUARK'S,QUARK'S,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
11,JAKE,   I thought you were talking about    yamok sauce.,1    INT. QUARK'S,QUARK'S,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
12,NOG,   You've got a lot to learn about    opportunity.       Come on.,1    INT. QUARK'S,QUARK'S,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
13,JAKE,       Where?,1    INT. QUARK'S,QUARK'S,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
14,SISKO ,"   Station log.  Stardate xxxx.xx.     With the help of the Federation,    Bajor is about to commence its first    large-scale energy transfer: The    tapping of the molten core of its    fifth moon, Jeraddo.",3    EXT. SPACE - DEEP SPACE NINE (OPTICAL) (STOCK),SPACE - DEEP SPACE NINE,EXT.,Progress,1993-02-16,Deep Space Nine,415.txt
15,DAX,   Magma pressures remain constant...,4    INT. OPS,OPS,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
16,O'BRIEN,   Differential subsurface movement is    at zero-point-three percent.,4    INT. OPS,OPS,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
17,TORAN,   Is that good?,4    INT. OPS,OPS,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
18,KIRA,       They'd tell you if it weren't.,4    INT. OPS,OPS,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
19,TORAN,   Why is that red light blinking?,4    INT. OPS,OPS,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
20,O'BRIEN,   We're in normal standby mode.,4    INT. OPS,OPS,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
21,TORAN,"   I take it, then, that we're not    expecting any surprises.",4    INT. OPS,OPS,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
22,SISKO,   We don't like surprises any more    than you do.,4    INT. OPS,OPS,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
23,KIRA,"   Minister Toran, these people are    professionals.",4    INT. OPS,OPS,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
24,TORAN,"   Forgive my bureaucratic nitpicking,    Major, but we're counting on Jeraddo's    energy to heat a few hundred thousand    Bajoran homes this winter.",4    INT. OPS,OPS,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
25,KIRA,"   With that in mind, we're due to make    our next inspection...",4    INT. OPS,OPS,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
26,DAX,"   Anyway, so there I was, sitting in    Quark's, when Morn just comes over    and invites me for dinner... Grid    square twelve-delta reads clear of    life forms...",10   INT. RUNABOUT,RUNABOUT,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
27,KIRA,   Morn?  Are you serious?,10   INT. RUNABOUT,RUNABOUT,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
28,DAX,       Beginning scan of grid square fifteen    delta...,10   INT. RUNABOUT,RUNABOUT,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
29,KIRA,   So what did you say?,10   INT. RUNABOUT,RUNABOUT,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
30,DAX,   I told him I was busy.,10   INT. RUNABOUT,RUNABOUT,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
31,KIRA,   Good.,10   INT. RUNABOUT,RUNABOUT,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
32,DAX,   But you know those seven or eight    little wiry hairs sticking out of    his forehead?,10   INT. RUNABOUT,RUNABOUT,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
33,KIRA,       What... ?,10   INT. RUNABOUT,RUNABOUT,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
34,DAX,   They make him look kind of cute.,10   INT. RUNABOUT,RUNABOUT,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
35,DAX,       That's odd... Sensors read a humanoid    presence in fifteen delta.  Could be    one of the project thermologists.,10   INT. RUNABOUT,RUNABOUT,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
36,KIRA,   Not in fifteen delta.,10   INT. RUNABOUT,RUNABOUT,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
37,DAX,   See for yourself.,10   INT. RUNABOUT,RUNABOUT,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
38,KIRA,       All the inhabitants should've been    evacuated by now.       I'd better beam down there and see    what's going on.,10   INT. RUNABOUT,RUNABOUT,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
39,DAX,   Ready to transport.,10   INT. RUNABOUT,RUNABOUT,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
40,KIRA,   I won't be long.,10   INT. RUNABOUT,RUNABOUT,INT.,Progress,1993-02-16,Deep Space Nine,415.txt
41,MULLIBOK  ,"   The problem is, they don't like    uniforms.",15   EXT. OUTSIDE COTTAGE - DAY (CONTINUING),OUTSIDE COTTAGE - DAY,EXT.,Progress,1993-02-16,Deep Space Nine,415.txt
42,KIRA,"   Neither do I, but it comes with the    job.",15   EXT. OUTSIDE COTTAGE - DAY (CONTINUING),OUTSIDE COTTAGE - DAY,EXT.,Progress,1993-02-16,Deep Space Nine,415.txt
43,MULLIBOK,   Which is?,15   EXT. OUTSIDE COTTAGE - DAY (CONTINUING),OUTSIDE COTTAGE - DAY,EXT.,Progress,1993-02-16,Deep Space Nine,415.txt
44,KIRA,"   Do we talk, or do they attack?",15   EXT. OUTSIDE COTTAGE - DAY (CONTINUING),OUTSIDE COTTAGE - DAY,EXT.,Progress,1993-02-16,Deep Space Nine,415.txt
45,MULLIBOK,   You're halfway pretty.,15   EXT. OUTSIDE COTTAGE - DAY (CONTINUING),OUTSIDE COTTAGE - DAY,EXT.,Progress,1993-02-16,Deep Space Nine,415.txt
46,KIRA,   Does that mean I can come in?,15   EXT. OUTSIDE COTTAGE - DAY (CONTINUING),OUTSIDE COTTAGE - DAY,EXT.,Progress,1993-02-16,Deep Space Nine,415.txt
47,MULLIBOK,"   Problem is, I don't like uniforms,    either.  They scare me.       We've had our fill of uniformed    bullies.",15   EXT. OUTSIDE COTTAGE - DAY (CONTINUING),OUTSIDE COTTAGE - DAY,EXT.,Progress,1993-02-16,Deep Space Nine,415.txt
48,KIRA,   I'm no Cardassian.  You know you're    supposed to be out of here by now.,15   EXT. OUTSIDE COTTAGE - DAY (CONTINUING),OUTSIDE COTTAGE - DAY,EXT.,Progress,1993-02-16,Deep Space Nine,415.txt
49,MULLIBOK,"   All I know is this farm.  If you    want proof, girl, just take a look    at my crop.",15   EXT. OUTSIDE COTTAGE - DAY (CONTINUING),OUTSIDE COTTAGE - DAY,EXT.,Progress,1993-02-16,Deep Space Nine,415.txt
50,KIRA,"       I'd rather you didn't call me ""girl.""",15   EXT. OUTSIDE COTTAGE - DAY (CONTINUING),OUTSIDE COTTAGE - DAY,EXT.,Progress,1993-02-16,Deep Space Nine,415.txt
51,MULLIBOK,"       ... Our crop, I should say.  Mostly    the katterpod beans.  You won't find    better katterpods.",15   EXT. OUTSIDE COTTAGE - DAY (CONTINUING),OUTSIDE COTTAGE - DAY,EXT.,Progress,1993-02-16,Deep Space Nine,415.txt
