,character,quote,scene,location,view,episode,date,series,file
0,MISS SARDA,   I'm not what a lot of people think...,1    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
1,MISS SARDA,"       I mean if you're a dabo girl, you    know, you get a reputation...",1    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
2,SISKO,"   Miss Sarda, why don't tell me exactly    what happened?  When did you start    having trouble with Quark...",1    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
3,MISS SARDA,   About five minutes after I got off    the ship...,1    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
4,SISKO,   He immediately made sexual advances.,1    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
5,MISS SARDA,   He said it was part of the job.,1    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
6,SISKO,   And what did you say?,1    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
7,MISS SARDA,   I told him I'd wear the costume and    entertain the gamblers... but to    keep his Ferengi knuckles to    himself...,1    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
8,SISKO,   But that didn't stop him... ?,1    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
9,MISS SARDA,"   No, he said again that it was part    of the job.",1    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
10,MISS SARDA,"       He showed me my employment    agreement... see?  There it is in    the Ferengi print, on page twenty-   one, sub-section twelve... paragraph    ""D""...",1    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
11,SISKO,       You're telling me the contract you    signed requires you to...,1    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
12,MISS SARDA,"   I guess I should have read it more    carefully... I'm not a legal expert,    Commander...",1    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
13,SISKO,"       I'm not a legal expert either, but I    can assure you, after I talk to Quark,    he won't hold you, or anyone else,    to this provision of...",1    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
14,KIRA,"   Commander, sensors are picking up    elevated neutrino readings.     Something's coming through the    wormhole...",1    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
15,SISKO,       Are any of the transports due back?,1    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
16,KIRA,   Not according to our logs.,1    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
17,SISKO,   Put us on yellow alert.       Excuse me...,1    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
18,DAX,       It doesn't match anything in Starfleet    files.,3    INT. OPS,OPS,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
19,O'BRIEN,   I'm getting readings of a massive    energy flux.  It could be damaged.,3    INT. OPS,OPS,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
20,DAX,   Sensors indicate a single humanoid    lifeform onboard.,3    INT. OPS,OPS,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
21,SISKO,   Hail it.,3    INT. OPS,OPS,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
22,O'BRIEN,"       Aye, Sir.       Hail acknowledged.  Response coming    in.",3    INT. OPS,OPS,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
23,SISKO,   On screen.,3    INT. OPS,OPS,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
24,SISKO,   Welcome to the Alpha Quadrant.  I'm    Commander Benjamin Sisko of the United    Federation of Planets.,3    INT. OPS,OPS,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
25,TOSK,   Alpha quadrant?,3    INT. OPS,OPS,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
26,SISKO,   You have passed through a wormhole    into a new part of the galaxy...,3    INT. OPS,OPS,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
27,TOSK,   I saw a small ship disappear... I    followed it...,3    INT. OPS,OPS,INT.,Captive Pursuit,1992-10-23,Deep Space Nine,406.txt
