,character,quote,scene,location,view,episode,date,series,file
0,HUDSON,"       Ben, you should've seen the look on    your face when you saw me standing    there.",1    EXT. JUNGLE - DAY,JUNGL,EXT.,"The Maquis, Part II",1994-02-17,Deep Space Nine,441.txt
1,SISKO,   I hardly recognized you without your    uniform.,1    EXT. JUNGLE - DAY,JUNGL,EXT.,"The Maquis, Part II",1994-02-17,Deep Space Nine,441.txt
2,HUDSON,"       Lately, it's been feeling a little    tight on me.",1    EXT. JUNGLE - DAY,JUNGL,EXT.,"The Maquis, Part II",1994-02-17,Deep Space Nine,441.txt
3,SISKO,   Just like that?,1    EXT. JUNGLE - DAY,JUNGL,EXT.,"The Maquis, Part II",1994-02-17,Deep Space Nine,441.txt
4,HUDSON,"    (trying to convince     himself as well)   It's just a uniform, Ben.",1    EXT. JUNGLE - DAY,JUNGL,EXT.,"The Maquis, Part II",1994-02-17,Deep Space Nine,441.txt
5,SISKO,   Is that all it is?       I remember when you first put it on.,1    EXT. JUNGLE - DAY,JUNGL,EXT.,"The Maquis, Part II",1994-02-17,Deep Space Nine,441.txt
6,HUDSON,   The day we graduated from the Academy.     We both swore we'd be starship    captains by the time we were thirty.,1    EXT. JUNGLE - DAY,JUNGL,EXT.,"The Maquis, Part II",1994-02-17,Deep Space Nine,441.txt
7,SISKO,       And admirals by forty.       I think we've both done pretty well    for ourselves.,1    EXT. JUNGLE - DAY,JUNGL,EXT.,"The Maquis, Part II",1994-02-17,Deep Space Nine,441.txt
8,HUDSON,"   We did, didn't we.  But now... now    I've found something better.    (re: his Maquis     comrades)   These settlers, Ben, if you saw all    they've accomplished without any    help from the Federation... you'd be    fighting along with them.",1    EXT. JUNGLE - DAY,JUNGL,EXT.,"The Maquis, Part II",1994-02-17,Deep Space Nine,441.txt
9,SISKO,   I don't think so.,1    EXT. JUNGLE - DAY,JUNGL,EXT.,"The Maquis, Part II",1994-02-17,Deep Space Nine,441.txt
10,HUDSON,"       They've traveled out here to the    back of the beyond and built homes    out of the wilderness.  Maybe the    Federation can turn their backs on    them, but I can't.",1    EXT. JUNGLE - DAY,JUNGL,EXT.,"The Maquis, Part II",1994-02-17,Deep Space Nine,441.txt
11,SISKO,"   I'm not asking you to.  But your    joining the Maquis isn't helping    anyone.  Your actions have only    endangered the treaty, put millions    of lives at risk...",1    EXT. JUNGLE - DAY,JUNGL,EXT.,"The Maquis, Part II",1994-02-17,Deep Space Nine,441.txt
12,HUDSON,"       The Federation believes every problem    can be solved with a treaty.  But    out here, on the frontier, without    the power of the Federation to back    it up, a treaty's just a piece of    paper.",1    EXT. JUNGLE - DAY,JUNGL,EXT.,"The Maquis, Part II",1994-02-17,Deep Space Nine,441.txt
13,SISKO,   Do you have evidence that the Central    Command has violated the treaty?,1    EXT. JUNGLE - DAY,JUNGL,EXT.,"The Maquis, Part II",1994-02-17,Deep Space Nine,441.txt
14,HUDSON,"   Not yet, but we will.",1    EXT. JUNGLE - DAY,JUNGL,EXT.,"The Maquis, Part II",1994-02-17,Deep Space Nine,441.txt
