,character,quote,scene,location,view,episode,date,series,file
0,KOR,"   -- walls of fire on one side,    rivers of lava on the other... we    snaked our way through the hot,    smoldering canyon, our skin so    parched and blistered it was thick    as armor. Kang, Koloth and I had    set out with forty legions and    now, only we three remained to    face T'nag's army.",1    INT. QUARK'S,QUARK'S,INT.,The Sword of Kahless,1995-09-29,Deep Space Nine,481.txt
1,QUARK,"   You know what I like about Klingon    stories, Commander?",1    INT. QUARK'S,QUARK'S,INT.,The Sword of Kahless,1995-09-29,Deep Space Nine,481.txt
2,QUARK,   Nothing. Lots of people die and    nobody makes any profit.,1    INT. QUARK'S,QUARK'S,INT.,The Sword of Kahless,1995-09-29,Deep Space Nine,481.txt
3,KOR,"   Chanting a battle cry -- Koloth    attacked their flank -- his eyes    bulging with hate and revenge. It    was a magnificent sight. A    disruptor in one hand, his    Bat'leth in the other -- I saw him    kill two dozen men.",1    INT. QUARK'S,QUARK'S,INT.,The Sword of Kahless,1995-09-29,Deep Space Nine,481.txt
4,BASHIR,   Do you believe a word of this?,1    INT. QUARK'S,QUARK'S,INT.,The Sword of Kahless,1995-09-29,Deep Space Nine,481.txt
5,ODO,   Walking along rivers of lava...    walls of fire? Not likely.,1    INT. QUARK'S,QUARK'S,INT.,The Sword of Kahless,1995-09-29,Deep Space Nine,481.txt
6,KIRA,   And three against an army? Even    more unlikely.,1    INT. QUARK'S,QUARK'S,INT.,The Sword of Kahless,1995-09-29,Deep Space Nine,481.txt
7,O'BRIEN,"   Yeah, but who cares? He tells it    well.",1    INT. QUARK'S,QUARK'S,INT.,The Sword of Kahless,1995-09-29,Deep Space Nine,481.txt
8,KOR,"   Kang took the high ground -- and    keeping the three suns to his    back, he forced the enemy to    battle him against the blinding    light.",1    INT. QUARK'S,QUARK'S,INT.,The Sword of Kahless,1995-09-29,Deep Space Nine,481.txt
9,DAX,"        When Kang told this story, you    took the high ground.",1    INT. QUARK'S,QUARK'S,INT.,The Sword of Kahless,1995-09-29,Deep Space Nine,481.txt
10,KOR,   Who gets the credit is not    important.,1    INT. QUARK'S,QUARK'S,INT.,The Sword of Kahless,1995-09-29,Deep Space Nine,481.txt
11,KOR ,"   What matters is that in the end,    the mountainside was so covered    with dead that not a square meter    of ground could be seen. We found    T'nag's body by the river, its    waters red with blood. Which one    of us had slain him, none could    say for certain...",1    INT. QUARK'S,QUARK'S,INT.,The Sword of Kahless,1995-09-29,Deep Space Nine,481.txt
12,KOR,   So we cut out his heart -- and the    three of us feasted on it   together!,1    INT. QUARK'S,QUARK'S,INT.,The Sword of Kahless,1995-09-29,Deep Space Nine,481.txt
13,DAX,   Big heart.,1    INT. QUARK'S,QUARK'S,INT.,The Sword of Kahless,1995-09-29,Deep Space Nine,481.txt
14,KOR,        You need more bloodwine.,1    INT. QUARK'S,QUARK'S,INT.,The Sword of Kahless,1995-09-29,Deep Space Nine,481.txt
15,DAX,   Thanks -- but I've had enough to    last me a year. I need some tea.,1    INT. QUARK'S,QUARK'S,INT.,The Sword of Kahless,1995-09-29,Deep Space Nine,481.txt
16,DAX,   Mister Worf -- I didn't see you    come in.,1    INT. QUARK'S,QUARK'S,INT.,The Sword of Kahless,1995-09-29,Deep Space Nine,481.txt
17,WORF,   I was just leaving.,1    INT. QUARK'S,QUARK'S,INT.,The Sword of Kahless,1995-09-29,Deep Space Nine,481.txt
18,DAX,   Why don't you join us? I'll    introduce you to Kor.,1    INT. QUARK'S,QUARK'S,INT.,The Sword of Kahless,1995-09-29,Deep Space Nine,481.txt
