,character,quote,scene,location,view,episode,date,series,file
0,KIRA,   A little lower... lower...    lower...,1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
1,ODO,   How's that?,1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
2,KIRA,        Mmmm.,1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
3,ODO,   I hope this taught you a lesson.,1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
4,KIRA,        What's that?,1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
5,ODO,   Never play springball against a    changeling.,1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
6,KIRA,"   Just for that, next time I'm not    going to let you win a single    game.",1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
7,ODO,   Then you'd better work on your    backhand.,1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
8,KIRA,"   Right now, all I want to do is    sleep for two or three... days.",1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
9,ODO,"   Go right ahead, I should be back    by the time you wake up.",1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
10,KIRA,        Back? From where?,1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
11,ODO,   I received a coded message from    Gul Russol this morning.,1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
12,KIRA,   Gul Russol? I thought he was    executed when Cardassia joined    the Dominion.,1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
13,ODO,"   So did I. But apparently, we    were wrong. The message says he    wants to meet with me.",1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
14,KIRA,   Why?,1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
15,ODO,"   I don't know, but he's my most    reliable Cardassian informant.",1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
16,KIRA,"   You mean ""was."" What if Russol    is dead and this is a trap?",1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
17,ODO,"   I've thought about that, but I    have to be sure myself. I owe    him that much.",1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
18,KIRA,   You want me to go with you?,1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
19,ODO,   Russol insists I come alone.,1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
20,ODO,"   Don't worry, Nerys. I'll be    careful.",1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
21,KIRA,   Who's worried? This gives me    more time to work on my     backhand.,1    INT. KIRA'S QUARTERS - CLOSE ON KIRA,KIRA'S QUARTER,INT.,,1998-08-25,Deep Space Nine,556.txt
22,QUARK,"   Chief -- how much longer is the    Promenade going to be closed? My    bar is empty, my waiters are    bored and I'm losing money.",4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
23,O'BRIEN,"   Leave me alone, Quark -- or I'll    feed you to one of these plasma    conductors.",4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
24,QUARK,   Are you threatening me?,4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
25,NOG,   We're working as fast as we can.,4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
26,QUARK,"        As spokesman of the Promenade    Merchant's Association, I'm going    to file an official protest with    Captain Sisko.",4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
27,SISKO ,"   Put it in writing, Quark.",4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
28,QUARK,   I'll go find a PADD.,4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
29,SISKO,"   So how much longer, Chief?",4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
30,O'BRIEN,   We should be done here by the end    of the day.,4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
31,SISKO,"   I'm not talking about the    Promenade -- I'm talking about    the Defiant. When are you going    to get the gravity net repaired?    The last time I stepped onto the    bridge, I felt ten kilos heavier.",4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
32,O'BRIEN,"   I'm afraid it's going to take    some time, sir.",4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
33,SISKO,   How much time?,4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
34,O'BRIEN,   About three weeks. The graviton    stabilizer has to be replaced.,4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
35,SISKO,"   You have three days. The    Defiant's going back out on    patrol, and I don't want my crew    getting queasy because the    gravity keeps fluctuating.",4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
36,O'BRIEN,"   But, sir -- the sector    quartermaster said it's going to    take him three weeks to get us a    new stabilizer.",4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
37,SISKO,"   That's your problem, Chief. I'm    leaving for a conference on Bajor    and I want the stabilizer    replaced by the time I get back.    Do I make myself clear?",4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
38,O'BRIEN,"   Yes, sir.",4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
39,NOG,"   I don't want to sound negative,    but I don't see how you can have    the Defiant ready in three days.",4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
40,O'BRIEN,   Neither do I...,4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
41,NOG,   This quartermaster you've been    dealing with -- what's his name?,4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
42,O'BRIEN,   Chief...    (has to think for a     beat)   ...Willoughby.,4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
43,NOG,   I mean his first name.,4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
44,O'BRIEN,    (failing to see the     relevance)    I don't know...,4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
45,NOG,   Is he married?,4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
46,O'BRIEN,   Married? What does that have to    do with getting a graviton    stabilizer?,4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
47,NOG,   Everything. Chief Willoughby    must get hundreds of supply    requisitions every day. He can't    possibly fill them all. So he    puts everyone on a waiting list.,4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
48,O'BRIEN,   I know how he feels. I have to    do the same thing.,4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
49,NOG,"   The secret is getting him to put    you at the top of that list. And    the best way to do that is to    form a relationship with him --    get to know the name of his wife,    his children, find out what he    likes to eat...",4    INT. PROMENADE,PROMENADE,INT.,,1998-08-25,Deep Space Nine,556.txt
