,character,quote,scene,location,view,episode,date,series,file
0,COMPUTER,   Doctor Bashir. The time is oh-   five hundred.,1    INT. BASHIR'S QUARTERS - BEDROOM,BASHIR'S QUARTERS,INT.,What You Leave Behind,1999-03-26,Deep Space Nine,575.txt
1,BASHIR,   Right.,1    INT. BASHIR'S QUARTERS - BEDROOM,BASHIR'S QUARTERS,INT.,What You Leave Behind,1999-03-26,Deep Space Nine,575.txt
2,EZRI,   Julian... we have to get up.,1    INT. BASHIR'S QUARTERS - BEDROOM,BASHIR'S QUARTERS,INT.,What You Leave Behind,1999-03-26,Deep Space Nine,575.txt
3,BASHIR,   Are you sure?,1    INT. BASHIR'S QUARTERS - BEDROOM,BASHIR'S QUARTERS,INT.,What You Leave Behind,1999-03-26,Deep Space Nine,575.txt
4,EZRI,   It's a big day.,1    INT. BASHIR'S QUARTERS - BEDROOM,BASHIR'S QUARTERS,INT.,What You Leave Behind,1999-03-26,Deep Space Nine,575.txt
5,BASHIR,   It was a big night.       It cleared up a lot of questions.,1    INT. BASHIR'S QUARTERS - BEDROOM,BASHIR'S QUARTERS,INT.,What You Leave Behind,1999-03-26,Deep Space Nine,575.txt
6,EZRI,   Such as? ,1    INT. BASHIR'S QUARTERS - BEDROOM,BASHIR'S QUARTERS,INT.,What You Leave Behind,1999-03-26,Deep Space Nine,575.txt
7,BASHIR,    (touching one of    Ezri's Trill,1    INT. BASHIR'S QUARTERS - BEDROOM,BASHIR'S QUARTERS,INT.,What You Leave Behind,1999-03-26,Deep Space Nine,575.txt
8,EZRI,       I suppose you're going to want to   tell Miles.,1    INT. BASHIR'S QUARTERS - BEDROOM,BASHIR'S QUARTERS,INT.,What You Leave Behind,1999-03-26,Deep Space Nine,575.txt
9,BASHIR,   Why would I do that?,1    INT. BASHIR'S QUARTERS - BEDROOM,BASHIR'S QUARTERS,INT.,What You Leave Behind,1999-03-26,Deep Space Nine,575.txt
10,EZRI,   Because you tell him everything.,1    INT. BASHIR'S QUARTERS - BEDROOM,BASHIR'S QUARTERS,INT.,What You Leave Behind,1999-03-26,Deep Space Nine,575.txt
11,BASHIR,"       True... but this time, I'll make   an exception.",1    INT. BASHIR'S QUARTERS - BEDROOM,BASHIR'S QUARTERS,INT.,What You Leave Behind,1999-03-26,Deep Space Nine,575.txt
12,EZRI,   Good -- now we really should get   going. We don't want the Defiant   leaving without us.,1    INT. BASHIR'S QUARTERS - BEDROOM,BASHIR'S QUARTERS,INT.,What You Leave Behind,1999-03-26,Deep Space Nine,575.txt
13,BASHIR,"   You know, I've never gone into   battle with someone I've slept   with.",1    INT. BASHIR'S QUARTERS - BEDROOM,BASHIR'S QUARTERS,INT.,What You Leave Behind,1999-03-26,Deep Space Nine,575.txt
14,EZRI,   There's a first time for   everything.,1    INT. BASHIR'S QUARTERS - BEDROOM,BASHIR'S QUARTERS,INT.,What You Leave Behind,1999-03-26,Deep Space Nine,575.txt
15,BASHIR,"   Now that we're finally together,   it'd be a shame if anything   happened to one of us...",1    INT. BASHIR'S QUARTERS - BEDROOM,BASHIR'S QUARTERS,INT.,What You Leave Behind,1999-03-26,Deep Space Nine,575.txt
