,character,quote,scene,location,view,episode,date,series,file
0,JAKE,   Did they say why you can't marry    Kasidy?,1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
1,SISKO,"   The Prophets aren't saying I    can't, they're saying I    shouldn't.",1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
2,JAKE,   It's the same thing. I don't see    why it's any of their business.,1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
3,SISKO,   Everything I do is their    business.,1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
4,JAKE,   Have you told Kasidy?,1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
5,SISKO,   Not yet. She's on a cargo run.    Won't be back for a couple of    days.,1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
6,JAKE,"   And when she gets back, what are    you going to tell her? That one    of the Prophets, who says she's    your mother, Sarah, told you not    to marry her?",1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
7,SISKO,   Jake -- you're not making me feel    better.,1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
8,KIRA,"   Captain, Kai Winn is here to see    you.",1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
9,SISKO,   Send her in.       We'll talk later.,1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
10,SISKO,   Your Eminence.,1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
11,WINN,"   Congratulations, Emissary. I'm    very happy for you.",1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
12,WINN,"   This wedding is a momentous event    for Bajor. I want to be sure the    proceedings reflect its    importance, so I've come to    assist in the preparations.",1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
13,SISKO,"   That's very kind of you, but I'm    not sure it's necessary.",1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
14,WINN,        There's no need to thank me. I'm    glad to do it.        I understand you asked Vedek    Telna to perform the ceremony.,1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
15,WINN,"   Perhaps you thought I wasn't    available, but since I'm here,    I'm sure you agree that it would    be more appropriate for me to do    it.",1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
16,WINN,    (taking his    hesitation as a    yes)   I'll talk to Vedek Telna. I'm   certain he'll be willing to step   aside.,1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
17,WINN,   These are joyful days indeed.    You've given the Prophets reason    to smile.,1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
18,WINN,"   Is something wrong, Emissary?    You seem troubled.",1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
19,SISKO,   The Prophets came to me in a    vision...,1    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,'Til Death Do Us Part,1999-01-15,Deep Space Nine,568.txt
