,character,quote,scene,location,view,episode,date,series
0,O'BRIEN,"   I just want to say, I never    doubted for a second that you'd    be back.",1    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,,1999-02-03,Deep Space Nine
1,BASHIR,   Neither did I.,1    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,,1999-02-03,Deep Space Nine
2,O'BRIEN,"    (to Ezri and Worf,    re: Bashir)   Don't believe him. He was Mister   Doom and Gloom the entire time   you were away.",1    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,,1999-02-03,Deep Space Nine
3,BASHIR,   Maybe I was a little concerned.,1    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,,1999-02-03,Deep Space Nine
4,O'BRIEN,   We were all concerned. Your well-   being was a constant source of    conversation and speculation.,1    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,,1999-02-03,Deep Space Nine
5,EZRI,"        You see, I told you they'd miss    us. So who won the betting pool?",1    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,,1999-02-03,Deep Space Nine
6,BASHIR,   Morn. He guessed the exact day    when you'd be back and only    missed your arrival time by two    hours.,1    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,,1999-02-03,Deep Space Nine
7,O'BRIEN,   He's amazing.,1    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,,1999-02-03,Deep Space Nine
8,BASHIR,   I don't know how he does it.,1    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,,1999-02-03,Deep Space Nine
9,EZRI,"   I know what you're going to say    and the answer is yes, I left the    station without your permission,    and yes, I lost a runabout, but I    did rescue Worf from the    Dominion... well, maybe rescue    isn't the right term... but I did    find him...",1    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,,1999-02-03,Deep Space Nine
10,SISKO,"        We'll evaluate your actions    later, old man. Right now --",1    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,,1999-02-03,Deep Space Nine
11,SISKO,   -- I want you to tell me    everything you've learned about    this Dominion-Breen Alliance.,1    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,,1999-02-03,Deep Space Nine
12,WORF,"   I'm afraid we have very little    information to share, captain.",1    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,,1999-02-03,Deep Space Nine
13,EZRI,   Weyoun and the others were more    interested in asking questions    than answering them.,1    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,,1999-02-03,Deep Space Nine
14,SISKO,   What about Damar? Why do you    think he helped you escape?,1    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,,1999-02-03,Deep Space Nine
