,character,quote,scene,location,view,episode,date,series
0,LEETA,   Excuse me...,1    INT. QUARK'S,QUARK'S,INT.,"""Explorers""",1995-02-27,Deep Space Nine
1,LEETA,"   You're Doctor Bashir, aren't you?",1    INT. QUARK'S,QUARK'S,INT.,"""Explorers""",1995-02-27,Deep Space Nine
2,BASHIR,   That's right.,1    INT. QUARK'S,QUARK'S,INT.,"""Explorers""",1995-02-27,Deep Space Nine
3,LEETA,   I'm Leeta.  I've been meaning to    come by the Infirmary to see you.,1    INT. QUARK'S,QUARK'S,INT.,"""Explorers""",1995-02-27,Deep Space Nine
4,BASHIR,"   Oh, dear... how long have you had    this cough?",1    INT. QUARK'S,QUARK'S,INT.,"""Explorers""",1995-02-27,Deep Space Nine
5,LEETA,   A few days now...,1    INT. QUARK'S,QUARK'S,INT.,"""Explorers""",1995-02-27,Deep Space Nine
6,BASHIR,   May I?,1    INT. QUARK'S,QUARK'S,INT.,"""Explorers""",1995-02-27,Deep Space Nine
7,BASHIR,   Cough for me...,1    INT. QUARK'S,QUARK'S,INT.,"""Explorers""",1995-02-27,Deep Space Nine
8,BASHIR,   Hmm...,1    INT. QUARK'S,QUARK'S,INT.,"""Explorers""",1995-02-27,Deep Space Nine
9,LEETA,"   Is it serious, Doctor?",1    INT. QUARK'S,QUARK'S,INT.,"""Explorers""",1995-02-27,Deep Space Nine
10,BASHIR,   No... but it's a good thing you came    to me when you did...,1    INT. QUARK'S,QUARK'S,INT.,"""Explorers""",1995-02-27,Deep Space Nine
11,BASHIR,"   We need to start your treatment right    away.       Can I have a Fanalian toddy, very    hot.",1    INT. QUARK'S,QUARK'S,INT.,"""Explorers""",1995-02-27,Deep Space Nine
12,BASHIR,   Make that two...       I've been feeling a bit of a cough    coming on myself...,1    INT. QUARK'S,QUARK'S,INT.,"""Explorers""",1995-02-27,Deep Space Nine
13,LEETA,"   I'm sorry to hear that, Doctor.",1    INT. QUARK'S,QUARK'S,INT.,"""Explorers""",1995-02-27,Deep Space Nine
14,BASHIR,   Please... call me --,1    INT. QUARK'S,QUARK'S,INT.,"""Explorers""",1995-02-27,Deep Space Nine
15,DAX ,   Julian.,1    INT. QUARK'S,QUARK'S,INT.,"""Explorers""",1995-02-27,Deep Space Nine
16,BASHIR,   Hi...,1    INT. QUARK'S,QUARK'S,INT.,"""Explorers""",1995-02-27,Deep Space Nine
