,character,quote,scene,location,view,episode,date,series,file
0,SISKO,       Kasidy? Where're you going?,1    INT. SISKO'S QUARTERS - BEDROOM,SISKO'S QUARTERS,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
1,KASIDY,       Down to my ship. I have a meeting    with my engineer. Go back to    sleep.,1    INT. SISKO'S QUARTERS - BEDROOM,SISKO'S QUARTERS,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
2,SISKO,   You're the captain. He'll wait.,1    INT. SISKO'S QUARTERS - BEDROOM,SISKO'S QUARTERS,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
3,KASIDY,       Oh... is that how you treat your    staff... just make them wait    around while you sleep in?,1    INT. SISKO'S QUARTERS - BEDROOM,SISKO'S QUARTERS,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
4,SISKO,"   That's right. In fact, there are    days I never get out of bed...",1    INT. SISKO'S QUARTERS - BEDROOM,SISKO'S QUARTERS,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
5,KASIDY,   You're not making this easy...,1    INT. SISKO'S QUARTERS - BEDROOM,SISKO'S QUARTERS,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
6,SISKO,   That's the general idea...,1    INT. SISKO'S QUARTERS - BEDROOM,SISKO'S QUARTERS,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
7,KASIDY,   You... are evil...,1    INT. SISKO'S QUARTERS - BEDROOM,SISKO'S QUARTERS,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
8,SISKO,   I'm a Starfleet officer... a    paragon of virtue.,1    INT. SISKO'S QUARTERS - BEDROOM,SISKO'S QUARTERS,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
9,KASIDY,   The next time you're called to Ops    in the middle of the night...    you're going to pay for this.,1    INT. SISKO'S QUARTERS - BEDROOM,SISKO'S QUARTERS,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
10,SISKO,   I can't wait.,1    INT. SISKO'S QUARTERS - BEDROOM,SISKO'S QUARTERS,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
11,KASIDY,   See you later.,1    INT. SISKO'S QUARTERS - BEDROOM,SISKO'S QUARTERS,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
12,SISKO,   Bye.,1    INT. SISKO'S QUARTERS - BEDROOM,SISKO'S QUARTERS,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
13,EDDINGTON,   Good morning. This briefing will    contain information considered    extremely sensitive by Starfleet    Command.,3    INT. WARDROOM,WARDROOM,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
14,EDDINGTON ,"   Please do not share it with anyone    who doesn't have a level seven    security rating.       It seems that during their recent    invasion of Cardassia, the    Klingons inflicted far more damage    than we've been led to believe.    Two weeks ago, the civilian    government on Cardassia Prime    secretly contacted the Federation    Council and made an urgent request    for industrial replicators. And    that request... has been granted.",3    INT. WARDROOM,WARDROOM,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
15,DAX,   How many replicators are we    talking about?,3    INT. WARDROOM,WARDROOM,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
16,EDDINGTON,   Twelve -- all class four.,3    INT. WARDROOM,WARDROOM,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
17,KIRA,   The Federation's only given Bajor    two CFI replicators.,3    INT. WARDROOM,WARDROOM,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
18,EDDINGTON,"   With all due respect, Bajor is    just one planet. The Klingons    have destroyed the industrial base    of literally dozens of Cardassian    worlds. With twelve CFI    replicators, they can at least    start building new power plants    and factories.",3    INT. WARDROOM,WARDROOM,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
19,DAX,   Why all the secrecy?,3    INT. WARDROOM,WARDROOM,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
20,EDDINGTON,   Starfleet Intelligence believes    the Maquis may try to stop the    shipment or even seize the    replicators for themselves.,3    INT. WARDROOM,WARDROOM,INT.,For the Cause,1996-02-26,Deep Space Nine,494.txt
