,character,quote,scene,location,view,episode,date,series,file
0,ROM,   What do you think?,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
1,LEETA,        I don't know. What do you think?,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
2,ROM,       I like it.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
3,ROM,   Don't you?,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
4,LEETA,"   Rom, it's two handkerchiefs and a    loincloth.",1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
5,ROM,   I suppose we could lose the    handkerchiefs.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
6,LEETA,"   Ferengi tradition or no Ferengi    tradition, I am not going to be    naked at my wedding.",1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
7,ROM,   Who said anything about naked?    You'll still have the loincloth.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
8,LEETA,   Please show us something else.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
9,GARAK,"   There is nothing else. I've shown    you a hundred and fifty-three    different wedding dresses, from    Tellerite modern to...    (indicates the current    dress)   Risian traditional. And you've   hated them all.",1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
10,LEETA,   I liked number thirty-eight.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
11,ROM,   Number thirty-eight? It had more    layers than a Baduvian tapestry.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
12,LEETA,   It was elegant.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
13,ROM,   It was bulky.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
14,ZIYAL,   I like sixty-four.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
15,LEETA,   Sixty-four?,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
16,ROM,   Eeeesh.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
17,GARAK,   At least they agree on something.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
18,ZIYAL,   Why don't you just let Garak    design a dress on his own? You    know whatever he comes up with    will be beautiful.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
19,GARAK,"   My dear, I find your blind    adoration both flattering and    disturbing.        But she does have a point.",1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
20,QUARK,   Leeta. That fifteen minute break    you asked for was up an hour ago.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
21,ROM,"   Brother, what do you think of this    dress?",1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
22,QUARK,   I don't want to think about it.    All I know is that any marriage    where the female's allowed to    speak and wear clothing is doomed    to failure.        Your dabo table awaits.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
23,LEETA,   There he is.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
24,LEETA,   Let's talk to him.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
25,ROM,   Now?,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
26,LEETA,"   Now, Rom.",1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
27,SISKO,"   Try to look on the bright side,    Chief. It won't be forever.",1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
28,O'BRIEN,   I know. And I understand why you    ordered all the children off the    station. Keiko and the kids will    be a lot safer on Earth than here.    But they've only been gone two    days and I miss them already.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
29,SISKO,   I still feel better knowing    they're out of harm's way. I just    wish I could talk Jake into    visiting Earth for a while.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
30,LEETA,"   Captain, can we speak to you for    a moment?",1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
31,ROM,   If you're not too busy.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
32,SISKO,   Go ahead.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
33,ROM,"   Would you marry me? I mean us?    I mean, would you perform our    wedding ceremony?",1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
34,LEETA,   It would be a great honor to be    married by the Emissary.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
35,ROM,   It's not for another two weeks.    So you'd have plenty of time to    get ready.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
36,SISKO,        I'll start brushing up on my    Bajoran.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
37,ROM,   Me too.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
38,O'BRIEN,   Captain.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
39,SISKO,        If you'll excuse me.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
40,O'BRIEN,   Maybe they're not coming.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
41,SISKO,   That would be a nice surprise.,1    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
42,SISKO,"        I'll say one thing for the    Dominion, they're punctual.",6    INT. PROMENADE - SECOND LEVEL (OPTICAL),PROMENADE - SECOND LEVEL,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
43,O'BRIEN,   That's the fifth convoy headed to    Cardassia in the last five weeks.    I can only imagine how many    Jem'Hadar soldiers they have    stationed there by now.,6    INT. PROMENADE - SECOND LEVEL (OPTICAL),PROMENADE - SECOND LEVEL,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
44,SISKO,   Too many.,6    INT. PROMENADE - SECOND LEVEL (OPTICAL),PROMENADE - SECOND LEVEL,INT.,Call to Arms,1997-04-10,Deep Space Nine,524.txt
