,character,quote,episode
0,PICARD,"   Good evening, Mister Data.","""Lessons"""
1,DATA,"   Actually, good morning, sir.","""Lessons"""
2,DATA,   Ship status is --,"""Lessons"""
3,PICARD,   No need to report. I'm just here   to do some work of my own.,"""Lessons"""
4,DATA,"   Yes, sir.","""Lessons"""
5,PICARD,   I'd like to talk to Doctor Mowray   at his archaeological site on   Landris Two. Please put it   through to my Ready Room.,"""Lessons"""
6,DATA,"   I am sorry, sir, but Stellar   Cartography has requested a   communications blackout while they   run an experiment.","""Lessons"""
7,PICARD,   How long will it be?,"""Lessons"""
8,DATA,"   Another three hours, twenty-two   minutes.","""Lessons"""
9,DATA,   I can override it if necessary.,"""Lessons"""
10,PICARD,"   No, no... it's not important.","""Lessons"""
11,DATA,"   Aye, sir.","""Lessons"""
12,PICARD,"   Computer, display the latest   excavation schematics from Landris   Two.","""Lessons"""
13,COMPUTER,   Library computer is temporarily   off-line.,"""Lessons"""
14,PICARD,   Explain.,"""Lessons"""
15,COMPUTER,   Library Systems have been   allocated to Stellar Cartography.,"""Lessons"""
16,PICARD,"   Tea, Earl Grey. Hot.","""Lessons"""
17,COMPUTER,   Replicator systems are off-line at   the request of --,"""Lessons"""
18,PICARD/COMPUTER,   Stellar Cartography...,"""Lessons"""
19,PICARD,       What could they possibly be doing   down there... ?,"""Lessons"""
20,WOMAN,"   In or out, but close that door.","""Lessons"""
21,WOMAN,   Just try to stand still.,"""Lessons"""
22,WOMAN,"   It'll take a second for our eyes   to re-adjust...       Elevate to three-point-two.       Good... we can do this...       We're losing vertical alignment.   Compensate...       Gently, don't bump it.       No, no -- hit the...       Forget it. Lights.","""Lessons"""
23,NELLA,"   Whoever you are, you just ruined   four hours of work.","""Lessons"""
24,PICARD,   You might've taken the simple   precaution of locking the door.,"""Lessons"""
25,NELLA,   It's three o'clock in the morning --,"""Lessons"""
26,NELLA,       Captain Picard...,"""Lessons"""
27,PICARD,   You must be Lieutenant Commander   Daren.,"""Lessons"""
