,character,quote,episode
0,PICARD ,"   Captain's log, Stardate 46731.5.   We are in the midst of the   Volterra nebula, a stellar   ""nursery."" Our three week mission   is a routine analysis of several   dozen protostars in various stages   of development.","""The Chase"""
1,DATA,"   Captain, I have completed the   spectral evaluation of the outer   shell.       Our survey of this protostar is   complete.","""The Chase"""
2,PICARD,"       Ensign, lay in a course to the   next one, three quarters impulse.","""The Chase"""
3,RIKER,   Riker to Captain Picard.,"""The Chase"""
4,PICARD,"       Yes, Number One?","""The Chase"""
5,RIKER,"   May I see you in the Observation   Lounge, Sir?","""The Chase"""
6,PICARD,       Of course. I'll be right there.,"""The Chase"""
7,PICARD,   My God...,"""The Chase"""
8,GALEN,"   Then you can identify this object,   Mister Picard.","""The Chase"""
9,PICARD,   Professor Galen.,"""The Chase"""
10,GALEN,       I suppose I should say -- Captain   Picard.,"""The Chase"""
11,RIKER,       Professor Galen hailed me from his   shuttle an hour ago. He suggested   that we surprise you.,"""The Chase"""
12,GALEN,   To clarify... I insisted and your   First Officer was kind enough to   accommodate me. I hope I haven't   been overly presumptuous...       My star pupil now being master of   the stars...,"""The Chase"""
13,PICARD,   No one is more welcome on my ship.,"""The Chase"""
14,PICARD,       I never thought I would see a   Kurlan naiskos.       Fifth Dynasty?,"""The Chase"""
15,GALEN,"   Is that your conclusion, Mister   Picard.       Forgive me again, Captain.","""The Chase"""
16,PICARD,"   Please. ""Mister"" will do just   fine.","""The Chase"""
17,PICARD,       The overall configuration is   certainly Fifth Dynasty. But the   surface ornamentation...,"""The Chase"""
18,GALEN,   Yes...,"""The Chase"""
19,PICARD,   Green polychrome over the eyes...   And the eyes themselves... open.       Third Dynasty. From the workshop   of the Master of Tarquin Hill.,"""The Chase"""
20,GALEN,   Well done.,"""The Chase"""
21,PICARD,   The Master of Tarquin Hill created   ceramic designs that were three   centuries ahead of his time. We   only know him by his work -- his   name has never been discovered...,"""The Chase"""
22,PICARD,       This object is over twelve   thousand years old...,"""The Chase"""
23,RIKER,   The planet Kurl? That's a hell of   a long way outside Federation   territory.,"""The Chase"""
24,PICARD,   Indeed. I thought you had   completed your studies of Kurlan   artifacts some time ago.,"""The Chase"""
25,GALEN,   I happened to be in the   neighborhood last summer. I   couldn't resist.,"""The Chase"""
26,GALEN,       Go ahead.,"""The Chase"""
27,PICARD,   It's complete?,"""The Chase"""
28,PICARD,"   The Kurl believed every individual   is a community of individuals.   Inside us are many voices, each   with its own desires, its own   style, its own way of viewing the   world.","""The Chase"""
29,PICARD,       But Kurlan civilization died out   thousands of years ago. It's rare   to find a figurine intact.       A truly incredible find.,"""The Chase"""
30,GALEN,"   It's yours, Jean-Luc.","""The Chase"""
31,PICARD,   How could I accept this --,"""The Chase"""
32,GALEN,"   ... Graciously, Mister Picard. You   could accept it graciously.","""The Chase"""
