,character,quote,episode
0,PICARD ,"   Captain's log, stardate 45571.2.   We are going into orbit around   an unexplored M-class moon of   Mab-Bu Six. Though the moon was   reported to be uninhabited, we   have picked up a weak distress   call.","""Power Play"""
1,DATA,"   The intense electromagnetic   whirlwinds on the moon's surface   make it virtually impossible to   locate the source of the signal,   sir...","""Power Play"""
2,PICARD,"   Any indications of life, Mister   Worf?","""Power Play"""
3,WORF,"   Scanners read negative, sir. But   they may be affected by the   interference.","""Power Play"""
4,RIKER,"   Have you ever heard anything like   that, Data?","""Power Play"""
5,DATA,"       I believe so, Commander... at   Starfleet Academy...","""Power Play"""
6,PICARD,   The Academy?,"""Power Play"""
7,DATA,"   Yes, sir, let me verify it...","""Power Play"""
8,DATA,"       As I thought, sir... it is a   Starfleet subspace distress   signal... standard to Daedalus   class starships...","""Power Play"""
9,RIKER,       There hasn't been a Daedalus class   in service for... what... ?,"""Power Play"""
10,DATA,"   One hundred seventy-two years,   Commander...","""Power Play"""
11,PICARD,"   Any record of missing ships in   this vicinity, Data?","""Power Play"""
12,DATA,   The U.S.S. Essex under the command   of Captain Bryce Shumar   disappeared in this sector over   two centuries ago...,"""Power Play"""
13,PICARD,   Daedalus class...,"""Power Play"""
14,DATA,"       Yes, Captain... I have accessed   the subspace transponder signature   of the Essex... it is identical   to the signal coming from the moon's   surface...","""Power Play"""
15,RIKER,   We've arrived a little late...,"""Power Play"""
16,PICARD ,"   Mute it, Data.","""Power Play"""
17,PICARD,"       With the storm activity down   there, I don't think it's worth   the risk to check on a ghost ship,   Number One... advise Starfleet   we've solved the mystery of   Captain Shumar and the Essex...","""Power Play"""
18,TROI,   I'm not sure we have...,"""Power Play"""
19,TROI,   Someone's down there... alive...,"""Power Play"""
20,RIKER ,"   First officer's log, supplemental.   The electromagnetic interference   on the surface was judged too   dangerous for anyone to transport   down. So we have taken a   shuttle to investigate.","""Power Play"""
21,DATA,   Shields are holding...,"""Power Play"""
22,RIKER,"       Wind shear is incredible, Data...   keep an eye on the stabilizers...       If it's anything like this on the   ground, I don't see how anyone   could survive on this moon for   long.","""Power Play"""
23,TROI,   Maybe they've been living   underground.,"""Power Play"""
