,character,quote,episode
0,DATA,"       I have identified the signal,   Captain. It is from the U.S.S.   Jenolan, a Federation transport   ship reported missing in this   sector seventy-five years ago.","""Relics"""
1,RIKER,   Code one alpha zero. Ship in   distress.,"""Relics"""
2,PICARD,"       Bring us out of warp, Ensign.   All stop.","""Relics"""
3,RAGER,"       Aye, sir.","""Relics"""
4,PICARD,   Report.,"""Relics"""
5,WORF,   We have entered a massive   gravitational field.,"""Relics"""
6,DATA,"       There are no stars or other   stellar bodies listed on our   navigational charts. However,   sensors indicate the presence of   an extremely strong gravitational   source in this vicinity.","""Relics"""
7,PICARD,       Can you localize the source of   the gravity field?,"""Relics"""
8,RIKER,   Sensors?,"""Relics"""
9,DATA,"   I am having difficulty scanning   the object. However, it would   appear to be approximately two   hundred million kilometers in   diameter.","""Relics"""
10,RIKER,   That's nearly the size of Earth's   orbit around the sun.,"""Relics"""
11,PICARD,   Why didn't we detect it before   now?,"""Relics"""
12,DATA,   The object's enormous mass is   causing a great deal of   gravimetric interference. That   might have prevented our sensors   from detecting the object before   we dropped out of warp.,"""Relics"""
13,PICARD,"   Mister Data, could this be a...   Dyson Sphere?","""Relics"""
14,DATA,       This object does fit the general   parameters of Dyson's theory.,"""Relics"""
15,RIKER,   A Dyson Sphere?,"""Relics"""
16,DATA,"       There is no comparative data,   Captain. However, this object   does fit the general parameters   of Dyson's theory.","""Relics"""
17,RIKER,   A Dyson Sphere?,"""Relics"""
18,PICARD,"   It's a very old theory, Number   One. I'm not surprised you   haven't heard of it. A twentieth   century physicist, Freeman Dyson,   postulated that an enormous hollow   sphere could be constructed around   a star. This would have the   advantage of harnessing all the   radiant energy of the star. A   population living on the interior   surface would therefore have a   virtually inexhaustible source   of power.","""Relics"""
19,RIKER,   Are you saying there might be   people living in there?,"""Relics"""
20,DATA,"   Possibly a great number of people,   Commander. The interior surface   area of a sphere this size would   be equivalent to more than two   hundred fifty million class M   planets.","""Relics"""
21,WORF,   Sir. I have located the distress   signal. It is coming from a point   on the northern hemisphere.,"""Relics"""
22,PICARD,"   Ensign Rager, take us into   synchronous orbit above that   position.","""Relics"""
23,RAGER,   We are holding relative position   at thirty thousand kilometers   above the surface.,"""Relics"""
24,DATA,"       I have found the Jenolan,   Captain. It has impacted on the   surface of the sphere.       There are no life signs.   However, there are several small   power emanations... and life   support is still functioning at   minimal levels.","""Relics"""
25,RIKER,"       Bridge to Engineering. Geordi,   meet me in Transporter Room Three.       Mister Worf.","""Relics"""
26,RIKER,       The air's pretty stale.,"""Relics"""
27,GEORDI,       Life support is barely operating.,"""Relics"""
28,RIKER,       See if you can increase the oxygen   level.,"""Relics"""
29,GEORDI,   Commander.,"""Relics"""
30,GEORDI,   The Transporter is still   on-line... it's being fed power   from the auxiliary systems.,"""Relics"""
31,RIKER,       The rematerialization subroutine   has been disabled.,"""Relics"""
32,GEORDI,   That's not all... the phase   inducers are connected to the   emitter array... the override   is completely gone... and the   pattern buffer's been locked into   a continuous diagnostic cycle.,"""Relics"""
33,RIKER,   This doesn't make any sense...   locking the unit in a diagnostic   mode just sends inert matter   through the pattern buffer. Why   would anyone want to --,"""Relics"""
34,GEORDI,   There's a pattern still in the   buffer.,"""Relics"""
35,RIKER,       It's completely intact... less   than point zero zero three   percent signal degradation. How   is that possible?,"""Relics"""
36,GEORDI,   I don't know... but I've never   seen a transporter system   jury-rigged like this.,"""Relics"""
37,RIKER,   Could someone... survive in a   Transporter buffer for   seventy-five years?,"""Relics"""
38,GEORDI,   I know a way to find out.,"""Relics"""
39,SCOTT,"   Thank you, Lads.","""Relics"""
40,SCOTT,       We've got to get Franklin out of   there.,"""Relics"""
41,GEORDI,   Someone else's pattern is still   in the buffer?,"""Relics"""
42,SCOTT,   Aye. Matt Franklin. We went   in together.       Something's wrong... one of the   inducers has failed...       Boost the gain on the matter   stream.,"""Relics"""
43,SCOTT,"       Come on, Franklin... I know   you're still in there...","""Relics"""
44,SCOTT,   It's no use... his pattern's been   degraded by fifty-three percent...   he's gone.,"""Relics"""
45,RIKER,   I'm sorry.,"""Relics"""
46,SCOTT,   So am I... he was a good lad...,"""Relics"""
47,RIKER,   I'm Commander William Riker from   the starship Enterprise.,"""Relics"""
48,SCOTT,   The Enterprise... I shoulda known.   And I'll bet it was Jim Kirk   himself who hauled the old girl   out of mothballs to come looking   for me.       Captain Montgomery Scott. How   long have I been missing?,"""Relics"""
49,RIKER,   Well...,"""Relics"""
50,WORF,   Sir.,"""Relics"""
51,WORF,       I have restored life support.   The oxygen levels will return   to normal shortly.,"""Relics"""
52,RIKER,       Captain Scott... Lieutenant Worf.,"""Relics"""
53,SCOTT,       Lieutenant?,"""Relics"""
54,WORF,       Yes.,"""Relics"""
55,RIKER,       Captain Scott... perhaps there   are a few things we should talk   about.,"""Relics"""
56,RIKER,    (on the move toward the     door)   We should probably get you to   Sickbay. Doctor Crusher will be   able to...,"""Relics"""
57,SCOTT,       You've changed the resonator   array... only three phase   inverters...,"""Relics"""
58,RIKER,"       Geordi, I think our guest is going   to have a lot of engineering   questions...","""Relics"""
59,GEORDI,"       I'll take care of him, sir.","""Relics"""
60,SCOTT,       What have ye done to the duotronic   enhancers?,"""Relics"""
61,GEORDI,   Those were replaced with isolinear   chips about forty years ago. It's   a lot more efficient now.,"""Relics"""
62,GEORDI,   Uh... be careful there. That's   an EPS power tap.,"""Relics"""
63,SCOTT,   Ah.,"""Relics"""
64,GEORDI,       You were saying earlier that you   were on your way to the Norpin   Colony when you had a warp engine   failure...,"""Relics"""
65,SCOTT,"       That's right. We had an overload   in one of the plasma transfer   conduits. The Captain brought   us out of warp... we hit some   gravimetric interference and then   there it was, as big as life...    (points at something     on the wall)   Is that a conduit interface?","""Relics"""
66,GEORDI,"   Yeah. Uh, big as life... the   Dyson Sphere, right?","""Relics"""
67,SCOTT,       Aye. An actual Dyson Sphere.   Can you imagine the engineering   skills needed to even design such   a structure...,"""Relics"""
68,GEORDI,   I know... it's pretty amazing.   What happened when you first   approached it?,"""Relics"""
69,SCOTT,   We began a standard survey of the   surface. We were just completing   the initial orbital scan when our   aft power coils suddenly exploded.   The ship got caught in the   sphere's gravity well... and down   we went.,"""Relics"""
70,SCOTT,   Franklin and I were the only ones   to survive the crash...,"""Relics"""
71,GEORDI,   What made you think of using the   Transporter pattern buffer to stay   alive?,"""Relics"""
72,SCOTT,   We didna have enough supplies to   wait for a rescue... so I had to   think of something.,"""Relics"""
73,GEORDI,   But locking it into a diagnostic   cycle to keep the signal from   degrading... and cross connecting   the phase inducers to provide   a regenerative power source...   it's brilliant.,"""Relics"""
74,SCOTT,       I'm afraid it was only fifty   percent brilliant... Ensign   Franklin deserved better.,"""Relics"""
75,GEORDI,"   I think you're going to like the   twenty-fourth century, Mister   Scott. We've made some pretty   incredible advances in the last   eighty years.","""Relics"""
76,SCOTT,"       Aye... from what I can see you've   got a fine ship here, Mister La   Forge... a real beauty. In fact,   I must admit to being a little   overwhelmed.","""Relics"""
77,GEORDI,   Wait until you see the Holodeck.,"""Relics"""
78,BEVERLY,"   You've had a hairline fracture   of the humerus.       It'll ache for a few days, but   it should be fine.","""Relics"""
79,SCOTT,"   Thank you.    (with a smile, to     Geordi)   Well, I'll say this for your   Enterprise... the doctors are a   fair sight prettier.","""Relics"""
80,PICARD,"   I'm Captain Jean-Luc Picard.   Welcome aboard the Enterprise,   Captain Scott.","""Relics"""
81,SCOTT,"   Thank you, sir -- and call me   Scotty.","""Relics"""
82,PICARD,   How are you feeling?,"""Relics"""
83,SCOTT,       I don't know. How am I feeling?,"""Relics"""
84,BEVERLY,"       Other than a couple of bumps and   bruises, I'd say you feel fine   for a man of a hundred and   forty-seven.","""Relics"""
85,SCOTT,       I don't feel a day over a hundred   and twenty.,"""Relics"""
86,PICARD,   I must say I was more than a   little surprised when Commander   Riker informed me you were aboard   the Jenolan. Our records didn't   list you as one of their crew.,"""Relics"""
87,SCOTT,   I wasn't actually a member of the   crew. I was just a... passenger.   I was heading for Norpin Five to   settle down and enjoy my...   retirement.,"""Relics"""
88,PICARD,"   I see. Well, I would very much   enjoy the opportunity to discuss   your career at some point.   History is one of my hobbies and   I'm sure you have some fascinating   insights into the events of your   time.","""Relics"""
89,SCOTT,   I'd be happy to.,"""Relics"""
90,PICARD,"   Good. I look forward to it.       Commander, we need to begin a full   spectrographic analysis of the   Dyson Sphere.","""Relics"""
91,GEORDI,"   I'll get right on it, sir.","""Relics"""
92,PICARD,"       Again, welcome aboard, Captain.","""Relics"""
93,GEORDI,       I have to get back to Engineering   to start that analysis.,"""Relics"""
94,SCOTT,   Engineering. I thought you'd   never ask.,"""Relics"""
95,BEVERLY,   Captain... The first thing   you're going to do is get some   rest. You've had quite a shock   to your system and I don't want   you to push yourself too hard.,"""Relics"""
96,GEORDI,"   We're pretty busy right now,   anyway, Captain Scott. But I'd   be happy to give you a tour of   Engineering a little later, when   the doctor says it's okay.","""Relics"""
97,SCOTT,       Aye.,"""Relics"""
98,BEVERLY,       I'll have someone show you to   your quarters.,"""Relics"""
99,KANE,       ... this is the food replicator...   and your computer terminal.,"""Relics"""
100,SCOTT,"   Good Lord, man... where have you   put me?","""Relics"""
101,KANE,"       These are standard guest quarters,   sir. I can try to find something   bigger if you want.","""Relics"""
102,SCOTT,"   Bigger? In my day, even an   Admiral wouldna had such quarters   on a starship. I remember a time   when we had to transport the   Dohlman of Elaas. You never heard   anyone whine and complain about   quarters like that...","""Relics"""
103,KANE,"   The Holodecks, Ten Forward, and   the gymnasium are all at your   disposal. The computer can tell   you how to find them. Until we   issue you a combadge, just use   one of these panels if you need   anything.","""Relics"""
104,SCOTT,"   You know... these quarters remind   me of a hotel room I once had on   Argelius... oh, now there was a   planet... everything a man could   want -- right at his fingertips.   'Course on my first visit, I ran   into a wee bit of trouble...","""Relics"""
105,KANE,"   Uh, excuse me, sir... but I have   to return to duty.","""Relics"""
106,SCOTT,   Ah... well then. Thank you.,"""Relics"""
107,GEORDI,       I want you to shut down the warp   engines and recalibrate the aft   sensors while I work on the   lateral array.,"""Relics"""
108,BARTEL,"   Aye, sir.","""Relics"""
109,BARTEL,"   Can I help you, sir?","""Relics"""
110,SCOTT,"   I don't think so Lass, but I'll   let you know if you can.","""Relics"""
111,BARTEL,"   Sir, this area is restricted to   authorized --","""Relics"""
112,GEORDI,"   I'll handle it, Bartel.","""Relics"""
113,GEORDI,"   Captain Scott, this... really   isn't a good time --","""Relics"""
114,SCOTT,   We're in Engineering. Call me   Scotty.,"""Relics"""
115,GEORDI,   Scotty... this really isn't a good   time for a tour. We're running   a phase seven survey of the Dyson   Sphere.,"""Relics"""
116,SCOTT,"   I'm not here for a tour, Lad.   I'm here to help.","""Relics"""
117,GEORDI,   That's... very kind. But I think   we can handle it...,"""Relics"""
118,DATA,   Sensor readings indicate the   presence of a G-type star at the   center of the sphere. There also   appears to be a class-M atmosphere   clinging to the interior surface.,"""Relics"""
119,PICARD,   Is there any indication that the   sphere is inhabited?,"""Relics"""
120,DATA,"   Not as yet, sir. Our preliminary   data indicates it is still capable   of supporting life, but we have   been unable to find definite signs   of current habitation.","""Relics"""
121,PICARD,   Send out a series of class four   probes to survey the far side of   the sphere. Perhaps we'll have   more luck with them.,"""Relics"""
122,DATA,"   Aye, sir.","""Relics"""
123,GEORDI,       Adjust the frequency   stabilization on the main   deflector dish. It's out of synch   with the aft sensors.,"""Relics"""
124,SCOTT,"       Laddie, ye need to phase-lock the   warp fields within three percent   or they'll become unstable.","""Relics"""
125,GEORDI,       What?,"""Relics"""
126,SCOTT,       Here. The warp field is --,"""Relics"""
127,GEORDI,   We use a multi-phase   auto-containment field now...   it's meant to operate above three   percent.,"""Relics"""
128,SCOTT,   Ah. Well... that would make all   the difference.,"""Relics"""
129,BARTEL,"   We can re-start the engines in   ten minutes, Commander.","""Relics"""
130,GEORDI,   Thank you.,"""Relics"""
131,SCOTT,   I remember a time when the old   Enterprise was spiralling in   toward Psi two thousand... the   Captain wanted to try a cold start   of the warp engines. I told him   that without a proper phase-lock   it would take at least thirty   minutes...,"""Relics"""
