,character,quote,episode
0,PICARD ,   Captain's Log: Stardate 47304.2.   The Enterprise has arrived at   Kesprytt Three in order to   evaluate an unusual request on the   part of the Kes for associate   membership in the Federation.,"""Attached"""
1,BEVERLY,"   She's been very secretive... every   time I ask her about it or try to   edge around the subject, she   changes the subject. Personally,   I think she's in love.","""Attached"""
2,PICARD,   Mmmmm.,"""Attached"""
3,BEVERLY,"   Didn't you hear me? I said, she's   in love.","""Attached"""
4,PICARD,   Yes?,"""Attached"""
5,BEVERLY,   Is that all you can say?,"""Attached"""
6,PICARD,   What would you like me to say?   I'm very pleased for them both.,"""Attached"""
7,BEVERLY,   Both of who?,"""Attached"""
8,PICARD,   The two... people we were   discussing.,"""Attached"""
9,BEVERLY,"       You don't have the slightest idea   who I'm talking about, do you?","""Attached"""
10,PICARD,"       No... no, I'm sorry... but I   really don't.","""Attached"""
11,BEVERLY,       I'll try not to take that   personally... I've been talking   about Nurse Ogawa and Ensign   Markson for almost fifteen   minutes.,"""Attached"""
12,PICARD,"   Oh, now it hasn't been that long.","""Attached"""
13,BEVERLY,   How would you know? You haven't   heard a thing I've said since I   got here.,"""Attached"""
14,PICARD,   You're right. I'm sorry.,"""Attached"""
15,BEVERLY,   Are you worried about this mission   with the Kes?,"""Attached"""
16,PICARD,   Not worried exactly... just   uneasy. This notion of admitting   half of their planet to the   Federation while leaving the other   half out...,"""Attached"""
17,BEVERLY,"   Well, first of all, the Kes are   not half the planet, they're   almost three-quarters of it. And   the Prytt are not being left out --   they simply don't want any outside   contact with the Federation or   anyone else.","""Attached"""
18,PICARD,   Every member of the Federation has   entered as a unified world... and   that unity said something about   them... that they had resolved   certain social and political   problems at home and were ready to   join a larger community.,"""Attached"""
19,BEVERLY,"   From all indications, the Kes are   a very unified, very progressive   people.","""Attached"""
20,PICARD,   But the Prytt are not. They are   reclusive to the point of   xenophobia.,"""Attached"""
21,BEVERLY,"   Think about Earth -- what if one   of the old nation-states, say   Australia, had decided not to join   the World Government in twenty-one   fifty? Would that have   disqualified us from being a   Federation member?","""Attached"""
22,PICARD,   That analogy is not entirely --,"""Attached"""
23,RIKER,   Riker to Captain.,"""Attached"""
24,PICARD,"       Go ahead, Number One.","""Attached"""
25,RIKER,   We've received word from   Ambassador Mauric that he's ready   to see you and Doctor Crusher.,"""Attached"""
26,PICARD,   Inform him we're on our way.,"""Attached"""
27,RIKER,   Acknowledged.,"""Attached"""
28,PICARD,   Thank you for breakfast.,"""Attached"""
29,BEVERLY,   Wait until tomorrow... I have   something very special planned.   It's a Vulcan dish -- that's all   I'll tell you.,"""Attached"""
30,WORF,   Captain. Doctor. I have the   coordinates of Ambassador Mauric's   chambers.,"""Attached"""
31,PICARD,"   Let's not keep them waiting,   Mister Worf.","""Attached"""
32,WORF,       Enterprise to Kes Security Relay   Station One. We're ready to   commence transport.,"""Attached"""
33,KES COM,"   Acknowledged, Enterprise. We have   lowered our defense shield.","""Attached"""
34,WORF,   Confirmed.,"""Attached"""
35,PICARD,   Energize.,"""Attached"""
36,KES COM,   This is Security Relay Station   One. We are ready to receive your   Captain and Medical Officer.,"""Attached"""
37,WORF,       This is the Enterprise. We have   completed the transport sequence.   You should have them.,"""Attached"""
38,KES COM,"   Negative, Enterprise. They are   not here.","""Attached"""
39,PICARD,   Beverly... Beverly...,"""Attached"""
40,BEVERLY,   What happened?,"""Attached"""
41,PICARD,   I don't know.,"""Attached"""
42,BEVERLY,   The last thing I remember... was   beginning the transport...,"""Attached"""
43,PICARD,   I would assume that we're on   Kesprytt... in some kind of   prison cell.,"""Attached"""
44,PICARD,       The question is why? I can't   imagine that Ambassador Mauric   would --,"""Attached"""
45,BEVERLY,   Jean-Luc.,"""Attached"""
46,PICARD,   What is it?,"""Attached"""
47,BEVERLY,   I'm not sure.,"""Attached"""
48,BEVERLY,   It's an implant... looks like it   might be connected directly to the   brainstem.,"""Attached"""
49,PICARD,   Some kind of coercive device... ?,"""Attached"""
50,BEVERLY,       Whatever they are... I doubt   they're designed for our health.,"""Attached"""
51,PICARD,   Why are we being held?,"""Attached"""
52,BEVERLY,"   If you tell us why you've taken us   hostage, we might be able to --","""Attached"""
53,LORIN,   You are not hostages. You are   prisoners.,"""Attached"""
54,PICARD,   Prisoners. By whose authority?,"""Attached"""
55,LORIN,   You are being held under the   authority of the Prytt Security   Ministry. The charge is   conspiring with the enemy.,"""Attached"""
56,PICARD,   The enemy... you mean the Kes.,"""Attached"""
57,LORIN,   We are not fools. We are aware of   the Federation attempt to   establish a military alliance with   the Kes. It will not be   tolerated.,"""Attached"""
58,PICARD,   Your information is in error.   There are no plans to enter into   any --,"""Attached"""
59,LORIN,"   There is no point in trying to   mislead us, Captain. The devices   which have been implanted in your   cerebral cortexes will soon be   calibrated to your psi-wave   patterns. At that time, we will   get all the information we need.","""Attached"""
60,PICARD,   And you will discover that we're   telling the truth.,"""Attached"""
61,LORIN,   We shall see.,"""Attached"""
62,DATA,   There is nothing wrong with the   Transporter. I have run a   complete diagnostic and checked   all the targeting components.,"""Attached"""
63,RIKER,   Then what happened to the Captain   and Doctor Crusher?,"""Attached"""
64,WORF,   Commander. The Transporter sensor   log shows an unusual concentration   of antigraviton particles in the   emitter coil. These particles do   not occur naturally -- something   must have interfered with the   Transporter.,"""Attached"""
65,RIKER,   Interfered?,"""Attached"""
66,DATA,   A concentration of antigraviton   particles would suggest a tractor   beam. It might have deflected the   Transporter beam to a different   set of coordinates.,"""Attached"""
67,RIKER,   Is there a way to locate those   coordinates?,"""Attached"""
68,DATA,"   No, sir.       However, it may be possible to   determine the point of origin of   the tractor beam itself.","""Attached"""
69,RIKER,"   Well, that's a start.","""Attached"""
70,DATA,   The tractor beam originated from   somewhere within the Prytt   Alliance.,"""Attached"""
71,RIKER,   The Prytt... things just got a   little more complicated.       Can we scan for them?,"""Attached"""
72,DATA,       Prytt territory is shielded by a   high-energy forcefield. It cannot   be penetrated by our sensors.,"""Attached"""
73,WORF,   Why would the Prytt want Captain   Picard and Doctor Crusher?,"""Attached"""
74,RIKER,   I don't know. And it's not going   to be easy to find out... the   Prytt have consistently refused   all outside contact and somehow I   don't think they're going to be   eager to start now. We'll have to   work through the Kes.       Contact Ambassador Mauric and tell   him we need a meeting right away.,"""Attached"""
75,WORF,"   Aye, sir.","""Attached"""
76,PICARD,   What?,"""Attached"""
77,BEVERLY,       What?,"""Attached"""
78,PICARD,   You're staring at me.,"""Attached"""
79,BEVERLY,   Sorry. I was just wondering how   long you were going to keep at   this.,"""Attached"""
80,PICARD,"       As long as it takes. With any   luck, there may be a structural   flaw that would allow us to   escape.","""Attached"""
81,BEVERLY,       Right.,"""Attached"""
82,PICARD,   The important thing during any   confinement is to think positively   and not to give up hope... there   is a way out of every box... there   is a solution to every puzzle...   it is simply a matter of --,"""Attached"""
83,PICARD,   Damn.,"""Attached"""
84,BEVERLY,"   Well, at least this means we're   not going to starve to death.","""Attached"""
85,PICARD,       What it means is that they plan on   keeping us here for a while...,"""Attached"""
86,BEVERLY,"   I'm starting to think negatively,   Jean-Luc.","""Attached"""
87,BEVERLY,   My tricorder!,"""Attached"""
88,PICARD,   Does it work?,"""Attached"""
89,BEVERLY,       Yes. But something's been added   to the main directory.,"""Attached"""
90,PICARD,   It's a map...,"""Attached"""
91,BEVERLY,   An escape route. That guard must   be working for the Kes...,"""Attached"""
92,PICARD,   Possibly.,"""Attached"""
93,BEVERLY,   What else could it be?,"""Attached"""
94,PICARD,   It could be part of a very   carefully laid trap.,"""Attached"""
95,BEVERLY,"   If you ask me, I'd rather take my   chances out there.","""Attached"""
96,PICARD,   Agreed. Is there a way to open   the cell door?,"""Attached"""
97,BEVERLY,   Yes. The code's been entered.,"""Attached"""
98,MAURIC,"   On behalf of my government, I   would like to take this   opportunity to present our   profound apologizes to you   regarding this unfortunate   incident.","""Attached"""
99,RIKER,"   That's very kind, Ambassador. But   I don't think anyone here blames   you or the Kes government for   what's happened.","""Attached"""
100,TROI,"   Our primary concern is not to   assign blame, but to recover our   missing officers.","""Attached"""
101,MAURIC,   Of course.       We are prepared to insert a   hostage rescue team into the Prytt   capital city on three hours   notice.,"""Attached"""
102,RIKER,   Ambassador... we haven't even   tried a diplomatic effort yet.   I'd rather not use force until   we've exhausted all other options.,"""Attached"""
103,MAURIC,"   I don't believe we have any...   diplomatic options, Commander.   There are no formal relations with   the Prytt...     ","""Attached"""
104,,,"""Attached"""
105,MAURIC ,   ... no ambassadors... there's   simply no way to contact them.,"""Attached"""
