,character,quote,episode
0,TROI,   Computer... lights.,"""Face of the Enemy"""
1,TROI,"       Computer, turn on the lights.","""Face of the Enemy"""
2,N'VEK,"   Good, you're awake.","""Face of the Enemy"""
3,TROI,       Who... are you?,"""Face of the Enemy"""
4,N'VEK,"   Please, Counselor, there is little   time. The Commander will be   calling for you at any moment.","""Face of the Enemy"""
5,TROI,   Where am I?,"""Face of the Enemy"""
6,N'VEK,   You are aboard the Imperial   Romulan Warbird Khazara. I am Sub-Commander   N'Vek.,"""Face of the Enemy"""
7,TROI,   Warbird?,"""Face of the Enemy"""
8,TROI,   I was at the neuro-psychology   seminar on Bokara-Six. The last   thing I remember was returning to   my quarters. I was...       ...attacked. I felt a...   hypospray?,"""Face of the Enemy"""
9,N'VEK,   It was necessary. I could not be   certain you would come   voluntarily.,"""Face of the Enemy"""
10,TROI,   My head... is still spinning...,"""Face of the Enemy"""
11,N'VEK,"   There are drugs in your system,   but they've nearly dissipated.   The disorientation will pass.","""Face of the Enemy"""
12,TROI,   Why have you brought me here?,"""Face of the Enemy"""
13,N'VEK,"   Listen to me carefully.       You are no longer Deanna Troi.   You are Major Rakal of the Tal   Shiar, the Imperial Intelligence.   Commander Toreth will--","""Face of the Enemy"""
14,TROI,   Am I a prisoner?,"""Face of the Enemy"""
15,N'VEK,"   No. There is no time to explain   everything. You must listen.       Commander Toreth will want to know   your mission. Tell her nothing.   Simply instruct her to proceed to   the Kaleb sector, course one-oh-two   mark four.","""Face of the Enemy"""
16,TROI,   The Kaleb sector...,"""Face of the Enemy"""
17,N'VEK,   Repeat it... heading one-oh-two   mark four.,"""Face of the Enemy"""
18,TROI,   Heading... one-oh-two mark four...       She'll... take orders... from me?,"""Face of the Enemy"""
19,N'VEK,   You are an officer of the Tal   Shiar. She will obey you. But do   not push her too far.,"""Face of the Enemy"""
20,TORETH,   Sub-Commander N'Vek. We are   approaching the loading point.   Bring our guest to the Bridge.,"""Face of the Enemy"""
21,N'VEK,"   Yes, Commander. Immediately.","""Face of the Enemy"""
22,N'VEK,"       Please, we must hurry.","""Face of the Enemy"""
23,TROI,   I'm not going anywhere... tell me   what this is about.,"""Face of the Enemy"""
24,N'VEK,   You are a Starfleet officer   disguised as a Romulan. Unless   you trust me and do exactly as I   have said... Toreth will discover   you -- and you will be killed.,"""Face of the Enemy"""
25,TROI,   How do I know I won't be killed   anyway?,"""Face of the Enemy"""
26,N'VEK,   Your only chance to get off this   ship alive is to do as I say.       You are an empath. You would know   if I am lying. Am I?,"""Face of the Enemy"""
27,TROI,   No.,"""Face of the Enemy"""
28,N'VEK,   Then let us go see the Commander.,"""Face of the Enemy"""
29,PILOT,"   Orbit established, Commander.","""Face of the Enemy"""
30,TORETH,   You may commence loading the   cargo. Notify me when the   transfer is complete.,"""Face of the Enemy"""
31,PILOT,"   Yes, sir.","""Face of the Enemy"""
32,N'VEK,"   Sir, may I present Major Rakal of   the Tal Shiar.","""Face of the Enemy"""
33,N'VEK,       This is Commander Toreth.,"""Face of the Enemy"""
34,TORETH,       Attend to your station.,"""Face of the Enemy"""
35,TORETH,   Why are you here without your   guards?,"""Face of the Enemy"""
36,TORETH,   Well?,"""Face of the Enemy"""
37,TROI,       The mission is one of utmost   secrecy. I could not... risk...   bringing guards.,"""Face of the Enemy"""
38,TORETH,   And exactly what is the nature of   this clandestine assignment?,"""Face of the Enemy"""
39,TROI,   I... cannot reveal that.,"""Face of the Enemy"""
40,TORETH,   Oh? Why not?,"""Face of the Enemy"""
41,TROI,   I am under orders.,"""Face of the Enemy"""
42,TORETH,   You don't act like a member of the   Tal Shiar. How long have you been   with Intelligence?,"""Face of the Enemy"""
43,TROI,       Several months.,"""Face of the Enemy"""
44,TORETH,   Ah.,"""Face of the Enemy"""
45,PILOT,"       Commander, the cargo is on board   and secured.","""Face of the Enemy"""
46,TORETH,   Tell me... is there a reason why   the Commander of the ship is being   kept ignorant of its cargo?,"""Face of the Enemy"""
47,TROI,   I don't know what you mean...,"""Face of the Enemy"""
48,TORETH,   I've been ordered to take on   cargo... but its contents are   unknown to me. Does that seem   wise?,"""Face of the Enemy"""
49,TORETH,       I am responsible for the safety of   this ship and its crew. How do I   know this cargo is safe to   transport?,"""Face of the Enemy"""
50,TROI,   I'm sure it is safe. Otherwise it   would not have been loaded.,"""Face of the Enemy"""
51,TORETH,   Ah. Because the Tal Shiar is so   deeply concerned with the safety   and well-being of the military...,"""Face of the Enemy"""
52,TORETH,   I'm sure every person on this   Bridge could offer testimony about   personal experiences with the Tal   Shiar... and I doubt that many   would recall those encounters as   tender and caring...,"""Face of the Enemy"""
53,TORETH,"   So you will forgive me, Major, if   I am hesitant to accept your   assurances that the cargo is no   danger to my crew.","""Face of the Enemy"""
54,TORETH,   I intend to open those containers --,"""Face of the Enemy"""
55,TROI,   That cargo is the property of the   Tal Shiar. You will not touch it.,"""Face of the Enemy"""
56,TORETH,   By whose authority?,"""Face of the Enemy"""
57,TROI,"   Mine. And if you do not wish to   undergo another ""personal   experience"" with the Tal Shiar, I   suggest you not question me again.","""Face of the Enemy"""
58,TROI,   Commander Toreth... you will now   proceed on course bearing one-oh-two   mark four to the Kaleb sector.,"""Face of the Enemy"""
59,TORETH,   The Kaleb sector is virtually   deserted. Why would we go there?,"""Face of the Enemy"""
60,TROI,   Because those are your orders.,"""Face of the Enemy"""
61,TORETH,"   Pilot, set course. Bearing one-oh-two   mark four. Warp six.","""Face of the Enemy"""
62,PILOT,"   Yes, Commander.","""Face of the Enemy"""
63,PICARD ,"   Captain's Log, Stardate 46519.1.   We have arrived at Research   Station seventy-five to take on a   rather unique passenger... one   whose homecoming will undoubtedly   be difficult.","""Face of the Enemy"""
64,WORF,   The man acted dishonorably. He is   a traitor.,"""Face of the Enemy"""
65,BEVERLY,   He risked his life to get here.   It took him two weeks alone in a   scout ship.,"""Face of the Enemy"""
66,WORF,   That does not excuse his original   actions.,"""Face of the Enemy"""
67,BEVERLY,"   Well, maybe he finally realized he   made a mistake.","""Face of the Enemy"""
68,RIKER,   It took him twenty years too long.,"""Face of the Enemy"""
69,RIKER,       Energize.,"""Face of the Enemy"""
70,RIKER,"       Ensign DeSeve. By order of   Starfleet Command, you are hereby   placed under arrest for treason.","""Face of the Enemy"""
71,DESEVE,   I... understand.,"""Face of the Enemy"""
72,RIKER,"   After Doctor Crusher certifies you   medically fit, you will be   confined to quarters until a   formal courts martial can be   convened.","""Face of the Enemy"""
73,RIKER,   And get some civilian clothes. I   don't want to see you in that   uniform.,"""Face of the Enemy"""
74,DESEVE,"   Yes, sir.       Commander -- I must speak with   Captain Picard.","""Face of the Enemy"""
75,RIKER,   The Captain is a busy man.,"""Face of the Enemy"""
76,DESEVE,       Please... it's important. Urgent.,"""Face of the Enemy"""
77,RIKER,   I'll tell him.,"""Face of the Enemy"""
78,DESEVE,       Vorcha'ak.,"""Face of the Enemy"""
79,COMPUTER,   There is no listing for Vorcha'ak.,"""Face of the Enemy"""
80,DESEVE,       Coffee...,"""Face of the Enemy"""
81,DESEVE,   Enter.,"""Face of the Enemy"""
82,DESEVE,   Commander!,"""Face of the Enemy"""
83,PICARD,"   At ease... and it's Captain,   actually.","""Face of the Enemy"""
84,DESEVE,"   I'm... sorry, sir.       Captains, not Commanders... it's   been so long since I've... I'll   remember.","""Face of the Enemy"""
85,PICARD,   You said it was important that I   see you.,"""Face of the Enemy"""
86,DESEVE,   Yes... Captain. I have a message.   From Ambassador Spock.,"""Face of the Enemy"""
87,DESEVE,"   He said it involves further...   ""cowboy diplomacy."" He said you   would understand...","""Face of the Enemy"""
88,DESEVE,   There will be a Corvallen   freighter arriving in the Kaleb   sector in the next twelve hours.   Spock wants you to rendezvous with   that ship and take its cargo back   to Federation space.,"""Face of the Enemy"""
89,PICARD,   What kind of cargo?,"""Face of the Enemy"""
90,DESEVE,"   He said it was...    (trying to remember the     exact words)   ... ""important to the future of the   Romulans and the Federation.""","""Face of the Enemy"""
91,PICARD,   This is why you've returned... to   bring this message?,"""Face of the Enemy"""
92,DESEVE,   Partly.,"""Face of the Enemy"""
93,PICARD,   In order to know whether Spock's   message is being delivered   accurately... I need to   understand the messenger.,"""Face of the Enemy"""
94,DESEVE,   I was... ready to come back.   Romulus had... lost its appeal.,"""Face of the Enemy"""
95,PICARD,   And yet you found something very   appealing about it at one time.,"""Face of the Enemy"""
96,DESEVE,"   The Romulans are very... moral,   Captain. They have an absolute   certainty about what is right and   what is wrong... who is a friend   and who is an enemy. They have a   strict moral compass which   provides them with a clarity of   purpose.       I once found their sense of   purpose, their commitment and   passion, to be very compelling.","""Face of the Enemy"""
97,PICARD,   But not any longer...,"""Face of the Enemy"""
