,character,quote,episode
0,PICARD ,"   Captain's log, Stardate 43779.3.   The Enterprise is preparing   detailed atmospheric charts of the   Hayashi system. Although tedious,   this endeavor is the first step   toward planet colonization.","""Tin Man"""
1,DATA,   Sensors report the USS Hood   closing on an intercept course   at high warp.,"""Tin Man"""
2,PICARD,   That's odd... I wasn't notified   of a rendezvous.,"""Tin Man"""
3,RIKER,   They seem to be in an awful hurry.,"""Tin Man"""
4,WORF,"   Sir, we are being hailed on a   secured channel by Captain DeSoto.","""Tin Man"""
5,PICARD,   On screen.,"""Tin Man"""
6,DESOTO,"   Sorry to sneak up on you like   that, Jean-Luc --","""Tin Man"""
7,PICARD,"   Robert, why didn't you inform   us --","""Tin Man"""
8,DESOTO,"   -- Out here, you never know   who's listening. Keeps you on   your toes, anyway. Hey, Will,   you getting soft on that luxury   liner?","""Tin Man"""
9,PICARD,"   So, old friend. How are you?","""Tin Man"""
10,DESOTO,"   Ah, you know, they send you   Galaxy-Class boys out here to the   far reaches. Me, I'm hauling my   butt back and forth between   starbases --","""Tin Man"""
11,PICARD,   But not today.,"""Tin Man"""
12,DESOTO,   Nope. Starfleet's got new orders   for you. This is top priority.   They need the fastest ship in   the fleet -- and the best people.   That's you.,"""Tin Man"""
13,PICARD,"   If time is so important, why   didn't they transmit the orders   by subspace?","""Tin Man"""
14,DESOTO,   They're worried about Romulan   eavesdropping on this one. And   we've got a passenger for you.   Hard to send by subspace.,"""Tin Man"""
15,PICARD,   What sort of passenger?,"""Tin Man"""
16,DESOTO,   Mission specialist. He'll bring   your orders aboard with him.   Name's Tam Elbrun.,"""Tin Man"""
17,RIKER,       Elbrun? You mean Tam Elbrun as   in the Ghorusda disaster?,"""Tin Man"""
18,DESOTO,   The same.       What can I say? Your orders are   to cooperate fully with him.,"""Tin Man"""
19,DESOTO,"       Best of luck, folks. Hood out.","""Tin Man"""
20,DATA,"   Sir, the Hood is slowing to   impulse.","""Tin Man"""
21,PICARD,"   Mister Data, come with me --","""Tin Man"""
22,TROI,"   Captain, let me come with you to   greet Tam --","""Tin Man"""
23,PICARD,   You know him?,"""Tin Man"""
24,TROI,   I do... He was at the university   on Betazed when I studied   psychology there.,"""Tin Man"""
25,PICARD,"   Ah, I see. He was a colleague,   then.","""Tin Man"""
26,TROI,"   No, sir. He was a patient...","""Tin Man"""
27,TROI,"   Tam is a telepath of extraordinary   talent, even for a Betazoid. He's   a specialist in first contact with   new life-forms, and... a rather   unique person.       He's not what you might expect,   Captain.","""Tin Man"""
28,PICARD,   Welcome aboard the Enterprise.   I'm --,"""Tin Man"""
29,TAM,   Captain Picard. Here --,"""Tin Man"""
30,TAM,"       You want to know all about your   mission. Everything's on there.   Orders and briefings. Destination   and heading, all that.","""Tin Man"""
31,TAM,       I sensed you were out here.   How've you been?,"""Tin Man"""
32,TROI,"    (embarrassed by Tam's     tactlessness, she still     can't help smiling)   Fine, but Tam, I...","""Tin Man"""
33,DATA,   Sir --,"""Tin Man"""
34,TAM,   Who -- what are you?,"""Tin Man"""
35,DATA,       My name is Data.,"""Tin Man"""
36,TAM,"   Incredible, an android. I can't   read you at all. It's like you're   not there.","""Tin Man"""
37,TAM,"   Oh. You better hurry up to the   bridge with that. Captain wants   you to run the orders, scan the   technical schematics, and be ready   to brief him in ten minutes.       Right?","""Tin Man"""
38,PICARD,   Number One?,"""Tin Man"""
39,RIKER,   Riker here.,"""Tin Man"""
40,PICARD,   Meet Mister Data on the bridge.   He has our orders and new heading.,"""Tin Man"""
41,RIKER,"   Aye, sir.","""Tin Man"""
42,PICARD,       And assemble the bridge staff for   a mission briefing in -- fifteen   minutes. Picard out.       Mister Elbrun. Would you --,"""Tin Man"""
43,TAM,       Like to see my quarters. No.   I'd rather get this briefing over   with. Then be left alone until   I'm needed.,"""Tin Man"""
44,GEORDI,   I've heard something about   Ghorusda. Weren't about forty   people killed --,"""Tin Man"""
45,RIKER,"   Forty-seven, including the captain   of the Adelphi -- and two friends   from my class at the Academy.","""Tin Man"""
46,GEORDI,   Sorry. What happened?,"""Tin Man"""
47,RIKER,   It was a first contact situation.,"""Tin Man"""
48,RIKER,"   The Ghorusdans values are so   complex, and so different, that   the Federation sent along a   specialist. To prevent   misunderstanding.","""Tin Man"""
49,GEORDI,   That was Tam Elbrun? And what   happened was his fault?,"""Tin Man"""
50,RIKER,"   Not directly. Board of inquiry   blamed Captain Darson's   carelessness about Ghorusdan   cultural taboos.       But if Elbrun's so good, why   didn't he warn Darson? What was   he there for, if he couldn't sense   that much hostility?","""Tin Man"""
51,DATA,"   Commander, Geordi... do you ever   feel as if I am not ""there?"" That   is to say... not ""here.""","""Tin Man"""
52,GEORDI,   You seem to be all here.,"""Tin Man"""
53,DATA,"   Our destination is the Beta   Stromgren system, following the   path of the Vega Nine probe.","""Tin Man"""
54,RIKER,   That's twenty-three parsecs beyond   our furthest manned explorations.,"""Tin Man"""
55,DATA,"   That is correct, Commander.   Apparently the probe has   discovered...    (a beat, reacting to     something he sees on     the screen)   ...Astonishing.","""Tin Man"""
56,DATA,   This is the star Beta Stromgren...,"""Tin Man"""
57,DATA,"       Scientists have discovered that   it is in the final stages of an   alternating cycle of expansion   and collapse, which will soon   result in a supernova.       However, the long-range unmanned   probe which Starfleet sent to   observe the process has discovered   something much more --","""Tin Man"""
58,TAM,"       Oh, Data -- don't waste time.","""Tin Man"""
59,TAM,"   They call it ""Tin Man"". The Vega   Probe found it orbiting Stromgren.","""Tin Man"""
60,GEORDI,   Looks like a ship of some kind.,"""Tin Man"""
61,TAM,   Its energy source is unknown.   The people who've studied the   transmissions think it's a   starship. And they're sure it's   alive.,"""Tin Man"""
62,PICARD,       Alive? How so?,"""Tin Man"""
63,GEORDI,   A cybernetic organism -- like the   Borg?,"""Tin Man"""
64,TAM,"   No, no, NO! Here --","""Tin Man"""
65,TAM,"   Starfleet believes it's an   organic creature, born in space,   living its life in the wastes   between stars.","""Tin Man"""
66,TAM,"       No one knows where it came from,   or why it's here now. And we're   going to meet it. We're going   to talk to it.    (softly, as if to     himself)   I'm going to talk to it.","""Tin Man"""
67,RIKER,   Have attempts been made --,"""Tin Man"""
68,TAM,"   To communicate with it by   subspace. Of course --   linguacode, universal translation,   all that. It won't work. Tin Man   is too different. Direct   mind-to-mind contact is our only   hope.","""Tin Man"""
69,TROI,   The opportunity for discovery is   extraordinary -- but I don't yet   understand Starfleet's urgency   --,"""Tin Man"""
70,PICARD,   The Romulans --,"""Tin Man"""
71,TAM,"   Hell, I forgot -- the Romulans...","""Tin Man"""
72,PICARD,   They claim the sector of space   in which Beta Stromgren is   located.,"""Tin Man"""
73,WORF,   The Romulans claim all that is   within their field of vision.,"""Tin Man"""
74,DATA,   And they routinely monitor the   telemetry of our deep-space   probes.,"""Tin Man"""
75,PICARD,   So it's quite certain they'll   be sending a ship of their own   to investigate this Tin Man.,"""Tin Man"""
76,TAM,"   No... Actually, they're sending   two. Uh, Data --","""Tin Man"""
77,DATA,"   That is correct. Starbase one   twenty-three detected two   D'daridex class cruisers on an   intercept course.       The top speed of this class vessel   is known to be less than our own,   sir. We therefore have some   advantage.","""Tin Man"""
78,PICARD,"   So, it's a race?       An alien intelligence -- a new   life-form -- representing a   technology far beyond that of   either the Romulans or ourselves.   The Romulans will take whatever   measures -- military or otherwise   -- are required to secure the   creature for study.","""Tin Man"""
79,GEORDI,"   Study as in dissect, I'd bet.","""Tin Man"""
80,PICARD,"   Data, you're our resident honor   student in exobiology. I'm   assigning you to head up life   sciences on this mission.","""Tin Man"""
81,DATA,"   Yes, sir.","""Tin Man"""
82,TAM,   Excellent.,"""Tin Man"""
83,PICARD,"   Meeting adjourned, then.","""Tin Man"""
84,TAM,"   So, Data -- I guess you're the   brains of this outfit, huh?","""Tin Man"""
85,PICARD,   Mister Elbrun -- one reason I want   you to work closely with a member   of my staff is to avoid any   further... omissions. The   possibility of an encounter with   Romulans on this mission is hardly   trivial. Yet you --,"""Tin Man"""
86,TAM,"       All right, all right... I should   have brought up the Romulans   earlier, but I was distracted.","""Tin Man"""
87,TAM,"       And no, Billy boy, I wasn't   ""distracted"" on Ghorusda.     ","""Tin Man"""
88,,,"""Tin Man"""
89,TAM ,"   If Darson had listened to me, no   one would have died. And I   don't care whether you believe   that or not.","""Tin Man"""
90,PICARD ,"   Captain's log, Stardate 43782.6.   Travelling at top warp, we are   still several days from rendezvous   with the mysterious entity which   Starfleet has christened Tin Man.","""Tin Man"""
91,PICARD ,       My immediate concern is with Tam   Elbrun. Starfleet considers his   unique abilities crucial to our   mission. Yet he seems to me...   unstable.,"""Tin Man"""
