,character,quote,episode
0,DATA,"   Good morning, Commander.","""Rightful Heir"""
1,RIKER,   Data. Interesting night?,"""Rightful Heir"""
2,DATA,   I found it extremely interesting.   The lateral sensor array performed   three separate spectral analyses   of the Alwanir Nebula on three   distinct frequencies.,"""Rightful Heir"""
3,RIKER,   Sorry I missed it.,"""Rightful Heir"""
4,DATA,"    (missing the ironic     tone)   I will have the reports sent to   you.       We are still on course for the   Gariman system, our speed is warp   six and our ETA is thirteen   hundred hours. Sickbay reported   one minor injury in the exobiology   department at zero four   twenty hours.","""Rightful Heir"""
5,RIKER,   Very well.,"""Rightful Heir"""
6,RIKER,       Isn't Worf supposed to relieve   Ensign Torigan?,"""Rightful Heir"""
7,DATA,"   Yes, sir. I was not informed of   any change in the duty roster.","""Rightful Heir"""
8,RIKER,       He's never late.       Riker to Lieutenant Worf.,"""Rightful Heir"""
9,RIKER,"   Computer, locate Lieutenant Worf.","""Rightful Heir"""
10,COMPUTER,   Lieutenant Worf is in his   quarters.,"""Rightful Heir"""
11,RIKER,"   Something's wrong. Data, you have   the Bridge.       Security, meet me on deck seven,   section twenty-five baker.","""Rightful Heir"""
12,RIKER,"       Computer, override the security   lock on this door. Authorization:   Riker alpha six zero.","""Rightful Heir"""
13,WORF,   TORVA LUK DO SHELL!,"""Rightful Heir"""
14,RIKER,       Worf?       What the hell are you doing?,"""Rightful Heir"""
15,PICARD,   He had no explanation at all?,"""Rightful Heir"""
16,RIKER,"   Not a word. He just got dressed   and then reported for duty as if   nothing had happened.       Captain, this isn't the first...   problem I've had with Worf lately.","""Rightful Heir"""
17,PICARD,       Oh?,"""Rightful Heir"""
18,RIKER,"   Until now, it wasn't anything   serious so I didn't bring it to   your attention. But, to be blunt,   he's been getting... sloppy. His   duty reports have been incomplete,   he's fallen behind in maintenance   checks, he just seems...   distracted.","""Rightful Heir"""
19,PICARD,   Where's Worf now?,"""Rightful Heir"""
20,RIKER,   I confined him to quarters.,"""Rightful Heir"""
21,PICARD,"   You have the Bridge, Number One.","""Rightful Heir"""
22,RIKER,"   Aye, sir.","""Rightful Heir"""
23,WORF,   Enter.,"""Rightful Heir"""
24,WORF,   Captain.,"""Rightful Heir"""
25,PICARD,"       On your feet, Lieutenant.","""Rightful Heir"""
26,WORF,   Sir.,"""Rightful Heir"""
27,PICARD,"       Mister Worf, your personal affairs   are strictly your concern unless   they interfere with the operation   of this ship. You've crossed that   line. Now as your Captain, I want   to know exactly what's going on.","""Rightful Heir"""
28,WORF,   It is... difficult to explain.,"""Rightful Heir"""
29,PICARD,   Try.,"""Rightful Heir"""
