,character,quote,episode
0,TROI,       That's very nice.,"""Masks"""
1,ERIC,"       No, it isn't. I just can't get it   right. Do you think the wings are   too big?","""Masks"""
2,TROI,"   Not at all... birds have wings of   all sizes, Eric. But you   shouldn't worry about making it   look perfect.","""Masks"""
3,ERIC,   But Mrs. Narsu said we should try   to make our sculptures as   realistic as possible.,"""Masks"""
4,TROI,   She's right... it is important for   you to be able to give the clay   the shape you want it to have.     ,"""Masks"""
5,,,"""Masks"""
6,TROI ,   But today you're not supposed to   concentrate on technique. I'm   here to help you focus more on the   feelings you want to convey with   your sculpture.,"""Masks"""
7,TROI,       For instance... What do you think   about when you see a bird?,"""Masks"""
8,ERIC,       Flying?,"""Masks"""
9,TROI,"   Fine. Then try to make your   sculpture make me think of flying,   too.","""Masks"""
10,TROI,"   How's it going, Data?","""Masks"""
11,DATA,   I have finished.,"""Masks"""
12,DATA,       The dimensions are accurate to   within one-point-three percent.,"""Masks"""
13,TROI,"   I'm sure they are...       You obviously have no trouble with   realism, Data, but you're here to   work on using your imagination.   Maybe you should try something a   little more... abstract.","""Masks"""
14,TROI,       I want you to start a new piece...   I'd like you to sculpt... music.,"""Masks"""
15,DATA,       Music?,"""Masks"""
16,DATA,   Counselor. Music is a collection   of acoustic vibrations. How can   I reproduce a sound with clay?,"""Masks"""
17,TROI,   Think of the effects that sounds   have on people... the images that   music brings to your mind... then   give them a form.,"""Masks"""
18,TROI,"    (continuing, looks at     the shape)   It's a start.","""Masks"""
19,RIKER,   Riker to Data... please report to   the Bridge.,"""Masks"""
20,DATA,       Acknowledged. I am on my way.,"""Masks"""
21,CUT TO:,,"""Masks"""
22,PICARD ,"   Captain's Log, Stardate 47615.2.   We have encountered a rogue comet   in sector one-one-five-six. It is   not native to this region of   space, and there is no previous   record of this object on any   Federation charts.","""Masks"""
23,DATA,"       Based on its present trajectory,   the comet appears to have   originated in the D'Arsay system.","""Masks"""
24,RIKER,   That's over two sectors from   here...,"""Masks"""
25,DATA,"   That is correct, sir. This object   has been en route for eighty-seven   million years.","""Masks"""
26,RIKER,   That's a long time alone in the   dark.,"""Masks"""
27,PICARD,"       Begin a full sensor analysis,   Mister Data. Log the results for   the Federation Astrophysical   Survey.","""Masks"""
28,DATA,"   Aye, sir.","""Masks"""
29,DATA,       The comet's outer shell is   composed primarily of gaseous   hydrogen and helium surrounding an   icy mantle. The inner core   consists of heavier elements--,"""Masks"""
30,PICARD,   What was that?,"""Masks"""
31,DATA,       There is distortion within the   comet's inner core. I believed we   experienced an intense sensor   echo.,"""Masks"""
32,RIKER,   Can you correct for it?,"""Masks"""
33,DATA,"   I am attempting to do so now,   sir...","""Masks"""
34,DATA,       I've compensated for the effect.   Sensors are reconfigured for a low   intensity sweep.     ,"""Masks"""
35,,,"""Masks"""
36,DATA ,"   We are still picking up some   interference, but the distortion   is manageable...       At these settings, the scan will   be complete in thirty-nine hours.","""Masks"""
37,CUT TO:,,"""Masks"""
38,BEVERLY,   ... Worf said he's going to be   teaching us some Mok'bara throwing   techniques today.,"""Masks"""
39,TROI,   More like falling techniques...   the last time we did that I was   sore for a week...,"""Masks"""
40,BEVERLY ,   What's this?,"""Masks"""
41,TROI,   I have no idea.,"""Masks"""
42,BEVERLY,   Maybe Wil left it here... a little   present?,"""Masks"""
43,TROI,   It's not quite his style...,"""Masks"""
44,BEVERLY,   Then maybe you've got a secret   admirer.,"""Masks"""
45,TROI,       That's an interesting thought...,"""Masks"""
46,BEVERLY,"   Well, you can figure it out later.   We're going to be late.","""Masks"""
47,GEORDI,   We've been getting some pretty   strange readings from that   comet... now it looks like   there's some kind of energy   generation coming from the core.,"""Masks"""
48,WORF,   Is that unusual?,"""Masks"""
49,GEORDI,   The core is normally just a chunk   of rock... it should be completely   inert.,"""Masks"""
50,RIKER,       Maybe we've discovered a new kind   of comet...,"""Masks"""
51,RIKER,       They must be changing the snacks   around here.,"""Masks"""
52,GEORDI,   I don't recognize it.,"""Masks"""
53,RIKER,"       Well, whatever you do, don't put   it in your mouth.","""Masks"""
54,RIKER,       This is terrible.,"""Masks"""
55,WORF,   I like it.,"""Masks"""
56,RIKER,   Then you can have it.. but it's   not what I ordered.,"""Masks"""
57,GEORDI,       Let's see what they're trying to   poison you with...,"""Masks"""
58,GEORDI,       Wait a minute... this stuff is bio-organic...   there are oxygenated   cells... serum electrolytes...   This looks like some kind of...   blood.,"""Masks"""
59,RIKER,   You're joking.,"""Masks"""
60,GEORDI,   I'm serious.,"""Masks"""
61,RIKER,   I'm gonna have a little talk with   the bartender.,"""Masks"""
62,GEORDI,   It might not be his fault. We   should check out the replicator.,"""Masks"""
63,TROI,   Nice... Very good... I like   that...,"""Masks"""
64,TROI,   Data... This is amazing. How did   you come up with this?,"""Masks"""
65,DATA,"   I followed your advice, Counselor.   I used my imagination.","""Masks"""
66,TROI,   That's an understatement...,"""Masks"""
67,DATA,"   For some reason, as I shaped the   clay, the image of the mask was   exceptionally clear in my mind...   the design seemed to flow quite...   naturally.","""Masks"""
68,TROI,"       Data, have you been in my   quarters?","""Masks"""
69,DATA,"   No, Counselor.","""Masks"""
70,TROI,   Somebody left an object in my   room... it was some kind of   artifact... and it looked similar   to this.       You don't know anything about   that?,"""Masks"""
71,DATA,   I do not.,"""Masks"""
72,ERIC,"       Excuse me, Counselor, could you   help me with my terminal? It's   not working right.","""Masks"""
73,DATA,   Perhaps we should investigate this   matter further.,"""Masks"""
74,RIKER,       These symbols don't match anything   in Federation linguistic banks.,"""Masks"""
75,GEORDI,"   Some kind of alien information has   been downloaded into our main   computer. I'm not exactly sure   how it's working, but it's   reconfiguring our systems.","""Masks"""
76,RIKER,   How did it get in?,"""Masks"""
77,GEORDI,   I was able to trace its path from   the replicators to our sensor   array.,"""Masks"""
78,RIKER,   The sensors?       They've been scanning that comet   for the last eighteen hours...,"""Masks"""
79,GEORDI,       Those energy readings from the   comet's core... the sensor echo...       We still don't know what's inside   that thing.,"""Masks"""
80,RIKER,   Maybe it's time we found out.       Could we use the phasers to melt   away the outer shell of the comet?,"""Masks"""
81,GEORDI,"       A dispersed wide-field beam might   do the trick... it wouldn't take   long to come up with the firing   parameters...       What do you think, Data?","""Masks"""
82,GEORDI,       What's the matter?,"""Masks"""
83,DATA,   I believe I recognize these   symbols.,"""Masks"""
84,RIKER,   How?,"""Masks"""
85,DATA,   I do not know.,"""Masks"""
86,GEORDI,   Do you think your systems may have   been affected?,"""Masks"""
87,DATA,"   It is a possibility. I do not   believe my systems are currently   impaired, but I will run a full   self-diagnostic to make certain.","""Masks"""
88,RIKER,       What do these symbols mean?,"""Masks"""
89,DATA,"    (continuing, as if     reading)   ""Boundary.""","""Masks"""
90,DATA,"       ""Border."" ""Road."" ""Companion.""   ""Message."" ""Messenger.""","""Masks"""
91,DATA,"       ""Death.""","""Masks"""
92,WORF,"   Captain, phasers are set for wide   dispersal, ten percent maximum   power. The beam will terminate   automatically when the comet's   core is reached.","""Masks"""
93,PICARD,"       Very well, Mister Worf. Fire...","""Masks"""
94,WORF,       Phasers have terminated... the   outer shell is gone...,"""Masks"""
95,PICARD,   Mister Data... What are we looking   at? Is it a ship?,"""Masks"""
96,DATA,"   I do not believe so. The object   is nearly solid, composed   primarily of fortanium and several   unknown materials... It is more   than eighty-seven million years   old.","""Masks"""
97,RIKER,   That's older than the comet   itself. Could someone in the   D'Arsay system have built it?,"""Masks"""
98,PICARD,       There are no technologically   advanced cultures in that system   now... but perhaps there were   eighty-seven million years ago.,"""Masks"""
99,RIKER,   But why would anyone hide   something like that inside a   comet?,"""Masks"""
100,PICARD,   It's possible the frozen gasses   simply accumulated over time as it   travelled through space...,"""Masks"""
101,GEORDI,"   In any case, it's definitely   responsible for the system   anomalies we've been experiencing.   It's been using our sensor beam as   a carrier wave to get information   into our computers and   replicators.","""Masks"""
102,PICARD,   But the question remains: why?   What is its purpose?,"""Masks"""
103,DATA,"   Captain, I believe this object is   an informational archive.","""Masks"""
104,PICARD,   What makes you say that?,"""Masks"""
