,character,quote,episode
0,BARTENDER,   Tell me... why is it so important   that you find this man?,"""Gambit, Part I"""
1,TROI,   We had some business dealings...   he owes me money.,"""Gambit, Part I"""
2,BARTENDER,"       If we had business dealings, I can   tell you I wouldn't disappear...","""Gambit, Part I"""
3,TROI,"   Maybe we should discuss that   possibility. But first, I have to   find him... collect the money I'm   owed...","""Gambit, Part I"""
4,BARTENDER,   Let me guess... you and your   friend were smuggling relics from   the ruins of Nafir...,"""Gambit, Part I"""
5,TROI,       Mmmmmm...,"""Gambit, Part I"""
6,BARTENDER,   A dangerous game.,"""Gambit, Part I"""
7,TROI,   Maybe I like danger.,"""Gambit, Part I"""
8,BARTENDER,   Then you've come to the right   place.       I'll be closing in a few hours.   Perhaps we can discuss this...   more privately.,"""Gambit, Part I"""
9,TROI,"   If I can't find him, I'll have to   move on. Are you sure you haven't   seen him?","""Gambit, Part I"""
10,BARTENDER,"   Human... two meters tall... smooth-headed...   no, I don't remember   anyone like that.","""Gambit, Part I"""
11,TROI,   You're lying...,"""Gambit, Part I"""
12,BARTENDER,   And you're Betazoid... I thought   so.,"""Gambit, Part I"""
13,BARTENDER,   The people who come here count on   a certain amount of... anonymity.   If I started answering questions   about them... even to a very   beautiful woman... I wouldn't be   in business very long.,"""Gambit, Part I"""
14,BARTENDER,"   As a businesswoman, I'm sure you   understand.","""Gambit, Part I"""
15,RIKER,   Great story... I'll have to   remember that the next time I'm in   a knife fight...,"""Gambit, Part I"""
16,RIKER,       Any luck?,"""Gambit, Part I"""
17,WORF,   I think the one over there knows   something.,"""Gambit, Part I"""
18,WORF,   He wouldn't admit to having seen   the Captain... but he said that   anyone who visited the ruins of   Nafir would probably come here   eventually... I suspect he knows   more.,"""Gambit, Part I"""
19,RIKER,   Let's go.,"""Gambit, Part I"""
20,WORF,       Commander -- I told him --,"""Gambit, Part I"""
21,RIKER,   My friend here tells me you might   know about the man we're looking   for.,"""Gambit, Part I"""
22,YRANAC,"   The only reason I'm talking to   you... is that I have a sister,   too.","""Gambit, Part I"""
23,WORF,       I explained to him... that we are   looking for the man who   impregnated your sister.,"""Gambit, Part I"""
24,RIKER,   You can imagine how much this   means to me.,"""Gambit, Part I"""
25,YRANAC,   Family honor is important... If   someone had defiled my sister...   I would do anything... pay   anything... to find the one   responsible.,"""Gambit, Part I"""
26,RIKER,"   I see. And just how much would   ""anything"" be?","""Gambit, Part I"""
27,YRANAC,   As much as... five bars of goldpress   latinum.,"""Gambit, Part I"""
28,BARTENDER,   I think you've had too much to   drink. You'd better leave.,"""Gambit, Part I"""
29,BARTENDER,"   On your way, Yranac.","""Gambit, Part I"""
30,BEVERLY,   I'm sorry... but I think he wants   to stay.,"""Gambit, Part I"""
31,BEVERLY,       Sit down.,"""Gambit, Part I"""
32,RIKER,   This --       -- is my sister.       She's angry.       She has a vicious temper. I   wouldn't cross her.,"""Gambit, Part I"""
33,BARTENDER,"   You talk and you're a dead man,   Yranac.","""Gambit, Part I"""
34,YRANAC,   Perhaps there is an element of   risk here that I did not fully   appreciate.,"""Gambit, Part I"""
35,WORF,   And how much more latinum will it   take to offset that risk?,"""Gambit, Part I"""
36,YRANAC,   This isn't about latinum.       As a man with a sister -- a sister   with a temper -- I can sympathize   with you. But...       How did you come here? Do you   have a ship in orbit?,"""Gambit, Part I"""
37,RIKER,   Yes...,"""Gambit, Part I"""
38,YRANAC,   Then take me with you. You can   drop me anywhere you like.,"""Gambit, Part I"""
39,RIKER,   Agreed. Now talk.,"""Gambit, Part I"""
40,YRANAC,   The man you're looking for was   here several weeks ago. There was   a group of aliens sitting at this   table... he was asking them   questions.,"""Gambit, Part I"""
41,WORF,   Who were these aliens?,"""Gambit, Part I"""
42,YRANAC,   I don't know. But they looked   dangerous.       They attacked him. He managed to   incapacitate three of them before   he was knocked down.,"""Gambit, Part I"""
43,YRANAC,   He was thrown against that wall...   and fell there.,"""Gambit, Part I"""
44,BEVERLY,   I'm picking up some Starfleet   fiber traces... and human cellular   debris.,"""Gambit, Part I"""
45,RIKER,   Can you establish a DNA sequence?,"""Gambit, Part I"""
46,BEVERLY,   There's something strange here.   The cell structures are badly   distorted. It looks as if they've   been exposed to some kind of high   energy field.,"""Gambit, Part I"""
47,WORF,   A weapon discharge?,"""Gambit, Part I"""
48,BEVERLY,   It could be. There are faint   traces of micro-crystalline damage   in the floor material. But I'm   not familiar with the pattern.,"""Gambit, Part I"""
49,YRANAC,   Who are you people?,"""Gambit, Part I"""
50,RIKER,   You didn't say anything about a   weapon.,"""Gambit, Part I"""
51,YRANAC,"       I hadn't finished yet. You'll   like this... the man got what was   coming to him. When they knocked   him down, one of them took out a   weapon... and fired.       He was vaporized.","""Gambit, Part I"""
52,TROI,   He's telling the truth.,"""Gambit, Part I"""
53,RIKER,   Doctor?,"""Gambit, Part I"""
54,BEVERLY,   There's no question. It's Captain   Picard's DNA.,"""Gambit, Part I"""
55,BEVERLY,       I used a multi-base progression to   regenerate the DNA. The technique   is practically flawless...,"""Gambit, Part I"""
56,BEVERLY,       The cellular damage could have   been caused by a variety of energy   fields... it's hard to be   specific. I can't tell whether it   was the field itself that killed   him or if he was already dead   when...,"""Gambit, Part I"""
57,RIKER,   I'll need your analysis for my   report to Starfleet.,"""Gambit, Part I"""
58,BEVERLY,   It's all here.,"""Gambit, Part I"""
59,RIKER,   Thank you.       I'll inform the crew.,"""Gambit, Part I"""
60,RIKER,   Come.,"""Gambit, Part I"""
61,TROI,   How are you doing?,"""Gambit, Part I"""
62,RIKER,   I'm all right.,"""Gambit, Part I"""
63,TROI,   The crew is pretty shaken up...   I'm arranging a memorial   service... I think you should be   the one to deliver the eulogy.,"""Gambit, Part I"""
64,RIKER,   You'd be better at something like   that. Or Beverly. She knew him   the longest...,"""Gambit, Part I"""
65,TROI,   I know it won't be easy... but   it's important for all of us to   face what's happened. You're in   command now. The crew will be   looking to you for guidance --,"""Gambit, Part I"""
66,RIKER,   You don't understand. I can't   give the eulogy because I won't be   at the service.,"""Gambit, Part I"""
67,TROI,   A memorial service helps to give   everyone a sense of completion.   Helps them begin the healing   process...,"""Gambit, Part I"""
68,RIKER,   That's exactly the point. I don't   want to heal.,"""Gambit, Part I"""
69,TROI,   Wil --,"""Gambit, Part I"""
70,RIKER,"   I've got an open wound in here, it   hurts like hell, and I don't want   it to get better. I don't want to   believe that everything's all   right.","""Gambit, Part I"""
71,TROI,   You're angry...,"""Gambit, Part I"""
72,RIKER,   You're damn right. And I intend   to stay angry -- until I find   whoever's responsible for the   Captain's death.,"""Gambit, Part I"""
