,character,quote,episode
0,WORF,   Direct hit to the port nacelle...       But -- only minimal damage.,"""Gambit, Part II"""
1,WORF,"       Hit on the starboard nacelle...   again, no appreciable damage.","""Gambit, Part II"""
2,TROI,   Wil must've done something to   their weapons.,"""Gambit, Part II"""
3,DATA,"   I believe so, Counselor. It is   now up to us to... play along.       Release inertial dampers and cut   power on decks thirty-one through   thirty-seven.       Set phasers to twenty-five   percent. Return fire.","""Gambit, Part II"""
4,WORF,"   Aye, sir.","""Gambit, Part II"""
5,BARAN,       Continue firing!,"""Gambit, Part II"""
6,PICARD,       We've lost three plasma relays on   the disruptors. Auxiliary   power... is not available.,"""Gambit, Part II"""
7,BARAN,       Transfer weapons control to my   station. There's a way to by-pass   the relays and feed power --,"""Gambit, Part II"""
8,NARIK,   The anti-matter containment unit   is starting to buckle!,"""Gambit, Part II"""
9,TALLERA,"       The Enterprise has been badly   damaged but they still have   superior firepower. If we remain   here, we will be destroyed. The   logical course of action is to   withdraw.","""Gambit, Part II"""
10,BARAN,"       We've done enough damage. Narik,   set course one eight zero, mark   two one five. Warp six.   Initiate.","""Gambit, Part II"""
11,GIUSTI,"       They're preparing to activate   their warp drive, Commander.","""Gambit, Part II"""
12,WORF,       Sir. We will not be able to track   them with our sensors if they go   to warp. I can still disable them   before they --,"""Gambit, Part II"""
13,DATA,"   I am aware of the tactical   situation, Lieutenant. Let them   go.","""Gambit, Part II"""
14,GIUSTI,"       Sensor sweep eight has been   completed, sir. Still no sign of   the mercenary ship.","""Gambit, Part II"""
15,DATA,   Understood. Begin sensor sweep   nine using the lateral array set   to maximum gain.,"""Gambit, Part II"""
16,GIUSTI,"   Aye, sir.","""Gambit, Part II"""
17,TROI,"   I've gone over every word, every   inflection, every facial   response... but I still haven't   found any kind of code or hidden   message.","""Gambit, Part II"""
18,DATA,"   Understood. I agree that the   probability that such a message   exists is remote, but I believe we   should check.","""Gambit, Part II"""
19,TROI,   I'll keep trying.,"""Gambit, Part II"""
20,WORF,"       Two starships have been sent to   intercept the mercenaries at   Yadalla Prime and Draken Four, in   case they attempt to attack those   planets.","""Gambit, Part II"""
21,DATA,   Very well. Inform Starfleet   Command that we will hold position   here until further notice.,"""Gambit, Part II"""
22,WORF,   So we are just going to... remain   here?,"""Gambit, Part II"""
23,DATA,   Yes. But we will continue to   pursue all avenues of   investigation which are available   to us.,"""Gambit, Part II"""
24,WORF,"   If we had not allowed them to   escape, this would not be   necessary.","""Gambit, Part II"""
25,DATA,"   That is correct. However, I   believe Commander Riker wanted us   to let them escape.","""Gambit, Part II"""
26,GEORDI,       I think I've got something.,"""Gambit, Part II"""
27,GEORDI,       I've been studying the com link   Commander Riker used to transmit   his command codes.     ,"""Gambit, Part II"""
28,,,"""Gambit, Part II"""
29,GEORDI ,"   I didn't see anything at first,   but when I ran the transmission   through a sub-harmonic analysis I   found this.       It was sent on the same carrier   wave as the command codes.","""Gambit, Part II"""
30,TROI,       It might be the message you've   been looking for.,"""Gambit, Part II"""
31,DATA,   Possibly. I will attempt to resequence   the signal.       Begin running a search for a   decryption key.,"""Gambit, Part II"""
32,NARIK,       I'm taking the engines off-line.,"""Gambit, Part II"""
33,BARAN,   How long until we can repair our   battle damage?,"""Gambit, Part II"""
34,NARIK,   It will take at least five hours   to replace the anti-matter   containment unit.,"""Gambit, Part II"""
35,BARAN,"   You have three hours, Narik. One   minute beyond that and you'll   answer for it with your life.","""Gambit, Part II"""
36,BARAN,       I suppose I should thank you.   None of us would be alive if it   weren't for you.,"""Gambit, Part II"""
37,RIKER,       You're welcome.,"""Gambit, Part II"""
38,PICARD,"   What's wrong, Commander? Starting   to have second thoughts about   betraying your comrades... because   that's what you've done --   betrayed them... betrayed them in   order to save yourself.       You were just a second-rate   officer before... now you're a   coward and a traitor. How does   that feel?","""Gambit, Part II"""
39,RIKER,   I don't know. How did that feel?,"""Gambit, Part II"""
40,BARAN,"       That's enough.       Galen, get down to the cargo hold   and check those artifacts.       Move.","""Gambit, Part II"""
41,PICARD,       Tell Baran I'm working as fast as   I can.,"""Gambit, Part II"""
42,PICARD,       What?,"""Gambit, Part II"""
43,TALLERA,   I'm trying to decide if you're   incredibly stupid... or incredibly   smart. Why didn't you continue to   fire on the Enterprise when their   shields dropped?,"""Gambit, Part II"""
44,PICARD,"   You were there. The disruptors   lost power.       Computer, reset diagnostic for new   sample and begin scan.","""Gambit, Part II"""
45,TALLERA,"   I've watched you handle the weapon   systems before. You know exactly   how to by-pass a problem like   that.       And why do you continue to argue   with Riker? It should be obvious   that by alienating him you are   also alienating Baran, and yet you   continue to do it. Why?","""Gambit, Part II"""
46,COMPUTER,   Scan complete. Terikon profile   negative.,"""Gambit, Part II"""
47,PICARD,       I'm touched by your concern for my   well-being.,"""Gambit, Part II"""
48,TALLERA,   That's not an answer.,"""Gambit, Part II"""
49,PICARD,"   Computer, reset diagnostic and   begin scan.       I'm not a prisoner in a Romulan   labor camp, Tallera. I don't have   to answer your questions and I   don't give a damn what you think.","""Gambit, Part II"""
50,COMPUTER,   Scan complete. Terikon profile   positive. Ninety-eight percent   probability of match.,"""Gambit, Part II"""
51,PICARD,"   Well, whatever it is... it looks   like we've found it.","""Gambit, Part II"""
52,TALLERA,       Tallera to Captain.,"""Gambit, Part II"""
53,BARAN,   Yes?,"""Gambit, Part II"""
54,TALLERA,   I'm in the cargo hold. Galen's   made a positive Terikon match on   one of the artifacts.,"""Gambit, Part II"""
55,BARAN,   Is he sure?,"""Gambit, Part II"""
56,TALLERA,   He's sure.,"""Gambit, Part II"""
57,BARAN,       Good. Bring it here immediately   and don't let anyone else get near   it.,"""Gambit, Part II"""
58,TALLERA,   Understood. Tallera out.,"""Gambit, Part II"""
59,RIKER,   I take it that's good news.,"""Gambit, Part II"""
60,BARAN,"   Very. It means we've completed   half of what promises to be a very   profitable mission... and even   better than that it means, I'm   almost ready to get rid of your   friend Galen.","""Gambit, Part II"""
61,RIKER,   Really?,"""Gambit, Part II"""
62,BARAN,"       We have only one more artifact to   find... and once Galen confirms   it's genuine, his usefulness on   this ship will come to a very   sudden end.","""Gambit, Part II"""
63,RIKER,   I can't say I'm sorry to hear   that.,"""Gambit, Part II"""
64,BARAN,"   I'm sure.       Galen may be a loud-mouthed fool,   but sometimes he can be very   perceptive... his observations   about you for instance.","""Gambit, Part II"""
65,RIKER,   Oh?,"""Gambit, Part II"""
66,BARAN,"   After what you did at Calder Two,   I doubt you have much of a future   in Starfleet.","""Gambit, Part II"""
67,RIKER,   I've... pretty much come to the   same conclusion.,"""Gambit, Part II"""
68,BARAN,   Assuming for the moment that you   were no longer my prisoner... what   would you do now?,"""Gambit, Part II"""
69,RIKER,   I guess I'd have to look for a new   career... there must be a place   where someone with fifteen years   of Starfleet technical knowledge   would be useful.       Do you know of any place like   that?,"""Gambit, Part II"""
70,BARAN,"   Possibly.       But if there's one thing I've   learned on this ship, it's to be   cautious... and not to blindly   embrace what seems to be good   fortune. And at the moment, you   seem like a rather large stroke of   luck.","""Gambit, Part II"""
71,RIKER,"   I haven't exactly sworn my undying   allegiance to you, Baran. In   fact, I'd like to know a little   bit more about the job.","""Gambit, Part II"""
72,BARAN,   Such as?,"""Gambit, Part II"""
73,RIKER,"   Such as what you meant by a ""very   profitable mission.""","""Gambit, Part II"""
74,BARAN,       I thought you Starfleet types   weren't interested in things like   profit.,"""Gambit, Part II"""
75,RIKER,"   I'm not exactly... the ""ideal""   Starfleet type.","""Gambit, Part II"""
76,BARAN,"   No, I guess you're not.       All you need to know for now is   that your share could be more than   enough to insure a very long and   very wealthy life far away from   the Federation.","""Gambit, Part II"""
77,RIKER,   Sounds promising.,"""Gambit, Part II"""
78,BARAN,"   It is. But if you want that   share, you'll have to earn it.       And you can start by putting aside   your dislike for Galen and trying   to become his friend.","""Gambit, Part II"""
79,RIKER,   Why?,"""Gambit, Part II"""
80,BARAN,   Galen has allies among the crew...   they might cause a problem if I   kill him. I want you to get close   to him and find out who they are.,"""Gambit, Part II"""
81,RIKER,   Okay.,"""Gambit, Part II"""
82,BARAN,"   One more thing, Riker.       When the time comes, I want you to   kill Galen.","""Gambit, Part II"""
83,DATA,   I have completed the analysis of   the signal from the mercenary   ship. I believe these groupings   represent bearings and coordinates   taken from their navigational   system.,"""Gambit, Part II"""
84,GEORDI,   So you think this is their flight   plan...,"""Gambit, Part II"""
85,DATA,"   Yes. If I am correct, the   mercenary vessel is heading toward   these coordinates in...       ... the Hyralan Sector.","""Gambit, Part II"""
86,WORF,   Their maximum speed is warp eight   point seven... it will take them   at least fourteen hours to reach   that position.,"""Gambit, Part II"""
87,GEORDI,   We could be there in five.,"""Gambit, Part II"""
88,DATA,   Make it so.,"""Gambit, Part II"""
89,WORF,       Finally.,"""Gambit, Part II"""
90,WORF,"    (continuing, to Con     Officer)   Set course for the Hyralan Sector   and engage at warp nine.","""Gambit, Part II"""
91,DATA,"   Lieutenant, may I see you in the   Ready Room?","""Gambit, Part II"""
92,WORF,   Of course.,"""Gambit, Part II"""
93,DATA,"   Lieutenant, I am dissatisfied with   your performance as acting first   officer.","""Gambit, Part II"""
94,WORF,       May I... ask in what way?,"""Gambit, Part II"""
95,DATA,   You continually question my orders   in front of the crew. I do not   think this is appropriate   behavior.,"""Gambit, Part II"""
96,WORF,"   Sir... with all due respect, I   have always felt free to voice my   opinions... even when they   differed from those of Captain   Picard or Commander Riker.","""Gambit, Part II"""
97,DATA,"   That is true. But in those   situations, you were acting as   head of security, not as First   Officer. The primary role of the   second in command is to carry out   the decisions of the Captain... in   this case, me.","""Gambit, Part II"""
98,WORF,   But is it not my duty to offer   you... alternatives?,"""Gambit, Part II"""
99,DATA,"   Yes. But once I have made a   decision, it is your job to carry   it out regardless of how you may   personally feel. Any further   objections should be given to me   in private, not in front of the   crew.       I do not recall Commander Riker   ever publicly showing irritation   with his Captain as you did a   moment ago.","""Gambit, Part II"""
100,WORF,"       No, sir.","""Gambit, Part II"""
101,DATA,"   If you feel that you are not   capable of carrying out this role,   I can assign it to Commander La   Forge and return you to Tactical.   I would not enter it as a   reprimand on your record... simply   as a transfer.","""Gambit, Part II"""
102,WORF,   I would... prefer to remain at my   current post.,"""Gambit, Part II"""
103,DATA,   Then I will expect you to conform   to the guidelines I have laid out.,"""Gambit, Part II"""
104,WORF,"   Aye, sir.","""Gambit, Part II"""
105,DATA,   Mister Worf... I am sorry if I   have ended our friendship.,"""Gambit, Part II"""
106,WORF,"   Sir... it is I who has jeopardized   our friendship, not you. If you   will... overlook this incident, I   would like to continue to consider   myself your friend.","""Gambit, Part II"""
107,DATA,   I would like that as well.,"""Gambit, Part II"""
108,WORF,"   Thank you, sir.","""Gambit, Part II"""
109,BARAN,"       Your time is almost up, Narik. I   need warp power.","""Gambit, Part II"""
110,NARIK,"       You can't rush this, Baran... if   the constrictor coil isn't   perfectly aligned, the entire antimatter   containment unit could   rupture... and that would be the   end of the engines, the ship, and   us.","""Gambit, Part II"""
111,BARAN,       I don't have time for your   excuses. We have a schedule to   keep.       Can you do this any faster?,"""Gambit, Part II"""
112,RIKER,   I think Narik may be right this   time... a constrictor coil will   only align so fast. We'll have to   wait.,"""Gambit, Part II"""
113,BARAN,   How long?,"""Gambit, Part II"""
114,RIKER,"   I'd say another hour, maybe less.","""Gambit, Part II"""
115,BARAN,   One hour.,"""Gambit, Part II"""
116,BARAN,       Where is Galen?,"""Gambit, Part II"""
117,VEKOR,   In his quarters.,"""Gambit, Part II"""
118,BARAN,   Typical. Everyone else is working   and he's asleep. Someone should   go kick him out of bed.,"""Gambit, Part II"""
119,RIKER,   I'll take care of it.,"""Gambit, Part II"""
120,BARAN,   Good.,"""Gambit, Part II"""
121,RIKER,"       It's good to see you, too.","""Gambit, Part II"""
122,PICARD,"   I've had a few... unpleasant   surprises.       This isn't a good idea, Wil.   Baran may get suspicious.","""Gambit, Part II"""
123,RIKER,"   As a matter of fact, Baran's the   one who sent me here.       He told me to ""wake you up,"" but   he really wants me to ""pretend"" to   get friendly with you and then   help you organize a mutiny... so   he can find your supporters among   the crew and eliminate them.       So here I am... pretending to like   you after all.","""Gambit, Part II"""
124,PICARD,   Wheels within wheels... I'm   starting to forget which side I'm   on.       All right... what have you found   out so far?,"""Gambit, Part II"""
125,RIKER,"   When we get to the Hyralan Sector,   we're supposed to rendezvous with   a Klingon transport ship. I'm not   sure, but I think they might be   delivering another Romulan   artifact to us.","""Gambit, Part II"""
126,PICARD,"       A second artifact... ?       By the way, these artifacts aren't   Romulan... they're Vulcan.","""Gambit, Part II"""
127,RIKER,   Vulcan?,"""Gambit, Part II"""
128,PICARD,"   I've been looking over the glyphs   and pictograms I found on the   Calder Two artifact. There's not   enough data to translate the   inscription, but the alphabet and   symbology are more consistent with   early Vulcan artifacts than   Romulan.","""Gambit, Part II"""
129,RIKER,   Do these artifacts have some kind   of religious or cultural   significance... something that   would make them valuable enough to   kill for?,"""Gambit, Part II"""
130,PICARD,   I don't know.       If I could just get access to the   Enterprise computer for even a few   moments...,"""Gambit, Part II"""
131,PICARD,   What will Baran do once we obtain   the second artifact?,"""Gambit, Part II"""
132,RIKER,   You're supposed to confirm it's   authentic...       ... and then I'm supposed to kill   you and take your place.,"""Gambit, Part II"""
133,PICARD,       You always seem to be after my   job.,"""Gambit, Part II"""
