,character,quote,episode
79,PICARD,   You missed Gul Evek by a matter of   hours. I asked him to stay -- I   thought perhaps an admiral's   assurances would convince him that   we are trying to deal with the   Maquis situation.,"""Preemptive Strike"""
80,NECHAYEV,"       Evek manages to make the   Cardassians sound like helpless   sheep being preyed on by   Federation wolves. The truth is,   we caught the Cardassian   government supplying its colonies   in the Demilitarized Zone with   weapons.","""Preemptive Strike"""
81,PICARD,       Gul Evek assures me that practice   has stopped.,"""Preemptive Strike"""
82,NECHAYEV,   Ah. How comforting.,"""Preemptive Strike"""
83,PICARD,   Admiral... this Maquis situation   has you worried...,"""Preemptive Strike"""
84,NECHAYEV,   It's a mess... and it just keeps   getting worse. I never imagined   I'd have to worry about Federation   citizens doing violence to others.,"""Preemptive Strike"""
85,PICARD,"   Frankly, I can understand why our   colonists have taken up arms --   Starfleet isn't there to protect   them anymore.","""Preemptive Strike"""
86,NECHAYEV,"   Believe me, Captain, if I were   living that close to the   Cardassians I'd keep a phaser   under my pillow, too.","""Preemptive Strike"""
87,NECHAYEV,"       But in the last few weeks we've   seen signs that the Maquis are   moving beyond self-defense. Their   ranks are growing... they've   acquired ships, weapons... they   seem to be preparing for a more   aggressive military posture.","""Preemptive Strike"""
88,NECHAYEV,       We have to put a stop to them...   before the entire Demilitarized   Zone ignites.       But before we can stop them -- we   have to find them. They seem to   be scattered in small cells around   the Zone. And we don't have   reliable intelligence about any of   them.,"""Preemptive Strike"""
89,PICARD,   Perhaps you need an undercover   operative.,"""Preemptive Strike"""
90,NECHAYEV,   Our thinking exactly. We intend   to infiltrate their organization.       And the person we want to do it is   aboard your ship right now.,"""Preemptive Strike"""
91,CUT TO:,,"""Preemptive Strike"""
92,RO,   Starfleet wants me to infiltrate   the Maquis?,"""Preemptive Strike"""
93,PICARD,   Because of your recent training...   because you're Bajoran... and   because of your past troubles with   Starfleet -- you'll have a certain   credibility.,"""Preemptive Strike"""
94,RO,"   Well, that's certainly true.","""Preemptive Strike"""
95,RO,       And just when would this mission   begin?,"""Preemptive Strike"""
96,PICARD,   Immediately.,"""Preemptive Strike"""
97,RO,   I see.,"""Preemptive Strike"""
98,RO,       I've spent the better part of my   life fighting the Cardassians...   I never thought I'd be helping   them out.,"""Preemptive Strike"""
99,PICARD,   This is a rare case where our   interests coincide with theirs --   we both want peace in the   Demilitarized Zone.,"""Preemptive Strike"""
100,RO,   I've heard a lot about the Maquis.       One of my instructors in Tactical   Training... a Lieutenant Commander   in Starfleet -- a man I admired   and respectded... was sympathetic   to them. He resigned and left to   join them.,"""Preemptive Strike"""
101,PICARD,"   We're all sympathetic, Lieutenant.   Our civilian population in the   Demilitarized Zone is in a   difficult situation.       But sympathy ends at a certain   point. The peace treaty isn't   just a piece of paper. If the   Maquis force us into a war with   Cardassia, it could mean hundreds   of thousands of lives.","""Preemptive Strike"""
102,PICARD,"   Laren, two years ago, Starfleet   would never have tapped you for   this mission. They must have a   lot of confidence in you now.","""Preemptive Strike"""
103,RO,"   The way I see it... there's at   least one good reason to take this   mission, sir.       That's to validate your faith in   me.","""Preemptive Strike"""
104,WORF,"   We are looking for a Bajoran   woman, dark hair.","""Preemptive Strike"""
105,DATA,   She is responsible for the death   of a Cardassian soldier.,"""Preemptive Strike"""
106,WORF,"   If we learn that she has been   here, this establishment will be   closed down.","""Preemptive Strike"""
107,SANTOS,   You say she had dark hair?,"""Preemptive Strike"""
108,WORF,   Yes.,"""Preemptive Strike"""
109,SANTOS,   She was here... you just missed   her.,"""Preemptive Strike"""
110,DATA,   Do you know where she went?,"""Preemptive Strike"""
111,SANTOS,   No.,"""Preemptive Strike"""
112,RO,   Nice meeting you --,"""Preemptive Strike"""
113,RO,       Thanks.,"""Preemptive Strike"""
114,SANTOS,   Did you kill that Cardassian?,"""Preemptive Strike"""
115,RO,   Starfleet thinks I did. That's   reason enough to hide.       Why did you tell them I'd left?,"""Preemptive Strike"""
116,SANTOS,   There are worse things a person   could do than kill a Cardassian   soldier.,"""Preemptive Strike"""
117,RO,   You don't often meet someone   willing to say that out loud.,"""Preemptive Strike"""
118,SANTOS,"   In the Zone, there are a lot of us   who feel that way.","""Preemptive Strike"""
119,RO,   I'd like to meet people like that.,"""Preemptive Strike"""
120,MACIAS,   Don't be afraid. You're not in   danger here.,"""Preemptive Strike"""
121,SANTOS,   What's your name?,"""Preemptive Strike"""
122,KALITA,   Did you kill that Cardassian   soldier?,"""Preemptive Strike"""
123,RO,   Who are you?,"""Preemptive Strike"""
124,SANTOS,   The people who saved you from   Starfleet.,"""Preemptive Strike"""
125,RO,   Thanks.       But I'll be leaving now.,"""Preemptive Strike"""
126,KALITA,   Do you even know what planet   you're on?,"""Preemptive Strike"""
127,RO,   Ronara Prime.,"""Preemptive Strike"""
128,SANTOS,   Not anymore.,"""Preemptive Strike"""
129,RO,   Where am I then?,"""Preemptive Strike"""
130,KALITA,   We're not going to tell you that   until we know more about you.,"""Preemptive Strike"""
131,RO,   Like what?,"""Preemptive Strike"""
132,SANTOS,   Did you kill that Cardassian?,"""Preemptive Strike"""
133,RO,   Yes.,"""Preemptive Strike"""
134,KALITA,   That's a risky thing to do in the   Demilitarized Zone. You can end   up being hunted by Starfleet and   the Cardassians.,"""Preemptive Strike"""
135,RO,       Then... why did he risk bringing   me here?,"""Preemptive Strike"""
136,KALITA,   We're asking the questions. Who   are you?,"""Preemptive Strike"""
137,RO,   My name is Ro Laren. I grew up in   the Bajoran camps...,"""Preemptive Strike"""
138,MACIAS,   That would explain why you have no   love for Cardassians.,"""Preemptive Strike"""
139,RO,   I know what they're capable of.   They tortured my father to   death... and forced me to watch.,"""Preemptive Strike"""
140,SANTOS,   Where do you live now?,"""Preemptive Strike"""
141,RO,   Nowhere...       I was a Starfleet officer. But I   was court martialed and spent time   in the stockade on Jaros Two. I'm   not exactly what you'd call   Starfleet material.,"""Preemptive Strike"""
142,SANTOS,   When were you on Jaros?,"""Preemptive Strike"""
143,RO,   What difference does it make?,"""Preemptive Strike"""
144,KALITA,   We want to check your story. When   were you there?,"""Preemptive Strike"""
145,RO,   Starfleet let me out about three   years ago because I agreed to do   some work for them... mostly   having to do with Bajor. But I   got tired of watching them placate   the Cardassians and left.,"""Preemptive Strike"""
146,KALITA,   You resigned?,"""Preemptive Strike"""
147,RO,   Not officially.       That's part of the reason they're   looking for me.,"""Preemptive Strike"""
148,SANTOS,   What were you doing on Ronara?,"""Preemptive Strike"""
149,RO,"   Look, I've answered enough of your   questions -- I'd like to know who   you people are.","""Preemptive Strike"""
150,MACIAS,   Let's just say... we sympathize   with those who oppose Cardassia.,"""Preemptive Strike"""
151,RO,   Are you Maquis?,"""Preemptive Strike"""
152,MACIAS,   What if we were... ?,"""Preemptive Strike"""
153,RO,   If you were... then I would ask if   I could join you and help you   fight.,"""Preemptive Strike"""
154,MACIAS,   We will check your story.,"""Preemptive Strike"""
155,MACIAS,   Go ahead. I'll keep an eye on   her.,"""Preemptive Strike"""
156,MACIAS,       My circulation isn't what it used   to be...,"""Preemptive Strike"""
157,MACIAS,       Come... let's stretch our legs.,"""Preemptive Strike"""
158,RO,   Aren't you taking a chance by   letting me see all this? What if   my story doesn't check out -- what   if I'm not who I say I am?,"""Preemptive Strike"""
159,MACIAS,"   Then we'll have a problem, won't   we?","""Preemptive Strike"""
160,RO,"   You are Maquis, aren't you?","""Preemptive Strike"""
161,MACIAS,   Many people here are.,"""Preemptive Strike"""
162,RO,   Starfleet considers you outlaws.   They're afraid you'll destroy the   peace treaty.,"""Preemptive Strike"""
163,MACIAS,   They don't understand the   situation here in the Zone.,"""Preemptive Strike"""
164,MACIAS,       I lived on Juhraya... the colony   suddenly found itself in   Cardassian territory when the   treaty was signed. Some of us   chose to stay and take our   chances.       One night I was dragged from my   bed and beaten. The authorities   clucked their tongues and agreed   it was an unfortunate incident...   and did nothing.,"""Preemptive Strike"""
165,RO,   I'm not surprised. The   Cardassians intend to make life so   unpleasant for Federation citizens   that they'll leave.,"""Preemptive Strike"""
166,MACIAS,   Exactly. And no one seems to see   that except the Maquis.,"""Preemptive Strike"""
167,MACIAS,       How old were you when your father   was killed?,"""Preemptive Strike"""
168,RO,   I'd rather not talk about it.,"""Preemptive Strike"""
169,MACIAS,   Are you hungry? Would you like   something?,"""Preemptive Strike"""
170,RO,   No. Thank you.,"""Preemptive Strike"""
171,MACIAS,       Hasperat.,"""Preemptive Strike"""
172,RO,       You like hasperat?,"""Preemptive Strike"""
173,MACIAS,   An old Bajoran friend of mine used   to make it. Although his was much   stronger.,"""Preemptive Strike"""
174,MACIAS,   He died years ago... fighting the   Cardassian occupation of Bajor...   I miss his company... and his   hasperat...,"""Preemptive Strike"""
175,RO,   My father made the strongest   hasperat you've ever tasted.   Everything else seems mild by   comparison.,"""Preemptive Strike"""
176,MACIAS,   Did he teach you how to make it?,"""Preemptive Strike"""
177,RO,   Yes. But I haven't tried it in   years.,"""Preemptive Strike"""
178,MACIAS,"       If you would make the brine for   truly strong hasperat -- and I   mean eye-watering, tongue-searing   strong -- you would make an old   man very happy.","""Preemptive Strike"""
179,RO,   I'd enjoy making it again.,"""Preemptive Strike"""
180,SANTOS ,   Macias...,"""Preemptive Strike"""
181,SANTOS,   I checked with my sources at   Starfleet...       Her story's true.,"""Preemptive Strike"""
182,MACIAS,   I was sure it was.,"""Preemptive Strike"""
183,MACIAS,       Kalita -- she'll stay with you   until we can find her a room.,"""Preemptive Strike"""
184,SANTOS,   Why aren't you with the others?,"""Preemptive Strike"""
185,RO,   Kalita told me to stay here -- she   had things to do.,"""Preemptive Strike"""
186,SANTOS,   You've been here a week and she   still doesn't trust you.,"""Preemptive Strike"""
187,SANTOS,       We're meeting to discuss   strategy...,"""Preemptive Strike"""
188,RO,"   So that's what she meant by   ""things to do."" Kalita reminds   me of someone I knew during the   occupation... being a part of the   resistance was the only thing he   cared about. It was his identity.","""Preemptive Strike"""
189,SANTOS,   That does sound like Kalita...,"""Preemptive Strike"""
190,RO,"   Don't get me wrong, I was glad to   have him on my side... but he was   hard to be around.       Sometimes people would stay up   late... telling stories -- you   know, trying to forget about our   troubles for a while. Kanore   would come out of his tent in a   huff and tell everyone to be quiet --   that we should get some rest so   we'd have ""strength for our   struggle.""","""Preemptive Strike"""
191,SANTOS,   What would people do?,"""Preemptive Strike"""
192,RO,       We'd ignore him.,"""Preemptive Strike"""
193,SANTOS,   That sounds like the only way to   handle a person like that...,"""Preemptive Strike"""
194,SANTOS,   I have to go... the meeting's   about to start.,"""Preemptive Strike"""
195,MACIAS,   Ah... there you are.,"""Preemptive Strike"""
196,KALITA,       We've just heard a disturbing   rumor.,"""Preemptive Strike"""
197,RO,   Another rumor?,"""Preemptive Strike"""
198,KALITA,   One that I think we should take   seriously. A trader coming from   Pendi Two said he could verify   that the Cardassians are going to   start supplying their colonists   with bio-genic weapons.,"""Preemptive Strike"""
199,RO,   I thought every shipment coming   into the Zone was searched...,"""Preemptive Strike"""
200,KALITA,    (scoffing at her     naivete)   The Cardassians always seem to   find a way to get around problems   like that.,"""Preemptive Strike"""
201,SANTOS,   We have to make a preemptive   strike. Send a message to   Cardassia that we won't sit still   and let them kill us with toxins.,"""Preemptive Strike"""
202,MACIAS,   Agreed. But we can't mount a   strike without medical supplies --   and our stockpile is dangerously   low.,"""Preemptive Strike"""
203,KALITA,"       If we put in a request for more,   it'll draw suspicion.","""Preemptive Strike"""
204,RO,   I can get medical supplies.,"""Preemptive Strike"""
205,RO,       I served on the Enterprise. They   keep extra med-kits on hand for   relief missions.,"""Preemptive Strike"""
206,SANTOS,   You're wanted by Starfleet.   They're not going to give you medkits   just because you ask.,"""Preemptive Strike"""
207,RO,   I have no intention of asking. I   intend to take them.,"""Preemptive Strike"""
208,KALITA,   How? The Enterprise is a   fortress.,"""Preemptive Strike"""
209,RO,   I know how its security systems   work. Give me a ship... I can do   it.,"""Preemptive Strike"""
210,SANTOS,   It's madness...,"""Preemptive Strike"""
211,KALITA,   We can't trust her with something   like this. We don't know anything   about her.,"""Preemptive Strike"""
212,MACIAS,   I know... that she can make very   strong hasperat.,"""Preemptive Strike"""
213,KALITA,   What?,"""Preemptive Strike"""
214,MACIAS,   We need medical supplies. I think   we should let her try.,"""Preemptive Strike"""
215,KALITA,   All right. But I'm going with   her.,"""Preemptive Strike"""
216,RO,   I could use an extra hand at the   controls. And a witness.,"""Preemptive Strike"""
217,RO,   I set the transporter confinement   parameters to maximum -- we should   be able to fill our hold with   medical supplies in just a single   beam out.,"""Preemptive Strike"""
218,KALITA,       I had no idea it was going to be   so easy...,"""Preemptive Strike"""
219,RO,   We're approaching the Federation   border...,"""Preemptive Strike"""
220,KALITA,   How do you plan to get out of the   Demilitarized Zone without being   searched at one of the checkpoints?,"""Preemptive Strike"""
221,RO,   We're going to cross the border   here.,"""Preemptive Strike"""
222,KALITA,"   There are sensor buoys all along   the border. If we cross anywhere   other than a checkpoint, Starfleet   will send a ship to investigate.","""Preemptive Strike"""
223,RO,"   With the right security codes, we   can disable the proximity   detectors on the buoys.","""Preemptive Strike"""
224,KALITA,   Starfleet changes those codes all   the time.,"""Preemptive Strike"""
225,RO,   I know the encryption algorithims.   If I can access the bouy's   protocol subsystem I should be   able to figure out the codes.,"""Preemptive Strike"""
226,KALITA,   Should be able to?,"""Preemptive Strike"""
227,RO,   Do you want this mission to   succeed?,"""Preemptive Strike"""
228,KALITA,   Of course I do -- we need those   medical supplies.,"""Preemptive Strike"""
229,RO,"   In that case, let me do my job.","""Preemptive Strike"""
230,RO,       I'm in...,"""Preemptive Strike"""
231,KALITA,   What's wrong?,"""Preemptive Strike"""
232,RO,"   If I don't input the right code in   the next twenty seconds, we'll   trigger the proximity alarm.","""Preemptive Strike"""
233,KALITA,   I'm getting us out of sensor   range.,"""Preemptive Strike"""
234,RO,"   Don't. If we break the com-link,   we won't be able to try again.","""Preemptive Strike"""
235,RO,"   It worked... until they change the   access codes again, we can cross   the border here.","""Preemptive Strike"""
236,PICARD ,"   Captain's Log, Stardate 47943.2.   It has been over a week since   Lieutenant Ro left the   Enterprise... we have yet to   receive any communication from   her.","""Preemptive Strike"""
237,RIKER,   We picked up a request for   emergency assistance from a   Federation science ship in the   Topin system.,"""Preemptive Strike"""
238,PICARD,   Are there any other ships in the   vicinity?,"""Preemptive Strike"""
239,RIKER,   We're the closest.,"""Preemptive Strike"""
240,PICARD,"   Helm, set course for the Topin   system.       Signal the science ship that we're   on our way.","""Preemptive Strike"""
241,DATA,   It is unlikely that they would   receive our communication. The   Topin system contains an unstable   binary-star. It generates   significant subspace interference.,"""Preemptive Strike"""
242,PICARD,   Will we be able to use our sensors   to find them?,"""Preemptive Strike"""
243,DATA,"   Most of our sensor systems will be   ineffective, although our   directional array may be able to   cut through the interference.","""Preemptive Strike"""
244,RIKER,   But that array has such a narrow   scan field...       -- we might as well break out the   palm-beacons and try to find them   that way...,"""Preemptive Strike"""
245,KALITA,"   This is insane... we're sitting   here with no sensors, blind to the   outside -- waiting for a galaxy   class Starship to come swooping   down on us...","""Preemptive Strike"""
246,RO,"   Don't worry... it'll be hard for   them to locate us with just their   directional sensors. Besides,   they're looking for a damaged   science ship that wants to be   found...","""Preemptive Strike"""
247,RO,   They're here... Standby to engage   thrusters.,"""Preemptive Strike"""
248,RIKER,   Anything?,"""Preemptive Strike"""
249,DATA,"       No, sir. It will take   approximately six hours to scan   this system.","""Preemptive Strike"""
250,WORF,       Sir -- the distress call is being   repeated.,"""Preemptive Strike"""
251,PICARD,       Can you locate the signal?,"""Preemptive Strike"""
252,DATA,       I am attempting to do so.,"""Preemptive Strike"""
253,RO,   All stop.,"""Preemptive Strike"""
254,KALITA,       They're scanning our last   position.,"""Preemptive Strike"""
255,RO,"   All right, I've locked onto their   sensor beam. I'm going to use it   to maneuver into transporter   range.","""Preemptive Strike"""
256,KALITA,   How are we going to beam through   their shields?,"""Preemptive Strike"""
257,RO,"   We can't -- if we're going to get   those medical supplies, we're   going to have to take this ship   through their shields.","""Preemptive Strike"""
258,DATA,"   Sir, I am scanning the area from   which the distress signal was   sent... but I am unable to detect   a vessel.","""Preemptive Strike"""
259,WORF,   Captain -- the computer has   detected a piggyback communication   on the last distress signal...,"""Preemptive Strike"""
260,PICARD,   Can you decode it?,"""Preemptive Strike"""
261,WORF,   It will take a few moments.,"""Preemptive Strike"""
262,PICARD,   Do it.,"""Preemptive Strike"""
263,RO,"   The Enterprise shields have a weak   point... When the ship is at   impulse, the thrust destabilizes   the shield configuration right at   this point.","""Preemptive Strike"""
264,RO,       I'm going to try to punch through   there.,"""Preemptive Strike"""
265,KALITA,   Won't they detect us?,"""Preemptive Strike"""
266,RO,"   They'll know something's   penetrated the shields, but with   all the interference it'll take   them a few seconds to find us.   We'll have to beam the medical   supplies aboard and get out fast.","""Preemptive Strike"""
267,WORF,   The message is difficult to   decode... the interference has   garbled much of the transmission.   But it seems to be from Lieutenant   Ro.,"""Preemptive Strike"""
268,PICARD,   Ro... is on that ship... ?,"""Preemptive Strike"""
269,DATA,"       Sir, a vessel of some kind is   attempting to penetrate our aft   shields.","""Preemptive Strike"""
270,PICARD,   Let it through.,"""Preemptive Strike"""
271,RO,   We're going to make it...,"""Preemptive Strike"""
272,RO,"   All right, we're in...","""Preemptive Strike"""
273,KALITA,   Energizing.,"""Preemptive Strike"""
274,RO,   Let's get out of here...,"""Preemptive Strike"""
275,WORF,"       Captain, a quantity of medical   supplies was beamed out of Cargo   Bay Seven.","""Preemptive Strike"""
276,DATA,       The vessel that penetrated our   shields is of the same design as   the ships used by the Maquis.       It is moving off...,"""Preemptive Strike"""
277,PICARD,   Let it go.       There must be someone with her...   We should make it look like we're   trying to stop them.       Lock phasers on their previous   position and fire.,"""Preemptive Strike"""
278,RIKER,       Now we know what they mean by   Advanced Tactical Training...,"""Preemptive Strike"""
279,SANTOS,   You took your ship through their   shields?,"""Preemptive Strike"""
280,KALITA,"   Ro parked us between their warp   nacelles. I thought she was   crazy, but it worked. She knew   exactly what she was doing.","""Preemptive Strike"""
281,MACIAS,"   Well, done.","""Preemptive Strike"""
282,SANTOS,   We should inventory the   supplies... find out what we   have.,"""Preemptive Strike"""
283,KALITA,   I'll see you later...,"""Preemptive Strike"""
284,MACIAS,   Well... it seems that Kalita's   decided you're not a Federation   spy after all...,"""Preemptive Strike"""
285,MACIAS,       She's suspicious of everyone at   first. And rightly so -- we've   learned to be cautious with   strangers.,"""Preemptive Strike"""
286,RO,   I understand...,"""Preemptive Strike"""
287,MACIAS,"   But I've known since I first met   you -- in your heart, you're one   of us...","""Preemptive Strike"""
288,PICARD ,"   Captain's Log, supplemental.   Having earned the Maquis' trust   with her raid on the Enterprise,   Lieutenant Ro has been given   access to a ship and allowed to   leave the settlement by herself.","""Preemptive Strike"""
289,RO,   There are rumors that the   Cardassians are supplying their   colonists with bio-genic weapons.,"""Preemptive Strike"""
290,PICARD,"   Frankly, I find it hard to   believe. Every ship going into   the Demilitarized Zone is being   searched.","""Preemptive Strike"""
291,RO,   The Maquis are convinced that the   Cardassians have found a way   around the searches.,"""Preemptive Strike"""
292,PICARD,   We might be able to use that...,"""Preemptive Strike"""
293,RO,   Sir... ?,"""Preemptive Strike"""
294,PICARD,   We've come up with a plan that has   the potential to seriously curtail   the Maquis.,"""Preemptive Strike"""
295,PICARD,       We want to give them a target so   threatening -- that they'd be   willing to commit as many people   and ships as possible to destroy   it.,"""Preemptive Strike"""
296,RO,"   What do you mean, give them a   target?","""Preemptive Strike"""
297,PICARD,"   Bio-genic weapons, for example.   You could provide the Maquis with   intelligence that the Cardassians   are in fact supplying their   colonists with them.","""Preemptive Strike"""
298,RO,"   That'll get their attention, all   right...","""Preemptive Strike"""
299,PICARD,"   You could tell them that in order   to get past the check-points, the   Cardassians are shipping the   components for these weapons   through third parties. We'll put   together a convoy and send it   toward the Demilitarized Zone.","""Preemptive Strike"""
300,RO,"   And when the Maquis attack it,   Starfleet will be waiting for   them.","""Preemptive Strike"""
301,PICARD,   We'll station our ships in the   Hugora Nebula to avoid detection.,"""Preemptive Strike"""
302,RO,"   Basically, I'd be leading them   into a trap...","""Preemptive Strike"""
303,PICARD,   That's correct.,"""Preemptive Strike"""
304,RO,"       If your plan works, what will   Starfleet do when the Maquis   attack the convoy?","""Preemptive Strike"""
305,PICARD,   Our intention is to outnumber them   so heavily that they'll have no   choice but to surrender.,"""Preemptive Strike"""
306,RO,   These people are used to fighting   impossible odds -- I don't think   they're going to surrender.,"""Preemptive Strike"""
307,PICARD,"   I hope you're wrong. Because if   they don't, we'll have to try to   disable their vessels...       -- you know as well as I do that's   not always possible.","""Preemptive Strike"""
308,PICARD,"       If you have a problem with any of   this, I need to know now.","""Preemptive Strike"""
309,RO,"   If I did, it wouldn't stop me from   carrying out my duty, sir.","""Preemptive Strike"""
310,PICARD,   I knew I could count on you...,"""Preemptive Strike"""
