,character,quote,episode
36,WESLEY,   And Data's the only person around   who has one. That does kind of   makes him Lal's dad.,"""The Offspring"""
37,DATA,"   Of course, it is not complete.   We have only made two transfers.","""The Offspring"""
38,TROI,"   Why didn't you give it a more   human look, Data?","""The Offspring"""
39,DATA,   I decided to allow Lal to choose   its own appearance and sex.,"""The Offspring"""
40,PICARD,"   Mister Data, at your convenience,   I'd like to talk to you in my   Ready Room. Counselor...    ","""The Offspring"""
41,DATA,   Captain... Have a cigar.,"""The Offspring"""
42,DATA,   I believe it is customary.,"""The Offspring"""
43,PICARD,"   I would suggest we do whatever   we can to discourage this   perception of the new android as   a ""child""...","""The Offspring"""
44,PICARD,"   Counselor, it is not a child.   It is an invention, albeit an   extraordinary one.","""The Offspring"""
45,TROI,"   Why should biology or technology   determine whether it is a child?   I see a man who has created an   offspring... a new life out of   his own being. That suggests a   child to me. If Data wishes to   call Lal his child, who are we to   argue?","""The Offspring"""
46,PICARD,"       If he must, fine. But I don't   understand how he can call a five   foot android, with heuristic   learning systems and the strength   of a ten men a ""child"".","""The Offspring"""
47,TROI,   You've never been a parent.,"""The Offspring"""
48,PICARD,"   Data, what you have done has very   serious ramifications and I am   dismayed that you did not inform   anyone of what you were doing.","""The Offspring"""
49,DATA,"   I am sorry I did not anticipate   your objections, Captain. Do you   wish me to deactivate Lal?","""The Offspring"""
50,PICARD,"   It is a life, Data. It cannot   be activated or de-activated   simply. It is a stupendous   undertaking. Have you any idea   what will happen when Starfleet   learns of this?","""The Offspring"""
51,DATA,"   I have followed all Starfleet   regulations to the best of my   ability, Captain... I expected   they would be pleased...","""The Offspring"""
52,PICARD,"   We'll see.       My foremost concern is for the   safety of this ship and crew.   You are faster, stronger, and far   more knowledgeable than any   human...","""The Offspring"""
53,DATA,   I can assure you Lal's programming   includes psychological inhibitor   safeguards to prevent any threat   to the Enterprise.,"""The Offspring"""
54,PICARD,   And in the event of a malfunction?,"""The Offspring"""
55,DATA,"   A malfunction is of course a   possibility, Captain. But Lal's   program is equipped like mine --   it will shut down before   deleterious behavior can begin.","""The Offspring"""
56,PICARD,"   You've taken on quite a   responsibility, Mister Data...","""The Offspring"""
57,DATA,"       To prepare, I have scanned all   the available literature on   parenting. There seems to be much   confusion on the issue. One   traditional doctrine insists   ""spare the rod and spoil the   child"", suggesting a punitive   approach... another more liberal   attitude would allow a child   enormous freedom...","""The Offspring"""
58,PICARD,       Data...,"""The Offspring"""
59,DATA,   And what the Klingons do to their   children...,"""The Offspring"""
60,PICARD,       I'm not talking about parenting.       I'm talking about the   extraordinary consequences of   creating new life.,"""The Offspring"""
61,DATA,"       Does that not describe becoming   a parent, sir?","""The Offspring"""
62,PICARD,"   You are seeking to achieve what   no one, other than your own   creator, has been able to achieve   -- to make another sentient,   functional android. To make   another Data.","""The Offspring"""
63,DATA,"   That is why I must attempt this,   Captain. I have observed that   in most species, there is a primal   instinct to perpetuate themselves.   And while I have not been   programmed with instinctive   behavior patterns, I do understand   that I have been, until now, the   last of my kind. If I were damaged   or destroyed, I would be lost   forever. But if I am successful   with the creation of Lal, my   continuance is assured. I believe   I understand the consequences. And   I am prepared to accept the   responsibility.","""The Offspring"""
64,LAL,   Gender female.,"""The Offspring"""
65,TROI,"   That's right, Lal. Just like me.","""The Offspring"""
66,LAL,   Gender male.,"""The Offspring"""
67,DATA,   Correct.,"""The Offspring"""
68,LAL,   I am... gender neuter.   Inadequate.,"""The Offspring"""
69,DATA,"   That is why you must choose a   gender, Lal. And complete your   appearance.","""The Offspring"""
70,LAL,   What are... criteria?,"""The Offspring"""
71,DATA,"   Access your data bank on   sexuality, level two. That will   define the parameters.","""The Offspring"""
72,TROI,"   Whatever you choose will be yours   for your lifetime, Lal... It is   a decision that will affect how   people interrelate with you.","""The Offspring"""
73,LAL,       I choose... your sex... and   appearance.,"""The Offspring"""
74,DATA,"   No, Lal... that would be   confusing. We are taking you to   the Holodeck to show you several   thousand composites which I have   programmed. You may choose from   them.","""The Offspring"""
75,TROI,   Several thousand... ?,"""The Offspring"""
76,DATA,   This is a big decision...,"""The Offspring"""
77,DATA,   Counselor...       Lal has narrowed the choices to   four... would you like to see?,"""The Offspring"""
78,TROI,"   Yes... yes, of course, Data...","""The Offspring"""
79,DATA,"   Computer, Lal -- gender sequence   finalists... begin...","""The Offspring"""
80,DATA,   An Andorian female...,"""The Offspring"""
81,TROI,"   Interesting. You'd be the only   one on board the Enterprise,   Lal...","""The Offspring"""
82,DATA,   That could make socialization more   difficult.,"""The Offspring"""
83,DATA,   A human male...,"""The Offspring"""
84,TROI,   Very attractive... no problem with   socialization here...,"""The Offspring"""
85,DATA,   The human female.,"""The Offspring"""
86,TROI,   I like her.,"""The Offspring"""
87,DATA,   A Klingon male.,"""The Offspring"""
88,TROI,   A friend for Worf.,"""The Offspring"""
89,TROI,"   They are all very interesting,   Lal. Do you have a favorite?","""The Offspring"""
90,LAL,       Yes. I have... chosen.,"""The Offspring"""
91,DATA,"   Come in, Counselor. I have   completed the assembly of the   replicated anatomy. I was able   to provide Lal with even more   realistic skin and eye color than   my own.","""The Offspring"""
92,TROI,"       Congratulations, Data, it's a   girl.","""The Offspring"""
93,DATA,   This is home.,"""The Offspring"""
94,LAL,   Home. Place of residence. Social   unit formed by a family living   together.,"""The Offspring"""
95,DATA,"   Correct, Lal. We are a family.","""The Offspring"""
96,DATA,   A chair... to sit in.,"""The Offspring"""
97,DATA,   A painting.,"""The Offspring"""
98,LAL,   Painting. Colors produced on a   surface by applying a pigment.,"""The Offspring"""
99,DATA,   I will teach you how to recognize   the artistry of paintings.,"""The Offspring"""
100,LAL,   Soft.,"""The Offspring"""
101,DATA,"   Yes, very good, Lal. You have   correctly processed the sense of   touch.","""The Offspring"""
102,DATA ,   There are many fascinating   experiences I wish to share with   you.,"""The Offspring"""
103,LAL,   Painting.,"""The Offspring"""
104,DATA,"   No, Lal, this is a flower.","""The Offspring"""
105,DATA,   Inhale.,"""The Offspring"""
106,LAL,       Smell.,"""The Offspring"""
107,DATA,   Yes.,"""The Offspring"""
108,LAL,"   Show me more, Father.","""The Offspring"""
109,DATA ,"   Second officer, science log   supplemental, copy: Starfleet   research, Daystrom Institute,   Galor Four annex. Reference:   development, android designate   Lal.","""The Offspring"""
110,DATA ,   Training in social skills at the   most elementary level has begun.   Lal is progressing very slowly   but is not deterred by early   setbacks.,"""The Offspring"""
111,DATA ,   Motor coordination has improved   by twelve-point-four percent...   this reflects the adaptation of   second level neural transfers...,"""The Offspring"""
112,DATA ,   Reflexes still need to develop.   The integration of hand/eye   coordination seems to be   proceeding at a slower   developmental rate.,"""The Offspring"""
113,DATA ,   Visual comprehension is especially   difficult for Lal. Translating   her vast data banks into   recognizable applications may   improve with additional transfers.,"""The Offspring"""
114,DATA ,   She is also learning to supplement   innate android behavior with human   responses.,"""The Offspring"""
115,DATA ,   Most encouraging is her commitment   to master the skills necessary   to live successfully among humans.   Her curiosity is insatiable...   although it sometimes creates   inappropriate behavior...,"""The Offspring"""
116,DATA ,"   And I have been interested to note   that as I observe Lal learning   about her world... I share in her   experience, almost as though I   am learning things over again...","""The Offspring"""
117,DATA,       The transfer itself is fairly   simple.     ,"""The Offspring"""
118,,,"""The Offspring"""
119,DATA ,   Each neural pathway in my brain   has been duplicated precisely in   hers...,"""The Offspring"""
120,WESLEY,"   One advantage of a brain like   yours, Data is that we can   replicate it.","""The Offspring"""
121,DATA,"       Theoretically, the duplicate   brains should be able to store   and process the same   information... but until all the   transfers are complete, we will   not know for certain.","""The Offspring"""
122,WESLEY,   What does Lal do while you're on   duty?,"""The Offspring"""
123,DATA,"   She studies in our quarters. She   does not require much supervision,   Wesley. Lal is quite   self-sufficient.","""The Offspring"""
124,WESLEY,   You could send her to school.,"""The Offspring"""
125,DATA,   Lal already has access to the sum   of human knowledge.,"""The Offspring"""
126,WESLEY,"   There are a lot of things you can   learn just by being with kids your   own age, Data.","""The Offspring"""
127,DATA,   She is only two weeks old.,"""The Offspring"""
128,WESLEY,"   Well, closer to her own age.","""The Offspring"""
129,BEVERLY,"   Doctor Crusher to Ensign Crusher.   Aren't you supposed to be getting   a hair cut, Wesley?","""The Offspring"""
130,WESLEY,"   Yes, Mom. I'm on my way.       Parents.       Nothing personal.","""The Offspring"""
131,DATA,"   Lal, the third crosslink transfer   series is complete.","""The Offspring"""
132,LAL,"   Father, what is my purpose?","""The Offspring"""
133,DATA,   Purpose?,"""The Offspring"""
134,LAL,"   My function, my reason for being?","""The Offspring"""
135,DATA,"   It is a complex question, Lal.   I can only begin to answer it by   telling you that our function is   to contribute in a positive way   to the world in which we live.","""The Offspring"""
136,LAL,   Why am I me instead of someone   else?,"""The Offspring"""
137,DATA,   Because you are my child.,"""The Offspring"""
138,LAL,   Where did I come from?,"""The Offspring"""
139,DATA,"   Your questions suggest we have   made a successful transfer of the   heuristic associative pathways.   You will now begin to process   information on logic, aesthetics,   metaphysics, and epistemology.   You are truly becoming sentient,   Lal.","""The Offspring"""
140,LAL,   How?,"""The Offspring"""
141,DATA,   By developing the awareness to   examine and question your   perceptions.,"""The Offspring"""
142,LAL,   Why do we have two hands... why   not three or four... Why is the   sky black... why do...,"""The Offspring"""
143,DATA,"       Lal, did you know that tomorrow   will be your first day of school?","""The Offspring"""
144,PICARD,"   I assure you, Admiral, there's no   better guide into this life for Lal   than Data... He's doing an   excellent job with her...","""The Offspring"""
145,ADMIRAL HAFTEL,   We all have enormous admiration   for what Commander Data has   achieved already. But we have   superior facilities and personnel   here at Galor Four. And a   starship is hardly a proper   setting...,"""The Offspring"""
146,PICARD,   This starship's mission is to   seek out new life and that is what   Commander Data is doing. Under my   direction.,"""The Offspring"""
147,ADMIRAL HAFTEL,   We only want what's best for the   new android.,"""The Offspring"""
148,PICARD,   As do I.       I would be willing to consider   releasing Lal and Data to join   you... so he may continue his work   with her.,"""The Offspring"""
149,ADMIRAL HAFTEL,"   I anticipated this suggestion.   Frankly, as extraordinary as he   is, Data's an imperfect role   model. In many ways, he's still   developing.","""The Offspring"""
150,PICARD,"       Aren't we all, Admiral...","""The Offspring"""
151,ADMIRAL HAFTEL,   His presence would undoubtedly   retard the the new android's   progress.,"""The Offspring"""
152,PICARD,"   Admiral, to you Lal is a new   android. But to Data, she is his   child.","""The Offspring"""
153,ADMIRAL HAFTEL,   His child.,"""The Offspring"""
154,PICARD,"   Yes, Admiral. It may not be easy   for you and I to see her that way.   But he does. And I respect that.   They will remain here for now.","""The Offspring"""
155,ADMIRAL HAFTEL,       Starfleet's policy on research   is clear... you're making your   stand on very uncertain ground...   I do hope it doesn't fall out from   under you... Haftel out.,"""The Offspring"""
156,BALLARD,   She achieved a very high score   on a test of academic   achievement...,"""The Offspring"""
157,DATA,   A perfect score.,"""The Offspring"""
158,BALLARD,   Yes. Which is why we started her   with the older children. But Lal   couldn't understand the nuances   of how they related to each other.,"""The Offspring"""
159,DATA,   I see.,"""The Offspring"""
160,BALLARD,   We decided the best thing to do   would be to put her with younger   children.,"""The Offspring"""
161,DATA,   That would seem to be reasonable.,"""The Offspring"""
162,BALLARD,   It isn't working out that way.,"""The Offspring"""
163,BALLARD,   The children are afraid of her.,"""The Offspring"""
164,LAL,"   Father, what is the significance   of laughter?","""The Offspring"""
165,DATA,   It is a human physiological   response to humor.,"""The Offspring"""
166,LAL,   Then judging from their laughter   the children at school found my   remarks humorous.       So without understanding humor   I have somehow mastered it.,"""The Offspring"""
167,DATA,   Deck fifteen.,"""The Offspring"""
168,DATA,   Lal...,"""The Offspring"""
169,LAL,"   Yes, Father?","""The Offspring"""
170,DATA,   The children were not laughing   with you... they were laughing   at you.,"""The Offspring"""
171,LAL,   Explain.,"""The Offspring"""
172,DATA,   One is meant kindly... the other   is not.,"""The Offspring"""
173,LAL,   Why did they wish to be unkind?,"""The Offspring"""
174,DATA,   Because you are different. And   sometimes differences scare   people. I have learned that some   of them use humor to hide their   fears.,"""The Offspring"""
175,LAL,"       I do not want to be different,   Father.","""The Offspring"""
176,DATA,"   Doctor, I require your advice as   a successful parent.","""The Offspring"""
177,BEVERLY,"       Well, thank you, Data. I'd like   to think I am. Sit down. How's   Lal?","""The Offspring"""
178,DATA,   Lal is realizing that she is not   the same as the other children.,"""The Offspring"""
179,BEVERLY,   Is it lonely for her?,"""The Offspring"""
180,DATA,"   She does not feel the emotion of   loneliness, but she can observe   how isolated she is from the   others. She wants to be more like   them.","""The Offspring"""
181,BEVERLY,   Sounds familiar.,"""The Offspring"""
182,DATA,"   Yes, Doctor. It is an experience   I know too well. But I do not   know how to help her. Lal is   passing into sentience. It is   perhaps the most difficult stage   of development for her.","""The Offspring"""
183,BEVERLY,"   It's also a very human   development, Data. As our minds   and bodies grow, sometimes   quite rapidly, we get confused   too... we look around and try to   see how we fit in...       When Wesley was growing up, he   was an extraordinarily bright   boy... but he had a hard time   making friends. The other   children were a little intimidated   by him.","""The Offspring"""
184,DATA,       That is precisely what happened   to Lal at school. How did you   help him?,"""The Offspring"""
185,BEVERLY,"   Well, first I had to go back into   my own childhood and remember how   painful it was for me. Because   there was a time when I didn't   feel very popular either. When   I told that to Wesley, it made   him feel a little better. He knew   I understood what he was going   through.","""The Offspring"""
186,DATA,       I have not told Lal how difficult   it was for me to assimilate. I   did not want it to discourage her.   Perhaps this was an error of   judgement.,"""The Offspring"""
187,BEVERLY,"   You had no one with experience   to help you through sentience.   At least, she has you. Just help   her realize that she's not alone.   Be there to nurture her when she   needs love and attention.","""The Offspring"""
188,DATA,"   I can give her attention, doctor.   But I am incapable of giving her   love.","""The Offspring"""
189,BEVERLY,       Why do I find that so hard to   believe?,"""The Offspring"""
190,WORF,"   Captain, incoming signal.   Starfleet priority one. Admiral   Haftel.","""The Offspring"""
191,PICARD,"   On my monitor, Lieutenant.","""The Offspring"""
192,PICARD,   Admiral.,"""The Offspring"""
193,ADMIRAL HAFTEL,"       Captain, I hope I didn't disturb   you.","""The Offspring"""
194,PICARD,   Not at all.,"""The Offspring"""
195,ADMIRAL HAFTEL,   I've discussed my concerns with   Starfleet Command. You are to   hold your position until I join   you. Then I shall personally   review the android's development.,"""The Offspring"""
196,PICARD,   Understood.,"""The Offspring"""
197,ADMIRAL HAFTEL,"   Good. I should advise you,   Captain, that if I am not   satisfied with what I see... I   am empowered to take the android   back with me. Haftel out.","""The Offspring"""
198,PICARD ,"   Captain's log, supplemental: We   are holding position pending the   arrival of Admiral Haftel from   Starfleet Research.","""The Offspring"""
199,PICARD ,"   Commander Data is completing his   final neural transfers to the   android he has named Lal... Which   I have learned, in the language   of Hindi, means ""beloved"".","""The Offspring"""
200,GUINAN,"   Hello, Commander. Lal, how are   you?","""The Offspring"""
201,LAL,"   I am functioning within normal   --       I am fine, thank you...","""The Offspring"""
202,DATA,"   Guinan, Lal needs to observe human   behavior.","""The Offspring"""
203,GUINAN,"   You've come to the right place,   Lal. There are all sorts of human   behavior in here.","""The Offspring"""
204,DATA,"   In return for this opportunity,   Lal is willing to provide services   to assist you.","""The Offspring"""
205,GUINAN,   Sort of a work-study program...,"""The Offspring"""
206,LAL,   Father says I would learn a great   deal from working with someone   as old as you.,"""The Offspring"""
207,DATA,"   I believe what I said was that   Guinan had much life experience,   Lal...","""The Offspring"""
208,LAL,"   No, the exact words you used   were...","""The Offspring"""
209,GUINAN,"       You're hired. The most important   part of this job is listening...   People need a friendly ear to talk   to... Happens to be my   specialty... There's an art to it   and I'll teach it to you, Lal.","""The Offspring"""
210,DATA,   That would be very beneficial.,"""The Offspring"""
211,GUINAN,   How much do you know about food   and beverages?,"""The Offspring"""
212,LAL,   I've been programmed with a   listing of fourteen hundred and   twelve known beverages as well   as recipes for...,"""The Offspring"""
213,GUINAN,   What'd did you just say...,"""The Offspring"""
214,LAL,   I've been programmed with...,"""The Offspring"""
215,GUINAN,"   ""I've""... ?","""The Offspring"""
216,DATA,"   Lal, you used a verbal   contraction.","""The Offspring"""
217,GUINAN,   You said I've instead of I have.,"""The Offspring"""
218,DATA,   It is a skill my program has never   mastered.,"""The Offspring"""
219,LAL,   Then I will desist.,"""The Offspring"""
220,DATA,   No. You have exceeded my   abilities. I do not object. I   just do not understand why it has   happened.,"""The Offspring"""
221,PICARD,   Picard to Data. Please report   to my Ready Room.,"""The Offspring"""
222,DATA,"       Yes, Captain.","""The Offspring"""
223,DATA,   I am sure the admiral is anxious   to meet Lal... I have been sending   him regular status reports on her   development...,"""The Offspring"""
224,PICARD,"   His visit, Data, is not just an   inspection of Lal's progress.   He has expressed a concern for   her environment.","""The Offspring"""
225,DATA,"   Her environment, sir?","""The Offspring"""
226,PICARD,   He believes the Daystrom annex   on Galor Four would be more   suitable.,"""The Offspring"""
227,DATA,   He wishes to relocate us?,"""The Offspring"""
228,PICARD,"   Not you, Data. Just Lal.","""The Offspring"""
229,DATA,"   I would not be in favor of that,   Captain.     ","""The Offspring"""
230,,,"""The Offspring"""
231,DATA ,"   There are many things she can   learn only from me. My lifetime   of experiences, the mistakes I   have made and what I have learned   from them...","""The Offspring"""
232,WORF,"   Captain, Commander Riker's shuttle   has just returned.","""The Offspring"""
233,PICARD,"       Acknowledged, Lieutenant. Advise   Mister Riker I'll want to meet   with him in one hour. Picard   out.       The admiral is taking the position   that Lal's development should be   overseen by the most experienced   personnel available.","""The Offspring"""
234,DATA,   Then he is questioning my ability   as a parent.,"""The Offspring"""
235,PICARD,   In a manner of speaking...,"""The Offspring"""
236,DATA,"   Does the admiral have children,   sir?","""The Offspring"""
237,PICARD,   I believe he does... why?,"""The Offspring"""
238,DATA,   I am forced to wonder how much   experience he had as a parent when   his first child was born.,"""The Offspring"""
239,GUINAN ,"   There, you see?","""The Offspring"""
240,LAL,   Visual reconnaissance.,"""The Offspring"""
241,GUINAN,   It's called flirting.,"""The Offspring"""
242,LAL,   They seem to be communicating   telepathically.,"""The Offspring"""
243,GUINAN,"   Well, they're both thinking the   same thing if that's what you   mean.","""The Offspring"""
244,LAL,"   Guinan, is the joining of hands   a symbolic act for humans?","""The Offspring"""
245,GUINAN,   It shows affection. Humans like   to touch each other. They start   with the hands and move on from   there.,"""The Offspring"""
246,LAL,       He's biting that female.,"""The Offspring"""
247,GUINAN,"   No, they're touching lips.   Kissing.","""The Offspring"""
248,LAL,   Why are they leaving?,"""The Offspring"""
249,GUINAN,"   Lal, there are some things your   dad'll have to tell you... when   he thinks you're ready.","""The Offspring"""
250,RIKER,"   You're new around here, aren't   you?","""The Offspring"""
251,LAL,   Yes.,"""The Offspring"""
252,GUINAN,"   Lal, put him down...","""The Offspring"""
253,DATA,"   Commander, what are your   intentions toward my daughter?","""The Offspring"""
254,RIKER,   I'm not... what... who... your   daughter?,"""The Offspring"""
255,RIKER,   Nice to meet'cha...,"""The Offspring"""
256,LAL,   I watch them and I can do the   things they do... but I'll never   feel the emotions. I'll never   know love.,"""The Offspring"""
257,DATA,"   That is a limitation we must   learn to accept, Lal.","""The Offspring"""
258,LAL,   Then why do you still try to   emulate humans? What purpose   does it serve except to remind   you that you are incomplete?,"""The Offspring"""
259,DATA,"   I have asked myself that many   times as I have struggled to be   more human, Lal. Until I finally   realized that it is the struggle   itself that is most important.   We must strive to be better than   we are. It does not matter that   we will never reach our ultimate   goal. The effort yields its own   rewards.","""The Offspring"""
260,LAL,"   You are wise, Father.","""The Offspring"""
261,DATA,   It is only the difference between   knowledge and experience.,"""The Offspring"""
262,LAL,   I learned today that humans like   to hold hands. It is a symbolic   gesture of affection.,"""The Offspring"""
263,ADMIRAL HAFTEL,"   Prepare to beam me aboard,   Captain.","""The Offspring"""
264,ADMIRAL HAFTEL,   No objective viewpoint could see   it any other way...,"""The Offspring"""
265,PICARD,"   I beg your pardon, Admiral, but   I thought you were sent here to   form an opinion... not to justify   one.","""The Offspring"""
266,ADMIRAL HAFTEL,"   Captain, do not make this more   difficult than it needs to be.","""The Offspring"""
267,PICARD,"   It need not be difficult at all.   I understand your concerns. What   I'm asking for is time, patience.   If you keep an open mind, I know   you'll see it is imperative to   keep Data and Lal together. At   least for the formative stages   of her development. After that,   I'm sure that Commander Data will   be delighted to deliver her to   Starfleet Research.","""The Offspring"""
268,ADMIRAL HAFTEL,"   Not satisfactory. If mistakes   are made during the formative   stages, the damage might be   irreparable.","""The Offspring"""
269,PICARD,   I'm convinced the damage would   be irreparable if you separate   them.,"""The Offspring"""
270,ADMIRAL HAFTEL,"   Really, Captain... is this about   breaking up a family... Rather   a sentimental attitude to take   toward androids, isn't it?","""The Offspring"""
271,PICARD,"   They are living, sentient beings.   Their rights and privileges in   our society have been defined.   I helped define them.","""The Offspring"""
272,ADMIRAL HAFTEL,"   Yes, yes... I'm more than willing   to acknowledge that. And you must   acknowledge that Lal may be a   technological step forward in the   development of artificial   intelligence.","""The Offspring"""
273,PICARD,   A most significant step.,"""The Offspring"""
274,ADMIRAL HAFTEL,   And work like this demands   strictly controlled procedures.,"""The Offspring"""
275,PICARD,   Which Commander Data is following.,"""The Offspring"""
276,ADMIRAL HAFTEL,   In effective isolation. And that   is unacceptable to Starfleet   Research.,"""The Offspring"""
277,ADMIRAL HAFTEL,"   This is not personal, Captain.   There are very real dangers here.   Without peer review, Starfleet   feels we're risking another M-5   catastrophe.","""The Offspring"""
278,PICARD,"   That is a forced parallel, Admiral.   M-5 was a battle computer.","""The Offspring"""
279,HAFTEL,"   With an artificial intelligence,   that led to disaster.     ","""The Offspring"""
280,,,"""The Offspring"""
281,ADMIRAL HAFTEL ,   Does this new android have the   same dangerous potential? I don't   know. And that is my point. The   blame of the M-5 catastrophe can   be laid entirely on the fact that   Doctor Daystrom was working in   effective isolation. And that   cannot be permitted to happen   again.,"""The Offspring"""
282,PICARD,"   I respect the need for peer review   and control precautions. I would   submit that you will find them   here aboard the Enterprise. My   crew has served for years with   Data. Unlike your research   people, we have enough such   experience to reliably judge what   is ""normal"" and ""abnormal""   behavior for Soong-type androids.   We are uniquely qualified to   assist in guiding Lal's   development.","""The Offspring"""
283,ADMIRAL HAFTEL,"       That is what I'm here to decide,   Captain.","""The Offspring"""
284,DATA,   So Lal now possesses the sum of   my programming.,"""The Offspring"""
285,ADMIRAL HAFTEL,   Her neural nets are laid down   identically to yours?,"""The Offspring"""
286,DATA,   There do seem to be variations   on the quantum level. Lal can use   contractions... I cannot.,"""The Offspring"""
287,ADMIRAL HAFTEL,   An aberration... what have you   done about it?,"""The Offspring"""
288,DATA,"   I have maintained records on   positronic matrix activity,   behavioral norms, and all verbal   patterns... I have seen no   evidence of other aberrations...","""The Offspring"""
289,PICARD,"   It would seem that you have   actually improved upon yourself,   Data.","""The Offspring"""
290,DATA,"   Is that not the goal of every   parent, sir?","""The Offspring"""
291,ADMIRAL HAFTEL,"   But... as a good... father...   don't you think it would be   better, especially in light of   this aberration, if Lal could be   close to the best possible   equipment and the best-trained   minds to perform diagnostic,   evaluative and repair procedures?","""The Offspring"""
292,DATA,"   I have been programmed with all   the procedures you have mentioned.   And in any meaningful evaluation   of Lal, you would require a model   for a basis of comparison. I am   the only model available, Admiral.","""The Offspring"""
293,ADMIRAL HAFTEL,"   You haven't mastered human   cultural and behavioral norms   yourself yet, have you?","""The Offspring"""
294,DATA,   Nosir.,"""The Offspring"""
295,ADMIRAL HAFTEL,"   Then, if the object of Lal's   existence is for her to understand   human behavior, wouldn't you admit   that you are an imperfect   teacher... in fact, she may choose   to emulate you rather than   humans... even if you instruct   her otherwise.","""The Offspring"""
296,PICARD,"    (cutting off a chance     for Data to reply)   On the other hand, Admiral, how   many of your researchers are   androids? None. And I would   suggest that many aspects of Lal's   existence and development may be   so alien to human experience that   your people simply could not be   made to comprehend them.","""The Offspring"""
297,ADMIRAL HAFTEL,   Where is Lal now?,"""The Offspring"""
298,ADMIRAL HAFTEL,   This is your idea of appropriate   guidance...,"""The Offspring"""
299,DATA,   It is an opportunity for her to   observe human behavior and more   importantly to interact with her   crewmates.,"""The Offspring"""
300,ADMIRAL HAFTEL,   She's capable of running over   sixty trillion calculations per   second and you have her working as   a cocktail waitress.,"""The Offspring"""
301,PICARD,"   Admiral, she is working under the   strict guidance of a woman in   whom I have absolute trust.   Ten-Forward is the center of the   ship's social activity. Everyone   on board comes here...","""The Offspring"""
302,ADMIRAL HAFTEL,   I'm not convinced the sort of   behavior she observes here will   be a positive influence.,"""The Offspring"""
303,GUINAN ,"   My customers usually behave   themselves... if not, they're   asked to leave. There's something   to learn from that as well,   wouldn't you say?","""The Offspring"""
304,PICARD,"   Admiral Haftel, Guinan. She runs   Ten-Forward.","""The Offspring"""
305,PICARD,"   How is Lal doing, Guinan?","""The Offspring"""
306,GUINAN,   She spills a few drinks like the   rest of us. But she's learning   a lot.,"""The Offspring"""
307,ADMIRAL HAFTEL,"       I'm sorry, this is just   outrageous.","""The Offspring"""
308,GUINAN,"   Come now, Admiral, I'm sure you've   been in a few bars in your day...","""The Offspring"""
