,character,quote,episode
0,BEVERLY,"       Get the stasis units in here and   bring them on-line.       Tell Doctor Selar to use ward   three for the ambulatory cases,   I'll take the --","""Tapestry"""
1,COM,   Transporter Room Four to Sickbay.   They're coming in now.,"""Tapestry"""
2,BEVERLY,   Acknowledged.       Back everyone.,"""Tapestry"""
3,BEVERLY,   What happened?,"""Tapestry"""
4,RIKER,   The Lenarians attacked us outside   the conference room.,"""Tapestry"""
5,BEVERLY,       He's in cardiac arrest.       Get the pulmonary support unit.,"""Tapestry"""
6,BEVERLY,   Internal hemorrhaging... the bioregulator   in his artificial   heart's been fused... damage to   the spleen and liver... what kind   of weapon did this?,"""Tapestry"""
7,WORF,   A compressed teryon beam.,"""Tapestry"""
8,BEVERLY,       Forty cc's inoprovaline...,"""Tapestry"""
9,BEVERLY,   Activity in the isocortex is   falling. Cortical stimulator.,"""Tapestry"""
10,BEVERLY,   Now.,"""Tapestry"""
11,BEVERLY,   Again.,"""Tapestry"""
12,Q,"   Welcome to the afterlife, Jean-Luc.       You're dead.","""Tapestry"""
13,PICARD,"   What's going on, Q?","""Tapestry"""
14,Q,   I told you. You're dead. This is   the afterlife. And I'm God.,"""Tapestry"""
15,PICARD,   You are not God.,"""Tapestry"""
16,Q,"   Blasphemy! You're lucky I don't   cast you out, or smite you or   something.","""Tapestry"""
17,PICARD,"   I don't know what game it is   you're playing, but I am not going   to participate.","""Tapestry"""
18,Q,   What an ego.       Did you think the great Jean-Luc   Picard would never die?,"""Tapestry"""
19,PICARD,"   Q, whatever you've done to --","""Tapestry"""
20,Q,   I haven't done anything.       Check your heart rate. Go ahead.,"""Tapestry"""
21,Q,   No pulse? What a surprise.,"""Tapestry"""
22,PICARD,   How do I know this isn't another   one of your tricks?,"""Tapestry"""
23,Q,"   Think, Jean-Luc. Why would I go   to all the trouble of faking your   death when I could simply kill you   whenever I felt like it?","""Tapestry"""
24,PICARD,   Is that what happened?,"""Tapestry"""
25,Q,   I wouldn't want to steal the   credit... it was a rather   disgruntled Lenarian actually.,"""Tapestry"""
26,PICARD,   The conference...,"""Tapestry"""
27,Q,"       Yes, yes. The conference, the   unexpected attack, the compressed   teryon beam... the bottom line is,   your life ended about five minutes   ago under the inept ministrations   of Doctor Beverly Crusher.","""Tapestry"""
28,PICARD,   No. I am not dead. I refuse to   believe there is an afterlife   which is run by you.       The universe is not that badly   designed.,"""Tapestry"""
29,Q,"   Very well. If you really require   more evidence of your post-mortem   status, I'll just have to provide   some...","""Tapestry"""
30,MAURICE,   Jean-Luc...,"""Tapestry"""
31,PICARD,       Father...,"""Tapestry"""
32,MAURICE,   I told you not to go running off   to that Academy. I told you that   Starfleet would bring you to a bad   end. But you wouldn't listen.   Now look at you... dead before   your time.,"""Tapestry"""
33,PICARD,"   All right, Q... enough.","""Tapestry"""
34,Q,       Enough what?,"""Tapestry"""
35,MAURICE,   Why couldn't you listen? Didn't   you understand that I was only   looking out for your best   interests?,"""Tapestry"""
36,PICARD,"       Q, stop this.","""Tapestry"""
37,MAURICE,"   Even now, after all these years...   you still manage to disappoint me,   Jean-Luc.","""Tapestry"""
38,PICARD,"   I hope you're enjoying this, Q.","""Tapestry"""
39,Q,"   This isn't for me. This is for   you, Jean-Luc... I wanted to give   you an opportunity to make peace   with your sordid past.","""Tapestry"""
40,PICARD,   I find it hard to believe that   you're doing this for the benefit   of my soul.,"""Tapestry"""
41,Q,"   Now that you've finally shuffled   off the mortal coil, we're free to   spend some time together. I   simply want you to be at peace   with yourself.","""Tapestry"""
42,PICARD,"   ""Some time together?""... how much   time?","""Tapestry"""
43,Q,   Eternity.,"""Tapestry"""
44,PICARD,   So I'm in hell.,"""Tapestry"""
45,Q,"   That's the spirit, Jean-Luc.   Don't let a little thing like   death slow down that rapier wit.","""Tapestry"""
46,Q,       Now you're sure you don't have any   regrets or feelings of guilt about   your former life? I can't have   you whining and complaining   through eternity.,"""Tapestry"""
47,PICARD,"   If I'm truly dead, then my only   regret is dying... and finding you   here.","""Tapestry"""
48,Q,"       You wound me, Mon Capitain. After   all, I wasn't the cause of your   death...","""Tapestry"""
49,Q,       ... this was.,"""Tapestry"""
50,PICARD,   Is that...,"""Tapestry"""
51,Q,   Your artificial heart.,"""Tapestry"""
52,Q,   You might have lived if you'd had   a real heart instead of this   unreliable piece of technology.       How did you manage to lose yours   anyway?,"""Tapestry"""
53,PICARD,       It was a... mistake.,"""Tapestry"""
54,Q,   Something you regret?,"""Tapestry"""
55,PICARD,       I regret a great many things from   those days...,"""Tapestry"""
56,Q,   Really?,"""Tapestry"""
57,Q,   It wasn't very smart of you to   take on three Nausicaans like   that.,"""Tapestry"""
58,PICARD,"   No, it wasn't.","""Tapestry"""
59,Q,   And did I hear you laugh? It's so   unlike you to have a sense of   humor... especially about getting   stabbed through the back.,"""Tapestry"""
60,PICARD,"   I was... a different person in   those days... an arrogant,   undisciplined, young man with far   too much ego and far too little   wisdom.       I was more like you.","""Tapestry"""
61,Q,   I'm sure you were far more   interesting in those days. A pity   you had to change.,"""Tapestry"""
62,PICARD,   The only pity is that I had to be   impaled through the back before I   learned my lesson.       I started that fight with the   Nausicaans... I started it   because I was young and cocky...,"""Tapestry"""
63,PICARD,   If I had been more responsible at   that age... I wouldn't have needed   this heart... and I wouldn't have   died from a random energy surge   thirty years later.,"""Tapestry"""
64,Q,   So if you had it to do all over   again... ?,"""Tapestry"""
65,PICARD,       Things would be different...,"""Tapestry"""
66,MARTA,       Bravo! Bravo!,"""Tapestry"""
67,COREY,       Nicely done.,"""Tapestry"""
68,PICARD,   Cortan? Cortan Zweller?,"""Tapestry"""
69,COREY,"       Of course it's me... boy, she   must've hit you pretty hard.","""Tapestry"""
70,MARTA,"   You're slowing down, Johnny. You   should've seen that one coming.","""Tapestry"""
71,PICARD,   Marta...,"""Tapestry"""
72,MARTA,   Are you okay?,"""Tapestry"""
73,PICARD,   I'm... just a little   disoriented...,"""Tapestry"""
74,COREY,"   Oh, please. Now he's just playing   for sympathy.","""Tapestry"""
75,COREY,   I want to get something to eat and   head over to the casino at   Bonestell. Who's coming?,"""Tapestry"""
76,PICARD,   I'll... catch up with you later.,"""Tapestry"""
77,MARTA,   Are you sure you're all right?,"""Tapestry"""
78,PICARD,"   No, no. I'm fine Marta -- Marty,   really.","""Tapestry"""
79,COREY,"   Come on, Marty. I bet he has   another date anyway.","""Tapestry"""
80,MARTA,"   That's it, isn't it?       You are incorrigible.","""Tapestry"""
81,COREY,       Try not to end up in the hospital.,"""Tapestry"""
82,Q,"       Attention on deck, Ensign Picard!","""Tapestry"""
83,PICARD,       Q...,"""Tapestry"""
84,Q,"   That's Captain Q to you, young   man.","""Tapestry"""
85,PICARD,   What's the point of creating   this... fantasy?,"""Tapestry"""
86,Q,"   It's no fantasy. This is all very   real, I assure you. You're twenty-one   years old again... a brash   young man, fresh out of the   Academy.","""Tapestry"""
87,PICARD,   I don't look it.,"""Tapestry"""
88,Q,"   To everyone else, you do.","""Tapestry"""
89,PICARD,   I thought you said I was dead...   now you tell me I'm alive?,"""Tapestry"""
90,Q,   You mortals can be so obtuse. Why   do you persist in believing that   life and death are such static and   rigid concepts.     ,"""Tapestry"""
91,,,"""Tapestry"""
92,Q ,       I can take your life and then give   it back to you with the snap of a   finger.,"""Tapestry"""
93,PICARD,   Let's say for the moment that it's   true... what purpose does it serve   to bring me here?,"""Tapestry"""
94,Q,"   You said you regretted a great   many things from this time in your   life. Well, now you have a chance   to change some of them.","""Tapestry"""
95,PICARD,"   Change. You mean change the past.   Q, even if you have brought me   back in time somehow... surely you   must realize that any alteration   in this timeline could have a   profound impact on the future --","""Tapestry"""
96,Q,   Spare me your egotistical musings   on your pivotal role in history.   Nothing you do here will cause the   Federation to collapse or the   galaxy to explode. To be blunt...   you're not that important.,"""Tapestry"""
97,PICARD,   I won't do it. I won't alter   history.,"""Tapestry"""
98,Q,"   Oh, very well... if you attach so   much importance to the continuity   of time... I can personally   guarantee that nothing you do here   will end up hurting anyone, or   have an adverse affect on what you   know as history. The only thing   at stake here is your life and   your peace of mind.       You have my word.","""Tapestry"""
99,Q,"   It's bad form to laugh at one's   god. Whether you believe me or   not, you're here and you have a   second chance... what you do with   it is entirely up to you.       Do you know where you are?","""Tapestry"""
100,PICARD,   Starbase Earhart... we came here   just after graduation... to wait   for our first deep space   assignments.,"""Tapestry"""
101,Q,   That's right. It's two days   before your unfortunate encounter   with a Nausicaan sword... you have   that long to make whatever changes   you wish. If you can avoid   getting stabbed through the heart   this time -- which I doubt -- I'll   take you back to what you think of   as the present and you can go on   with your life... with a real   heart.,"""Tapestry"""
102,PICARD,   So then I won't die?,"""Tapestry"""
103,Q,   Of course you'll die. It'll just   be at a later time.,"""Tapestry"""
104,PICARD,   What if I don't avoid the fight...   what if I don't make any changes?,"""Tapestry"""
105,Q,   Then you die on the table and we   spend eternity together.,"""Tapestry"""
106,PICARD,   Wonderful.,"""Tapestry"""
107,Q,"   I'm glad you think so.       I am curious about one thing...   Johnny, why did that rather   attractive woman slap you just   now? Something you said?","""Tapestry"""
108,PICARD,   That woman's name was... Corlina.   I was supposed to take her to   dinner... on this night...       But then she found out that...       I'd made a second date with   another woman... named Penny.   Corlina was... somewhat upset.,"""Tapestry"""
109,Q,   I'm impressed. I had no idea you   could be such a cad.,"""Tapestry"""
110,PICARD,"   Computer, what time is it?","""Tapestry"""
111,COMPUTER,   Sixteen eleven hours.,"""Tapestry"""
112,PICARD,"   In fact, Penny should be...   waiting for me... right now.","""Tapestry"""
113,PENNY,   You're awfully quiet today. What   happened to the dashing young   Ensign from last night... the one   with the winning smile and the   smooth talk about my eyes?,"""Tapestry"""
114,PICARD,   Nothing. I'm just a little   more... contemplative.,"""Tapestry"""
115,PENNY,   And what are you contemplating?,"""Tapestry"""
116,PICARD,"   Penny, perhaps we could just...   talk for a while. I don't know   anything about you... where you   come from... what your interests   are... your last name...","""Tapestry"""
117,PENNY,"       I come from Rigel, my last name is   Muroc and I like men in uniform.","""Tapestry"""
118,PENNY,   I think that's enough talk.,"""Tapestry"""
119,PICARD,   Penny... I don't think it would be   fair... to you to pretend that I'm   really interested in a...   relationship right now...,"""Tapestry"""
120,PENNY,   Who said anything about a   relationship?,"""Tapestry"""
121,PENNY,   What's wrong... Don't I look as   attractive as I did last night?,"""Tapestry"""
122,PICARD,"   What? No, not at all. You're a   very... handsome woman.","""Tapestry"""
123,PENNY,   Handsome... that's something you   say to old ladies.,"""Tapestry"""
124,PICARD,   Penny. To me you are definitely   not an old lady.,"""Tapestry"""
125,PENNY,   I wasn't after your pity.,"""Tapestry"""
126,Q,   Penny for your thoughts?,"""Tapestry"""
127,Q,   You never told me you were such a   lady's man.,"""Tapestry"""
128,PICARD,   I was a puerile adolescent who let   himself be ruled by his hormones   instead of his head.,"""Tapestry"""
129,Q,   It seems your friends know how to   have a good time. Maybe you   should go take some lessons.,"""Tapestry"""
130,MALE,"       Hey, you! Get over here with   those drinks before I tear your   head off!","""Tapestry"""
