,character,quote,episode
0,CLEMENS,"   I have long been interested in   the notion of time travel. In   fact, I wrote a book about it...   It chronicled the tale of a man   from our era who fouled the sixth   century by introducing newfangled   gadgets and weapons... all in the   name of Progress.       The idea of time travelers isn't   so far fetched as it seems...   in fact, I have learned that, even   now, people from the future are   right here in San Francisco...   and I have no doubt that they are   intent on fouling our world...   just like my Yankee did in King   Arthur's time.       Well. Let me serve notice: as   soon as I get the necessary   evidence, I intend to expose   them... and make it absolutely   clear that they are not welcome   here.","""Time's Arrow, Part II"""
1,YOUNG REPORTER,"   Yes, sir. And will this be a   sequel to ""Connecticut Yankee,""   Mister Twain?","""Time's Arrow, Part II"""
2,CLEMENS,"       The name's Clemens, son. Sam   Clemens, with an ""e.""","""Time's Arrow, Part II"""
3,YOUNG REPOTER,"       With an ""e""... got it.","""Time's Arrow, Part II"""
4,CLEMENS,   'Scuse me.,"""Time's Arrow, Part II"""
5,RIKER,   The coroner said this room   contained all the cholera   victims...,"""Time's Arrow, Part II"""
6,BEVERLY,   It doesn't make sense that so many   people are dying of cholera --   it just isn't that virulent.,"""Time's Arrow, Part II"""
7,BEVERLY,   Wil... this is strange...,"""Time's Arrow, Part II"""
8,RIKER,   What is it?,"""Time's Arrow, Part II"""
9,BEVERLY,   The cerebral cortex... the   cerebellum... the brain stem...   the entire nervous system -- has   been drained of electrochemical   energy.       Here's another one... same neural   depletion...,"""Time's Arrow, Part II"""
10,BEVERLY,   These people didn't die of cholera   -- they died because their neural   energy was drained somehow.,"""Time's Arrow, Part II"""
11,RIKER,   Drained... and taken to Devidia   Two... for those aliens to   ingest.,"""Time's Arrow, Part II"""
12,RIKER,   If you were a time-traveller with   a taste for human neural energy...   how would you get your supply?,"""Time's Arrow, Part II"""
13,BEVERLY,   I'd travel back to times when   there were plagues and   epidemics... when I could murder   -- and use disease as a cover.,"""Time's Arrow, Part II"""
14,BEVERLY,   Over half the victims who'd been   drained of neural energy came from   a place called Sisters of Hope   Infirmary.,"""Time's Arrow, Part II"""
15,RIKER,   It's a charity hospital near the   waterfront.,"""Time's Arrow, Part II"""
16,TROI,"   If the aliens have been killing   people there, someone might have   noticed something unusual...","""Time's Arrow, Part II"""
17,PICARD,"   If they're moving among humans,   they must have taken human form.   The question is, how do we know   who we're looking for... ?","""Time's Arrow, Part II"""
18,RIKER,"   The tricorder picked up evidence   of triolic activity in most of   the bodies we looked at. If the   aliens are leaving that signature   behind, they'll be detectable.","""Time's Arrow, Part II"""
19,GEORDI,       We might even be able to set   up some kind of alien alarm   system.,"""Time's Arrow, Part II"""
20,RIKER,   Any luck contacting Data?,"""Time's Arrow, Part II"""
21,GEORDI,   None. The tricorder is   broadcasting random emissions...   but the range is pretty limited.   Almost anything could interfere...,"""Time's Arrow, Part II"""
22,GEORDI,   She's back.,"""Time's Arrow, Part II"""
23,MRS. CARMICHAEL,   Mister Picard!,"""Time's Arrow, Part II"""
24,PICARD,"       Coming, Mrs. Carmichael...","""Time's Arrow, Part II"""
25,MRS. CARMICHAEL,   Mister Picard... I'd be remindin'   you that it's one o'clock.,"""Time's Arrow, Part II"""
26,PICARD,   Yes... ?,"""Time's Arrow, Part II"""
27,MRS. CARMICHAEL,   One o'clock of a Thursday.,"""Time's Arrow, Part II"""
28,MRS. CARMICHAEL,"   I'm sure I made it clear to you   that the rent is always due,   payable in full, by one o'clock   on Wednesdays.","""Time's Arrow, Part II"""
29,PICARD,   Ah. The... rent.,"""Time's Arrow, Part II"""
30,PICARD,"   Mrs. Carmichael, my troupe is even   now in rehearsals for a new   production.","""Time's Arrow, Part II"""
31,MRS. CARMICHAEL,   Oh? I haven't heard of any new   production. What play is it?,"""Time's Arrow, Part II"""
32,PICARD,"   It's -- ""A Midsummer Night's   Dream.""","""Time's Arrow, Part II"""
